Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,102.737873,[266  56] ; [38 80],[222.47272727  99.52727273] ; [81.52727273 36.47272727],1
a5,1,4e-06,21.091981,[242  81] ; [62 57],[222.15384615 100.84615385] ; [81.84615385 37.15384615],1
n6,1,6.2e-05,16.052193,[270  52] ; [79 40],[254.82539683  67.17460317] ; [94.17460317 24.82539683],1
a6,1,0.000382,12.616959,[241  82] ; [68 51],[225.80769231  97.19230769] ; [83.19230769 35.80769231],1
a4,1,0.001387,10.222667,[145 174] ; [34 85],[130.36757991 188.63242009] ; [48.63242009 70.36757991],0
p10,1,0.002508,9.134701,[243  75] ; [73 45],[230.47706422  87.52293578] ; [85.52293578 32.47706422],0
s8,1,0.002991,8.813242,[ 87 234] ; [ 16 102],[ 75.3143508 245.6856492] ; [27.6856492 90.3143508],0
p6,1,0.003356,8.603319,[103 214] ; [21 95],[ 90.78060046 226.21939954] ; [33.21939954 82.78060046],0
p11,1,0.00374,8.405918,[255  68] ; [78 41],[243.34615385  79.65384615] ; [89.65384615 29.34615385],0
d2,1,0.004748,7.973037,[153 167] ; [39 80],[139.95444191 180.04555809] ; [52.04555809 66.95444191],0
s4,1,0.005441,7.726815,[ 23 297] ; [ 19 100],[ 30.61503417 289.38496583] ; [ 11.38496583 107.61503417],0
a2,1,0.00595,7.565368,[ 73 250] ; [ 13 106],[ 62.84615385 260.15384615] ; [23.15384615 95.84615385],0
a8,1,0.007047,7.260969,[ 37 252] ; [  4 106],[ 29.69674185 259.30325815] ; [11.30325815 98.69674185],0
p4,1,0.00822,6.984869,[173 147] ; [47 71],[160.73059361 159.26940639] ; [59.26940639 58.73059361],0
p3,1,0.009508,6.724816,[155 166] ; [41 78],[142.99090909 178.00909091] ; [53.00909091 65.99090909],0
d1,1,0.010489,6.549834,[180 143] ; [50 69],[168.07692308 154.92307692] ; [61.92307692 57.07692308],0
v1,1,0.013538,6.097453,[161 155] ; [44 73],[149.6073903 166.3926097] ; [55.3926097 61.6073903],0
u1,1,0.013569,6.093366,[ 47 276] ; [  7 112],[ 39.46153846 283.53846154] ; [ 14.53846154 104.46153846],0
p1,1,0.026414,4.928692,[ 32 290] ; [  4 114],[ 26.34545455 295.65454545] ; [  9.65454545 108.34545455],0
p9,1,0.032561,4.568703,[252  66] ; [82 36],[243.60550459  74.39449541] ; [90.39449541 27.60550459],0
p2,1,0.03414,4.487662,[258  62] ; [84 34],[249.8630137  70.1369863] ; [92.1369863 25.8630137],0
v3,1,0.034601,4.464733,[118 196] ; [30 83],[108.83372365 205.16627635] ; [39.16627635 73.83372365],0
r4,1,0.045826,3.98797,[291  32] ; [99 20],[285.  38.] ; [105.  14.],0
d5,1,0.046143,3.976371,[257  66] ; [84 35],[249.19230769  73.80769231] ; [91.80769231 27.19230769],0
s1,1,0.053063,3.74194,[  4 315] ; [  5 114],[  6.55479452 312.44520548] ; [  2.44520548 116.55479452],0
r1,1,0.053185,3.73809,[257  64] ; [85 34],[249.50454545  71.49545455] ; [92.49545455 26.50454545],0
p12,1,0.054201,3.706492,[ 15 302] ; [  1 118],[ 11.63302752 305.36697248] ; [  4.36697248 114.63302752],0
a3,1,0.061253,3.503127,[221 100] ; [70 48],[212.78132118 108.21867882] ; [78.21867882 39.78132118],0
