Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.0,38.462983,[39 12] ; [ 71 166],[19.47916667 31.52083333] ; [ 90.52083333 146.47916667],1
p1,1,0.0,25.268282,[18 36] ; [ 20 225],[ 6.86287625 47.13712375] ; [ 31.13712375 213.86287625],1
p8,1,3e-06,21.66135,[47  7] ; [125 113],[31.80821918 22.19178082] ; [140.19178082  97.80821918],1
p4,1,1e-05,19.500369,[48  4] ; [146  96],[34.31292517 17.68707483] ; [159.68707483  82.31292517],1
p12,1,4.2e-05,16.764885,[16 38] ; [ 22 221],[ 6.90909091 47.09090909] ; [ 31.09090909 211.90909091],1
p6,1,5.7e-05,16.200733,[36 17] ; [ 90 149],[22.86986301 30.13013699] ; [103.13013699 135.86986301],1
p3,1,0.000616,11.726327,[43 10] ; [136 108],[31.94276094 21.05723906] ; [147.05723906  96.94276094],1
s6,1,0.002115,9.447,[45  7] ; [154  84],[35.68275862 16.31724138] ; [163.31724138  74.68275862],0
p7,1,0.006805,7.323709,[45  8] ; [157  81],[36.79037801 16.20962199] ; [165.20962199  72.79037801],0
n3,1,0.010484,6.550816,[3 4] ; [35  6],[5.54166667 1.45833333] ; [32.45833333  8.54166667],0
a1,1,0.014859,5.933054,[ 9 45] ; [ 16 229],[ 4.51505017 49.48494983] ; [ 20.48494983 224.51505017],0
v1,1,0.019877,5.422678,[44 10] ; [157  84],[36.79322034 17.20677966] ; [164.20677966  76.79322034],0
s7,1,0.021245,5.306579,[38 12] ; [134  95],[30.82437276 19.17562724] ; [141.17562724  87.82437276],0
a2,1,0.024944,5.02779,[ 8 46] ; [ 73 172],[14.62876254 39.37123746] ; [ 66.37123746 178.62876254],0
b5,1,0.038159,4.297913,[25 29] ; [151  94],[31.78595318 22.21404682] ; [144.21404682 100.78595318],0
s1,1,0.04017,4.210689,[ 4 50] ; [  5 235],[ 1.65306122 52.34693878] ; [  7.34693878 232.65306122],0
n6,1,0.050981,3.808899,[52  1] ; [219  25],[48.36026936  4.63973064] ; [222.63973064  21.36026936],0
s8,1,0.073209,3.209572,[35 17] ; [130 112],[29.18367347 22.81632653] ; [135.81632653 106.18367347],0
p10,1,0.074642,3.177861,[49  4] ; [200  42],[44.73559322  8.26440678] ; [204.26440678  37.73559322],0
n5,1,0.085894,2.949691,[52  2] ; [216  28],[48.56375839  5.43624161] ; [219.43624161  24.56375839],0
v2,1,0.136239,2.219938,[38 16] ; [192  49],[42.10169492 11.89830508] ; [187.89830508  53.10169492],0
u4,1,0.147385,2.099106,[ 3 51] ; [  5 240],[ 1.44481605 52.55518395] ; [  6.55518395 238.44481605],0
b2,1,0.162201,1.953589,[20 20] ; [ 61 100],[16.11940299 23.88059701] ; [64.88059701 96.11940299],0
b3,1,0.162201,1.953589,[20 20] ; [ 61 100],[16.11940299 23.88059701] ; [64.88059701 96.11940299],0
u2,1,0.166938,1.910231,[8 3] ; [28 28],[5.91044776 5.08955224] ; [30.08955224 25.91044776],0
r2,1,0.167022,1.909469,[50  4] ; [234   8],[51.81081081  2.18918919] ; [232.18918919   9.81081081],0
p9,1,0.196765,1.666228,[49  5] ; [202  39],[45.94576271  8.05423729] ; [205.05423729  35.94576271],0
r4,1,0.224316,1.476543,[52  2] ; [224  21],[49.84615385  4.15384615] ; [226.15384615  18.84615385],0
a6,1,0.233069,1.422034,[32 21] ; [168  76],[35.69023569 17.30976431] ; [164.30976431  79.69023569],0
s2,1,0.254828,1.296641,[34 19] ; [134 107],[30.28571429 22.71428571] ; [137.71428571 103.28571429],0
p11,1,0.282079,1.157047,[47  7] ; [198  47],[44.24749164  9.75250836] ; [200.75250836  44.24749164],0
n1,1,0.349397,0.875646,[4 2] ; [18 21],[2.93333333 3.06666667] ; [19.06666667 19.93333333],0
d2,1,0.374946,0.787208,[27 26] ; [140 103],[29.90202703 23.09797297] ; [137.09797297 105.90202703],0
v4,1,0.379683,0.771728,[52  1] ; [233  11],[50.85858586  2.14141414] ; [234.14141414   9.85858586],0
a8,1,0.418104,0.655638,[ 6 42] ; [ 37 177],[ 7.8778626 40.1221374] ; [ 35.1221374 178.8778626],0
r1,1,0.445796,0.581317,[47  7] ; [202  42],[45.12080537  8.87919463] ; [203.87919463  40.12080537],0
s3,1,0.452998,0.563139,[33 19] ; [137 100],[30.58823529 21.41176471] ; [139.41176471  97.58823529],0
b1,1,0.459887,0.54617,[25 29] ; [100 145],[22.57525084 31.42474916] ; [102.42474916 142.57525084],0
