Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,70.823843,[542  36] ; [11 13],[530.95348837  47.04651163] ; [22.04651163  1.95348837],1
p11,1,1.8e-05,18.381025,[498  80] ; [13 11],[490.62790698  87.37209302] ; [20.37209302  3.62790698],1
r1,1,0.000555,11.922371,[474 102] ; [13 11],[467.52 108.48] ; [19.48  4.52],1
v2,1,0.000896,11.031237,[338 218] ; [ 6 17],[330.33506045 225.66493955] ; [13.66493955  9.33506045],1
p7,1,0.001511,10.064658,[390 178] ; [ 8 14],[383.15932203 184.84067797] ; [14.84067797  7.15932203],0
v4,1,0.001762,9.782609,[555  21] ; [20  4],[552.  24.] ; [23.  1.],0
p2,1,0.001834,9.708366,[504  71] ; [15  8],[499.03846154  75.96153846] ; [19.96153846  3.03846154],0
p1,1,0.009349,6.754836,[ 52 525] ; [ 6 18],[ 55.68386023 521.31613977] ; [ 2.31613977 21.68386023],0
u3,1,0.011052,6.456965,[80 57] ; [1 7],[76.53103448 60.46896552] ; [4.46896552 3.53103448],0
a1,1,0.011418,6.39912,[ 28 550] ; [ 4 20],[ 30.72425249 547.27574751] ; [ 1.27574751 22.72425249],0
d4,1,0.018331,5.564284,[487  88] ; [16  8],[482.84641068  92.15358932] ; [20.15358932  3.84641068],0
p10,1,0.020972,5.329106,[531  44] ; [19  5],[527.96327212  47.03672788] ; [22.03672788  1.96327212],0
b1,1,0.027513,4.858319,[209 369] ; [14 10],[214.10963455 363.89036545] ; [ 8.89036545 15.10963455],0
r2,1,0.046343,3.969072,[546  24] ; [20  3],[544.04721754  25.95278246] ; [21.95278246  1.04721754],0
n6,1,0.065324,3.396771,[521  54] ; [19  5],[518.3639399  56.6360601] ; [21.6360601  2.3639399],0
s7,1,0.066598,3.364943,[313 241] ; [ 9 15],[308.62975779 245.37024221] ; [13.37024221 10.62975779],0
b4,1,0.081771,3.029337,[330 248] ; [18  6],[334.12624585 243.87375415] ; [13.87375415 10.12624585],0
p4,1,0.082788,3.009304,[385 189] ; [12 12],[381.06688963 192.93311037] ; [15.93311037  8.06688963],0
d3,1,0.104363,2.637577,[402 174] ; [13 11],[398.4 177.6] ; [16.6  7.4],0
a8,1,0.105288,2.62356,[ 90 433] ; [ 1 22],[ 87.16666667 435.83333333] ; [ 3.83333333 19.16666667],0
b2,1,0.111932,2.526733,[151 217] ; [ 4 14],[147.77202073 220.22797927] ; [ 7.22797927 10.77202073],0
b3,1,0.111932,2.526733,[151 217] ; [ 4 14],[147.77202073 220.22797927] ; [ 7.22797927 10.77202073],0
u1,1,0.146574,2.107546,[118 460] ; [ 2 22],[115.21594684 462.78405316] ; [ 4.78405316 19.21594684],0
a7,1,0.154889,2.023434,[414 163] ; [14 10],[410.90848586 166.09151414] ; [17.09151414  6.90848586],0
s1,1,0.194732,1.681453,[ 19 550] ; [ 2 22],[ 20.15008432 548.84991568] ; [ 0.84991568 23.15008432],0
n1,1,0.201754,1.62963,[43 56] ; [7 4],[45. 54.] ; [5. 6.],0
v3,1,0.207228,1.590686,[244 314] ; [ 7 16],[241.0636833 316.9363167] ; [ 9.9363167 13.0636833],0
d5,1,0.231977,1.428696,[484  91] ; [18  6],[481.88647746  93.11352254] ; [20.11352254  3.88647746],0
n3,1,0.255291,1.294118,[78 21] ; [7 4],[76.5 22.5] ; [8.5 2.5],0
a2,1,0.269084,1.221411,[155 423] ; [ 4 20],[152.66112957 425.33887043] ; [ 6.33887043 17.66112957],0
u2,1,0.273807,1.197576,[79 59] ; [3 5],[77.50684932 60.49315068] ; [4.49315068 3.50684932],0
p5,1,0.320522,0.986814,[ 82 492] ; [ 5 18],[ 83.64824121 490.35175879] ; [ 3.35175879 19.64824121],0
p6,1,0.345401,0.890283,[245 324] ; [ 8 16],[242.76053963 326.23946037] ; [10.23946037 13.76053963],0
d1,1,0.353356,0.861369,[367 211] ; [13 11],[364.85049834 213.14950166] ; [15.14950166  8.85049834],0
s8,1,0.381503,0.765853,[292 283] ; [10 14],[289.89983306 285.10016694] ; [12.10016694 11.89983306],0
v1,1,0.384576,0.756022,[330 230] ; [12 12],[327.94520548 232.05479452] ; [14.05479452  9.94520548],0
s2,1,0.41627,0.660822,[311 262] ; [11 13],[309.05527638 263.94472362] ; [12.94472362 11.05527638],0
p3,1,0.424897,0.636731,[324 252] ; [11 12],[322.13689482 253.86310518] ; [12.86310518 10.13689482],0
a3,1,0.451594,0.566647,[440 136] ; [16  7],[438.49081803 137.50918197] ; [17.50918197  5.49081803],0
s5,1,0.453703,0.561384,[197 353] ; [10 13],[198.69109948 351.30890052] ; [ 8.30890052 14.69109948],0
p8,1,0.484236,0.489308,[325 243] ; [12 12],[323.33783784 244.66216216] ; [13.66216216 10.33783784],0
b5,1,0.525978,0.402156,[348 230] ; [16  8],[349.48837209 228.51162791] ; [14.51162791  9.48837209],0
s3,1,0.539422,0.376612,[338 234] ; [11 10],[336.64080944 235.35919056] ; [12.35919056  8.64080944],0
d2,1,0.565048,0.331039,[301 274] ; [14 10],[302.37896494 272.62103506] ; [12.62103506 11.37896494],0
n5,1,0.570807,0.321334,[505  70] ; [22  2],[505.88480801  69.11519199] ; [21.11519199  2.88480801],0
s6,1,0.611778,0.257594,[403 161] ; [16  8],[401.89795918 162.10204082] ; [17.10204082  6.89795918],0
p12,1,0.738584,0.111375,[ 60 514] ; [ 2 22],[ 59.51170569 514.48829431] ; [ 2.48829431 21.51170569],0
n2,1,0.81023,0.057662,[76 24] ; [8 3],[75.67567568 24.32432432] ; [8.32432432 2.67567568],0
a6,1,0.819506,0.052066,[396 179] ; [16  8],[395.49248748 179.50751252] ; [16.50751252  7.49248748],0
a4,1,0.844353,0.038545,[288 289] ; [11 12],[287.53833333 289.46166667] ; [11.46166667 11.53833333],0
s4,1,0.848759,0.036367,[ 87 484] ; [ 4 20],[ 87.32941176 483.67058824] ; [ 3.67058824 20.32941176],0
a5,1,0.926295,0.008558,[453 125] ; [19  5],[453.18272425 124.81727575] ; [18.81727575  5.18272425],0
