Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000279,13.206536,[30 75] ; [12  4],[36.44628099 68.55371901] ; [ 5.55371901 10.44628099],1
p4,1,0.385278,0.753794,[34 70] ; [7 9],[35.53333333 68.46666667] ; [ 5.46666667 10.53333333],0
s4,1,0.389465,0.74061,[11 94] ; [ 3 14],[12.04918033 92.95081967] ; [ 1.95081967 15.04918033],0
p9,1,0.392375,0.731571,[66 37] ; [12  4],[67.51260504 35.48739496] ; [10.48739496  5.51260504],0
v3,1,0.398647,0.712404,[26 76] ; [ 6 11],[27.42857143 74.57142857] ; [ 4.57142857 12.42857143],0
p7,1,0.410304,0.677919,[49 53] ; [10  7],[50.57142857 51.42857143] ; [8.42857143 8.57142857],0
r2,1,0.420605,0.648624,[84 21] ; [15  2],[85.20491803 19.79508197] ; [13.79508197  3.20491803],0
p2,1,0.555614,0.347355,[67 39] ; [12  5],[68.08130081 37.91869919] ; [10.91869919  6.08130081],0
a6,1,0.594808,0.282897,[55 51] ; [10  7],[56.01626016 49.98373984] ; [8.98373984 8.01626016],0
n5,1,0.60208,0.27187,[66 37] ; [12  5],[66.95 36.05] ; [11.05  5.95],0
p6,1,0.659335,0.194332,[21 83] ; [ 4 12],[21.66666667 82.33333333] ; [ 3.33333333 12.66666667],0
p8,1,0.68662,0.162769,[40 64] ; [7 9],[40.73333333 63.26666667] ; [6.26666667 9.73333333],0
s7,1,0.687007,0.162345,[22 78] ; [ 4 11],[22.60869565 77.39130435] ; [ 3.39130435 11.60869565],0
p10,1,0.693991,0.154799,[59 44] ; [10  6],[59.72268908 43.27731092] ; [9.27731092 6.72268908],0
b5,1,0.711607,0.136678,[55 51] ; [8 9],[54.29268293 51.70731707] ; [8.70731707 8.29268293],0
a5,1,0.721831,0.126746,[45 61] ; [8 9],[45.67479675 60.32520325] ; [7.32520325 9.67479675],0
r3,1,0.740581,0.109616,[82 22] ; [14  3],[82.51239669 21.48760331] ; [13.48760331  3.51239669],0
d4,1,0.750218,0.101348,[39 66] ; [ 7 10],[39.59016393 65.40983607] ; [ 6.40983607 10.59016393],0
n1,1,0.793657,0.068416,[16 23] ; [1 2],[15.78571429 23.21428571] ; [1.21428571 1.78571429],0
a7,1,0.793758,0.068347,[53 52] ; [8 9],[52.5 52.5] ; [8.5 8.5],0
b4,1,0.807257,0.059519,[59 47] ; [10  7],[59.46341463 46.53658537] ; [9.53658537 7.46341463],0
b1,1,0.807257,0.059519,[47 59] ; [ 7 10],[46.53658537 59.46341463] ; [7.46341463 9.53658537],0
a1,1,0.835952,0.04288,[  5 101] ; [ 1 16],[  5.17073171 100.82926829] ; [ 0.82926829 16.17073171],0
n3,1,0.843435,0.039007,[26 11] ; [3 1],[26.17073171 10.82926829] ; [2.82926829 1.17073171],0
u2,1,0.854589,0.033586,[25 33] ; [4 6],[24.73529412 33.26470588] ; [4.26470588 5.73529412],0
s1,1,0.857016,0.032463,[ 5 98] ; [ 1 16],[ 5.15 97.85] ; [ 0.85 16.15],0
n4,1,0.891028,0.01877,[63 41] ; [10  7],[62.74380165 41.25619835] ; [10.25619835  6.74380165],0
v2,1,0.909335,0.012968,[36 62] ; [ 6 11],[35.79130435 62.20869565] ; [ 6.20869565 10.79130435],0
a2,1,0.910843,0.012539,[ 7 99] ; [ 1 16],[ 6.89430894 99.10569106] ; [ 1.10569106 15.89430894],0
a3,1,0.914029,0.011655,[47 57] ; [7 9],[46.8 57.2] ; [7.2 8.8],0
s8,1,0.936194,0.006409,[19 87] ; [ 3 13],[19.1147541 86.8852459] ; [ 2.8852459 13.1147541],0
u3,1,0.951414,0.003713,[23 36] ; [4 6],[23.08695652 35.91304348] ; [3.91304348 6.08695652],0
a8,1,0.961687,0.002308,[ 6 91] ; [ 1 16],[ 5.95614035 91.04385965] ; [ 1.04385965 15.95614035],0
