Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.120422,2.411824,[3 6] ; [30 19],[5.12068966 3.87931034] ; [27.87931034 21.12068966],0
d2,1,0.120422,2.411824,[6 3] ; [19 30],[3.87931034 5.12068966] ; [21.12068966 27.87931034],0
v1,1,0.134707,2.237409,[5 4] ; [14 33],[3.05357143 5.94642857] ; [15.94642857 31.05357143],0
p7,1,0.139702,2.181237,[2 7] ; [23 24],[4.01785714 4.98214286] ; [20.98214286 26.01785714],0
p10,1,0.155805,2.014474,[2 6] ; [25 23],[3.85714286 4.14285714] ; [23.14285714 24.85714286],0
a6,1,0.168747,1.894037,[7 2] ; [26 23],[5.12068966 3.87931034] ; [27.87931034 21.12068966],0
s3,1,0.187994,1.73327,[2 7] ; [22 26],[3.78947368 5.21052632] ; [20.21052632 27.78947368],0
b5,1,0.188108,1.732378,[3 6] ; [28 21],[4.81034483 4.18965517] ; [26.18965517 22.81034483],0
a2,1,0.203038,1.620385,[2 7] ; [ 4 45],[0.93103448 8.06896552] ; [ 5.06896552 43.93103448],0
p4,1,0.210527,1.567798,[1 7] ; [17 32],[2.52631579 5.47368421] ; [15.47368421 33.52631579],0
a4,1,0.277838,1.177635,[4 5] ; [13 36],[2.63793103 6.36206897] ; [14.36206897 34.63793103],0
p1,1,0.309025,1.034839,[2 7] ; [ 5 44],[1.0862069 7.9137931] ; [ 5.9137931 43.0862069],0
s1,1,0.322825,0.977466,[1 7] ; [ 2 47],[0.42105263 7.57894737] ; [ 2.57894737 46.42105263],0
p2,1,0.324872,0.969231,[3 5] ; [27 21],[4.28571429 3.71428571] ; [25.71428571 22.28571429],0
a7,1,0.329065,0.952575,[6 3] ; [24 25],[4.65517241 4.34482759] ; [25.34482759 23.65517241],0
s4,1,0.376348,0.782596,[1 8] ; [12 37],[2.01724138 6.98275862] ; [10.98275862 38.01724138],0
p11,1,0.387077,0.748104,[3 6] ; [24 25],[4.18965517 4.81034483] ; [22.81034483 26.18965517],0
a3,1,0.387077,0.748104,[6 3] ; [25 24],[4.81034483 4.18965517] ; [26.18965517 22.81034483],0
r2,1,0.395255,0.722713,[7 2] ; [29 17],[5.89090909 3.10909091] ; [30.10909091 15.89090909],0
s6,1,0.399836,0.70882,[2 7] ; [18 31],[3.10344828 5.89655172] ; [16.89655172 32.10344828],0
p8,1,0.422539,0.643242,[1 7] ; [12 35],[1.89090909 6.10909091] ; [11.10909091 35.89090909],0
p6,1,0.422539,0.643242,[1 7] ; [12 35],[1.89090909 6.10909091] ; [11.10909091 35.89090909],0
a1,1,0.424962,0.636553,[2 7] ; [ 6 43],[1.24137931 7.75862069] ; [ 6.75862069 42.24137931],0
n4,1,0.481384,0.495726,[5 4] ; [21 28],[4.03448276 4.96551724] ; [21.96551724 27.03448276],0
a5,1,0.481384,0.495726,[5 4] ; [21 28],[4.03448276 4.96551724] ; [21.96551724 27.03448276],0
u3,1,0.495947,0.463599,[2 1] ; [11 13],[1.44444444 1.55555556] ; [11.55555556 12.44444444],0
p3,1,0.506198,0.441919,[1 7] ; [11 37],[1.71428571 6.28571429] ; [10.28571429 37.71428571],0
d5,1,0.519622,0.414644,[6 3] ; [27 22],[5.12068966 3.87931034] ; [27.87931034 21.12068966],0
v4,1,0.521558,0.410811,[5 4] ; [32 16],[5.84210526 3.15789474] ; [31.15789474 16.84210526],0
b4,1,0.555757,0.347104,[5 4] ; [22 27],[4.18965517 4.81034483] ; [22.81034483 26.18965517],0
u2,1,0.585957,0.296703,[2 1] ; [12 12],[1.55555556 1.44444444] ; [12.44444444 11.55555556],0
s7,1,0.645344,0.21182,[2 7] ; [14 33],[2.57142857 6.42857143] ; [13.42857143 33.57142857],0
b1,1,0.757113,0.09565,[6 3] ; [30 19],[5.5862069 3.4137931] ; [30.4137931 18.5862069],0
s5,1,0.766403,0.088258,[1 7] ; [ 8 40],[1.28571429 6.71428571] ; [ 7.71428571 40.28571429],0
p9,1,0.785023,0.074409,[5 4] ; [29 19],[5.36842105 3.63157895] ; [28.63157895 19.36842105],0
v2,1,0.80202,0.062868,[3 6] ; [14 34],[2.68421053 6.31578947] ; [14.31578947 33.68421053],0
d4,1,0.839035,0.041261,[5 4] ; [29 20],[5.27586207 3.72413793] ; [28.72413793 20.27586207],0
d1,1,0.87116,0.026304,[3 6] ; [15 34],[2.79310345 6.20689655] ; [15.20689655 33.79310345],0
n3,1,0.873382,0.025397,[2 1] ; [13  8],[1.875 1.125] ; [13.125  7.875],0
n2,1,0.873382,0.025397,[2 1] ; [13  8],[1.875 1.125] ; [13.125  7.875],0
r4,1,0.883828,0.021351,[2 7] ; [12 37],[2.17241379 6.82758621] ; [11.82758621 37.17241379],0
n5,1,0.890329,0.019013,[5 4] ; [26 23],[4.81034483 4.18965517] ; [26.18965517 22.81034483],0
s8,1,0.901723,0.015249,[2 7] ; [10 39],[1.86206897 7.13793103] ; [10.13793103 38.86206897],0
d3,1,0.938808,0.005893,[4 5] ; [22 26],[4.10526316 4.89473684] ; [21.89473684 26.10526316],0
b2,1,0.958926,0.002652,[2 4] ; [10 21],[1.94594595 4.05405405] ; [10.05405405 20.94594595],0
b3,1,0.958926,0.002652,[2 4] ; [10 21],[1.94594595 4.05405405] ; [10.05405405 20.94594595],0
