Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,96.033576,[ 56 134] ; [283 109],[110.67010309  79.32989691] ; [228.32989691 163.67010309],1
p6,1,0.0,63.068342,[ 36 155] ; [210 183],[ 80.45547945 110.54452055] ; [165.54452055 227.45547945],1
p4,1,0.0,40.637424,[95 96] ; [299  94],[128.85958904  62.14041096] ; [265.14041096 127.85958904],1
p3,1,0.0,36.385843,[ 73 118] ; [254 139],[106.94691781  84.05308219] ; [220.05308219 172.94691781],1
p2,1,0.0,29.453783,[145  46] ; [362  31],[165.81678082  25.18321918] ; [341.18321918  51.81678082],1
s5,1,8e-06,19.843396,[ 42 138] ; [164 220],[ 65.74468085 114.25531915] ; [140.25531915 243.74468085],1
v1,1,0.000321,12.944255,[90 92] ; [252 134],[109.58450704  72.41549296] ; [232.41549296 153.58450704],1
r1,1,0.000332,12.880315,[136  55] ; [329  63],[152.34133791  38.65866209] ; [312.65866209  79.34133791],1
v2,1,0.000842,11.146014,[88 93] ; [243 140],[106.2251773  74.7748227] ; [224.7748227 158.2251773],1
s8,1,0.001163,10.548264,[ 75 115] ; [211 181],[93.36769759 96.63230241] ; [192.63230241 199.36769759],0
d5,1,0.00179,9.753686,[143  48] ; [335  57],[156.60034305  34.39965695] ; [321.39965695  70.60034305],0
v3,1,0.00188,9.663228,[ 62 119] ; [184 198],[ 79.08703375 101.91296625] ; [166.91296625 215.08703375],0
s7,1,0.002228,9.351613,[ 83 100] ; [221 153],[99.87791741 83.12208259] ; [204.12208259 169.87791741],0
p5,1,0.002352,9.252201,[ 16 173] ; [ 71 322],[ 28.25257732 160.74742268] ; [ 58.74742268 334.25257732],0
r4,1,0.002805,8.930204,[164  27] ; [369  26],[173.72525597  17.27474403] ; [359.27474403  35.72525597],0
r3,1,0.002869,8.889028,[175  15] ; [382  10],[181.83848797   8.16151203] ; [375.16151203  16.83848797],0
p10,1,0.004013,8.278107,[168  23] ; [372  21],[176.60958904  14.39041096] ; [363.39041096  29.60958904],0
p11,1,0.004351,8.131058,[150  41] ; [346  49],[161.66552901  29.33447099] ; [334.33447099  60.66552901],0
s6,1,0.014785,5.941932,[121  68] ; [283 100],[133.48951049  55.51048951] ; [270.51048951 112.48951049],0
b5,1,0.026637,4.914209,[128  63] ; [227 168],[115.70819113  75.29180887] ; [239.29180887 155.70819113],0
a8,1,0.033403,4.524989,[ 20 157] ; [ 66 291],[ 28.50561798 148.49438202] ; [ 57.49438202 299.50561798],0
s3,1,0.048746,3.884064,[99 89] ; [239 151],[109.93771626  78.06228374] ; [228.06228374 161.93771626],0
b4,1,0.055025,3.681326,[119  72] ; [213 182],[108.2116041  82.7883959] ; [223.7883959 171.2116041],0
a3,1,0.055812,3.657659,[132  58] ; [302  91],[141.44082333  48.55917667] ; [292.55917667 100.44082333],0
