Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,96.033576,[ 56 134] ; [283 109],[110.67010309  79.32989691] ; [228.32989691 163.67010309],1
s2,1,0.058298,3.585147,[92 97] ; [223 168],[102.64655172  86.35344828] ; [212.35344828 178.64655172],0
s1,1,0.068182,3.326254,[  9 179] ; [  8 382],[  5.52941176 182.47058824] ; [ 11.47058824 378.52941176],0
d3,1,0.086914,2.930616,[120  71] ; [274 118],[129.0806175  61.9193825] ; [264.9193825 127.0806175],0
a2,1,0.100841,2.692198,[ 42 149] ; [112 283],[ 50.19453925 140.80546075] ; [103.80546075 291.19453925],0
d1,1,0.102919,2.659713,[106  85] ; [247 148],[115.05631399  75.94368601] ; [237.94368601 157.05631399],0
r2,1,0.111295,2.53573,[175  15] ; [371  18],[179.17098446  10.82901554] ; [366.82901554  22.17098446],0
d4,1,0.113383,2.506421,[149  42] ; [327  65],[155.94511149  35.05488851] ; [320.05488851  71.94511149],0
v4,1,0.136612,2.215709,[179  12] ; [378  14],[182.48198971   8.51801029] ; [374.51801029  17.48198971],0
n4,1,0.180113,1.79669,[165  26] ; [355  39],[169.77777778  21.22222222] ; [350.22222222  43.77777778],0
u1,1,0.198852,1.650785,[ 32 159] ; [ 84 311],[ 37.80887372 153.19112628] ; [ 78.19112628 316.80887372],0
s4,1,0.22568,1.467882,[ 26 163] ; [ 69 320],[ 31.06401384 157.93598616] ; [ 63.93598616 325.06401384],0
n1,1,0.291266,1.11376,[28 28] ; [25 37],[25.15254237 30.84745763] ; [27.84745763 34.15254237],0
a6,1,0.306139,1.047259,[126  65] ; [275 117],[131.37392796  59.62607204] ; [269.62607204 122.37392796],0
a1,1,0.319022,0.99295,[  7 184] ; [ 22 373],[  9.45221843 181.54778157] ; [ 19.54778157 375.45221843],0
b2,1,0.341533,0.904668,[39 67] ; [108 148],[43.0441989 62.9558011] ; [103.9558011 152.0441989],0
b3,1,0.341533,0.904668,[39 67] ; [108 148],[43.0441989 62.9558011] ; [103.9558011 152.0441989],0
a5,1,0.365432,0.81914,[142  49] ; [307  88],[146.34641638  44.65358362] ; [302.65358362  92.34641638],0
n2,1,0.435842,0.607206,[44 12] ; [53 10],[45.64705882 10.35294118] ; [51.35294118 11.64705882],0
u2,1,0.458587,0.54934,[30 29] ; [53 40],[32.21710526 26.78289474] ; [50.78289474 42.21710526],0
a7,1,0.58223,0.302644,[132  59] ; [281 113],[134.84273504  56.15726496] ; [278.15726496 115.84273504],0
b1,1,0.585099,0.298063,[ 70 121] ; [154 241],[ 73.01023891 117.98976109] ; [150.98976109 244.01023891],0
p1,1,0.638732,0.220404,[ 17 174] ; [ 40 355],[ 18.57849829 172.42150171] ; [ 38.42150171 356.57849829],0
a4,1,0.671834,0.179465,[ 90 100] ; [194 200],[92.39726027 97.60273973] ; [191.60273973 202.39726027],0
p12,1,0.674123,0.176817,[ 21 169] ; [ 39 354],[ 19.55403087 170.44596913] ; [ 40.44596913 352.55403087],0
u4,1,0.81345,0.055685,[  6 185] ; [ 11 383],[  5.55042735 185.44957265] ; [ 11.44957265 382.55042735],0
d2,1,0.882402,0.021882,[96 94] ; [196 197],[95.16295026 94.83704974] ; [196.83704974 196.16295026],0
n3,1,0.919977,0.010093,[42 14] ; [46 16],[41.76271186 14.23728814] ; [46.23728814 15.76271186],0
u3,1,0.942142,0.005268,[32 27] ; [51 42],[32.21710526 26.78289474] ; [50.78289474 42.21710526],0
n6,1,0.986848,0.000272,[173  17] ; [358  35],[173.05317324  16.94682676] ; [357.94682676  35.05317324],0
