Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,66.473781,[91  2] ; [14 26],[73.42105263 19.57894737] ; [31.57894737  8.42105263],1
n4,1,0.203138,1.619667,[67 26] ; [25 16],[63.85074627 29.14925373] ; [28.14925373 12.85074627],0
a3,1,0.228228,1.451871,[44 48] ; [15 26],[40.81203008 51.18796992] ; [18.18796992 22.81203008],0
p6,1,0.27073,1.213045,[26 65] ; [ 8 33],[23.43939394 67.56060606] ; [10.56060606 30.43939394],0
p12,1,0.317642,0.998633,[ 6 86] ; [ 1 41],[ 4.80597015 87.19402985] ; [ 2.19402985 39.80597015],0
a8,1,0.320751,0.98588,[ 9 76] ; [ 2 37],[ 7.54032258 77.45967742] ; [ 3.45967742 35.54032258],0
s7,1,0.400987,0.705364,[19 68] ; [ 6 33],[17.26190476 69.73809524] ; [ 7.73809524 31.26190476],0
d2,1,0.457096,0.552995,[17 76] ; [10 32],[18.6 74.4] ; [ 8.4 33.6],0
a2,1,0.551018,0.355497,[ 7 86] ; [ 2 40],[ 6.2 86.8] ; [ 2.8 39.2],0
u1,1,0.561011,0.337956,[ 1 92] ; [ 1 41],[ 1.37777778 91.62222222] ; [ 0.62222222 41.37777778],0
s5,1,0.5617,0.336769,[14 75] ; [ 5 37],[12.90839695 76.09160305] ; [ 6.09160305 35.90839695],0
a4,1,0.569076,0.324232,[19 72] ; [ 7 35],[17.78947368 73.21052632] ; [ 8.21052632 33.78947368],0
s2,1,0.600904,0.273635,[21 70] ; [ 8 34],[19.84210526 71.15789474] ; [ 9.15789474 32.84210526],0
s1,1,0.696222,0.152432,[ 5 85] ; [ 3 38],[ 5.49618321 84.50381679] ; [ 2.50381679 38.49618321],0
d1,1,0.788693,0.071829,[ 3 90] ; [ 1 41],[ 2.75555556 90.24444444] ; [ 1.24444444 40.75555556],0
s4,1,0.81657,0.053805,[16 76] ; [ 8 34],[16.47761194 75.52238806] ; [ 7.52238806 34.47761194],0
n1,1,0.832988,0.044466,[ 7 15] ; [ 8 15],[ 7.33333333 14.66666667] ; [ 7.66666667 15.33333333],0
b4,1,0.84277,0.039344,[47 46] ; [22 20],[47.53333333 45.46666667] ; [21.46666667 20.53333333],0
u2,1,0.881304,0.022295,[19 30] ; [10 17],[18.69736842 30.30263158] ; [10.30263158 16.69736842],0
d3,1,0.892246,0.01835,[28 64] ; [12 29],[27.66917293 64.33082707] ; [12.33082707 28.66917293],0
p1,1,0.90964,0.01288,[12 81] ; [ 5 36],[11.79850746 81.20149254] ; [ 5.20149254 35.79850746],0
n5,1,0.967049,0.001706,[67 25] ; [30 11],[67.09774436 24.90225564] ; [29.90225564 11.09774436],0
