Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,66.473781,[91  2] ; [14 26],[73.42105263 19.57894737] ; [31.57894737  8.42105263],1
r1,1,0.0,42.615939,[70 23] ; [ 6 35],[52.74626866 40.25373134] ; [23.25373134 17.74626866],1
v4,1,0.0,39.773199,[90  2] ; [22 18],[78.06060606 13.93939394] ; [33.93939394  6.06060606],1
r2,1,1e-06,24.377747,[88  5] ; [25 16],[78.42537313 14.57462687] ; [34.57462687  6.42537313],1
p11,1,2.8e-05,17.578684,[72 21] ; [17 25],[61.31111111 31.68888889] ; [27.68888889 14.31111111],1
n6,1,3.3e-05,17.261307,[76 17] ; [19 22],[65.93283582 27.06716418] ; [29.06716418 11.93283582],1
p3,1,0.000146,14.421345,[42 50] ; [ 5 37],[32.26865672 59.73134328] ; [14.73134328 27.26865672],1
a7,1,0.000867,11.093062,[60 32] ; [14 27],[51.18796992 40.81203008] ; [22.81203008 18.18796992],1
n2,1,0.001805,9.738347,[20  2] ; [11 12],[15.15555556  6.84444444] ; [15.84444444  7.15555556],0
v3,1,0.001871,9.671607,[33 57] ; [ 4 36],[25.61538462 64.38461538] ; [11.38461538 28.61538462],0
p10,1,0.001915,9.62963,[62 28] ; [16 24],[54. 36.] ; [24. 16.],0
n3,1,0.003053,8.775707,[20  1] ; [13 10],[15.75  5.25] ; [17.25  5.75],0
p9,1,0.003731,8.410464,[67 24] ; [19 21],[59.74045802 31.25954198] ; [26.25954198 13.74045802],0
a1,1,0.004704,7.989899,[ 1 92] ; [ 5 37],[ 4.13333333 88.86666667] ; [ 1.86666667 40.13333333],0
s6,1,0.005542,7.693495,[42 48] ; [ 9 33],[34.77272727 55.22727273] ; [16.22727273 25.77272727],0
b1,1,0.006289,7.465438,[30 63] ; [24 18],[37.2 55.8] ; [16.8 25.2],0
b3,1,0.013991,6.039302,[ 8 43] ; [10 14],[12.24 38.76] ; [ 5.76 18.24],0
b2,1,0.013991,6.039302,[ 8 43] ; [10 14],[12.24 38.76] ; [ 5.76 18.24],0
p4,1,0.015379,5.872521,[45 48] ; [11 31],[38.57777778 54.42222222] ; [17.42222222 24.57777778],0
v2,1,0.016574,5.740917,[36 50] ; [ 8 32],[30.03174603 55.96825397] ; [13.96825397 26.03174603],0
v1,1,0.021702,5.269485,[41 51] ; [10 32],[35.01492537 56.98507463] ; [15.98507463 26.01492537],0
s3,1,0.024895,5.031193,[38 52] ; [ 9 32],[32.29007634 57.70992366] ; [14.70992366 26.29007634],0
p2,1,0.051781,3.782836,[68 25] ; [23 18],[63.15671642 29.84328358] ; [27.84328358 13.15671642],0
u3,1,0.072873,3.217098,[23 26] ; [ 7 20],[19.34210526 29.65789474] ; [10.65789474 16.34210526],0
p7,1,0.074495,3.181095,[49 41] ; [15 25],[44.30769231 45.69230769] ; [19.69230769 20.30769231],0
b5,1,0.081728,3.030198,[57 36] ; [19 23],[52.35555556 40.64444444] ; [23.64444444 18.35555556],0
d5,1,0.085653,2.954233,[43 49] ; [13 29],[38.44776119 53.55223881] ; [17.55223881 24.44776119],0
a5,1,0.086496,2.938405,[48 45] ; [15 27],[43.4 49.6] ; [19.6 22.4],0
a6,1,0.104964,2.628456,[56 37] ; [19 23],[51.66666667 41.33333333] ; [23.33333333 18.66666667],0
p8,1,0.107683,2.587896,[42 48] ; [13 28],[37.78625954 52.21374046] ; [17.21374046 23.78625954],0
p5,1,0.146175,2.111718,[ 9 83] ; [ 1 39],[ 6.96969697 85.03030303] ; [ 3.03030303 36.96969697],0
