Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.00106,10.720363,[13 28] ; [29 14],[20.5 20.5] ; [21.5 21.5],0
d3,1,0.001909,9.634669,[11 30] ; [26 17],[18.05952381 22.94047619] ; [18.94047619 24.05952381],0
a2,1,0.002447,9.179807,[ 1 40] ; [11 32],[ 5.85714286 35.14285714] ; [ 6.14285714 36.85714286],0
d4,1,0.019447,5.460822,[25 16] ; [36  7],[29.77380952 11.22619048] ; [31.22619048 11.77380952],0
u2,1,0.047527,3.926617,[ 6 14] ; [9 5],[ 8.82352941 11.17647059] ; [6.17647059 7.82352941],0
u1,1,0.056314,3.642758,[ 1 40] ; [ 6 37],[ 3.41666667 37.58333333] ; [ 3.58333333 39.41666667],0
a3,1,0.060491,3.523877,[20 21] ; [29 13],[24.20481928 16.79518072] ; [24.79518072 17.20481928],0
d1,1,0.070621,3.26852,[13 28] ; [22 21],[17.08333333 23.91666667] ; [17.91666667 25.08333333],0
d5,1,0.08009,3.063064,[22 19] ; [31 12],[25.86904762 15.13095238] ; [27.13095238 15.86904762],0
p10,1,0.087373,2.922123,[ 4 37] ; [10 32],[ 6.91566265 34.08433735] ; [ 7.08433735 34.91566265],0
a8,1,0.095762,2.774744,[ 1 39] ; [ 5 36],[ 2.96296296 37.03703704] ; [ 3.03703704 37.96296296],0
b5,1,0.123536,2.371907,[16 25] ; [24 19],[19.52380952 21.47619048] ; [20.47619048 22.52380952],0
r1,1,0.128589,2.309459,[22 19] ; [30 13],[25.38095238 15.61904762] ; [26.61904762 16.38095238],0
u3,1,0.128822,2.306645,[ 8 13] ; [9 5],[10.2 10.8] ; [6.8 7.2],0
d2,1,0.154446,2.027781,[17 23] ; [25 18],[20.24096386 19.75903614] ; [21.75903614 21.24096386],0
s2,1,0.165667,1.921724,[13 28] ; [ 8 35],[10.25 30.75] ; [10.75 32.25],0
v4,1,0.191463,1.706326,[24 17] ; [31 12],[26.8452381 14.1547619] ; [28.1547619 14.8452381],0
p8,1,0.221698,1.493345,[ 9 32] ; [ 5 37],[ 6.91566265 34.08433735] ; [ 7.08433735 34.91566265],0
v2,1,0.261079,1.263028,[12 28] ; [18 25],[14.45783133 25.54216867] ; [15.54216867 27.45783133],0
a4,1,0.274404,1.194598,[13 27] ; [19 24],[15.42168675 24.57831325] ; [16.57831325 26.42168675],0
r3,1,0.279951,1.167328,[25 16] ; [31 12],[27.33333333 13.66666667] ; [28.66666667 14.33333333],0
a1,1,0.325614,0.966262,[ 3 38] ; [ 6 37],[ 4.39285714 36.60714286] ; [ 4.60714286 38.39285714],0
s6,1,0.392852,0.730096,[14 26] ; [19 24],[15.90361446 24.09638554] ; [17.09638554 25.90361446],0
a5,1,0.393548,0.727952,[21 20] ; [26 17],[22.94047619 18.05952381] ; [24.05952381 18.94047619],0
r4,1,0.393548,0.727952,[21 20] ; [26 17],[22.94047619 18.05952381] ; [24.05952381 18.94047619],0
b4,1,0.396099,0.720136,[22 19] ; [27 16],[23.91666667 17.08333333] ; [25.08333333 17.91666667],0
s5,1,0.462306,0.540305,[ 8 32] ; [ 6 37],[ 6.74698795 33.25301205] ; [ 7.25301205 35.74698795],0
s3,1,0.484102,0.489609,[15 25] ; [13 30],[13.4939759 26.5060241] ; [14.5060241 28.4939759],0
p6,1,0.501629,0.451488,[ 3 37] ; [ 5 37],[ 3.90243902 36.09756098] ; [ 4.09756098 37.90243902],0
p3,1,0.565155,0.330857,[11 30] ; [ 9 33],[ 9.87951807 31.12048193] ; [10.12048193 31.87951807],0
n2,1,0.63007,0.231966,[9 8] ; [ 9 11],[8.27027027 8.72972973] ; [ 9.72972973 10.27027027],0
s8,1,0.650742,0.204965,[ 6 34] ; [ 5 38],[ 5.30120482 34.69879518] ; [ 5.69879518 37.30120482],0
s4,1,0.668301,0.183596,[ 5 36] ; [ 4 39],[ 4.39285714 36.60714286] ; [ 4.60714286 38.39285714],0
v3,1,0.668929,0.182857,[11 28] ; [14 29],[11.8902439 27.1097561] ; [13.1097561 29.8902439],0
n1,1,0.677726,0.172697,[7 9] ; [ 7 12],[6.4 9.6] ; [ 7.6 11.4],0
n5,1,0.67923,0.170994,[22 19] ; [25 18],[22.94047619 18.05952381] ; [24.05952381 18.94047619],0
n4,1,0.684848,0.164719,[23 18] ; [26 17],[23.91666667 17.08333333] ; [25.08333333 17.91666667],0
b1,1,0.684848,0.164719,[23 18] ; [26 17],[23.91666667 17.08333333] ; [25.08333333 17.91666667],0
p11,1,0.697977,0.150585,[15 26] ; [14 29],[14.1547619 26.8452381] ; [14.8452381 28.1547619],0
p4,1,0.701617,0.146796,[10 30] ; [ 9 33],[ 9.26829268 30.73170732] ; [ 9.73170732 32.26829268],0
v1,1,0.705377,0.142938,[11 30] ; [10 33],[10.25 30.75] ; [10.75 32.25],0
r2,1,0.73368,0.11576,[32  7] ; [34  9],[31.3902439  7.6097561] ; [34.6097561  8.3902439],0
p1,1,0.742103,0.108286,[ 3 38] ; [ 4 39],[ 3.41666667 37.58333333] ; [ 3.58333333 39.41666667],0
n3,1,0.797004,0.066165,[6 8] ; [ 9 10],[6.36363636 7.63636364] ; [ 8.63636364 10.36363636],0
b2,1,0.854185,0.033776,[10 17] ; [ 9 17],[ 9.67924528 17.32075472] ; [ 9.32075472 16.67924528],0
b3,1,0.854185,0.033776,[10 17] ; [ 9 17],[ 9.67924528 17.32075472] ; [ 9.32075472 16.67924528],0
s7,1,0.877011,0.023951,[ 8 30] ; [ 9 31],[ 8.28205128 29.71794872] ; [ 8.71794872 31.28205128],0
p7,1,0.893577,0.017897,[11 29] ; [11 31],[10.73170732 29.26829268] ; [11.26829268 30.73170732],0
n6,1,0.927143,0.008361,[24 17] ; [25 17],[24.20481928 16.79518072] ; [24.79518072 17.20481928],0
s1,1,0.928993,0.007941,[ 6 35] ; [ 6 37],[ 5.85714286 35.14285714] ; [ 6.14285714 36.85714286],0
p5,1,0.980294,0.00061,[ 2 39] ; [ 2 40],[ 1.97590361 39.02409639] ; [ 2.02409639 39.97590361],0
