Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,165.534134,[  6 105] ; [375 151],[66.39089482 44.60910518] ; [314.60910518 211.39089482],1
p8,1,0.042163,4.128632,[52 55] ; [307 211],[61.4608 45.5392] ; [297.5392 220.4608],0
s1,1,0.042385,4.119758,[  6 101] ; [ 11 510],[  2.89649682 104.10350318] ; [ 14.10350318 506.89649682],0
v3,1,0.049741,3.850184,[36 72] ; [221 286],[45.13170732 62.86829268] ; [211.86829268 295.13170732],0
a6,1,0.051526,3.791086,[68 43] ; [371 154],[76.61792453 34.38207547] ; [362.38207547 162.61792453],0
p10,1,0.053559,3.726405,[89 19] ; [464  57],[94.95071542 13.04928458] ; [458.04928458  62.95071542],0
n3,1,0.058377,3.582903,[25  3] ; [69 27],[21.22580645  6.77419355] ; [72.77419355 23.22580645],0
a8,1,0.069737,3.289189,[ 9 93] ; [ 76 405],[14.87135506 87.12864494] ; [ 70.12864494 410.87135506],0
p6,1,0.07692,3.128814,[34 75] ; [209 310],[42.17675159 66.82324841] ; [200.82324841 318.17675159],0
s6,1,0.08643,2.939649,[65 42] ; [356 158],[72.5394525 34.4605475] ; [348.4605475 165.5394525],0
a1,1,0.098653,2.727183,[  2 109] ; [ 29 497],[  5.40188383 105.59811617] ; [ 25.59811617 500.40188383],0
p1,1,0.125396,2.348591,[14 95] ; [ 43 480],[ 9.8306962 99.1693038] ; [ 47.1693038 475.8306962],0
s3,1,0.130761,2.283444,[52 54] ; [295 222],[59.04012841 46.95987159] ; [287.95987159 229.04012841],0
n4,1,0.134779,2.236576,[86 25] ; [438  87],[91.45283019 19.54716981] ; [432.54716981  92.45283019],0
r2,1,0.16525,1.92551,[102   9] ; [493  25],[105.   6.] ; [490.  28.],0
n2,1,0.233459,1.41966,[23  5] ; [68 28],[20.5483871  7.4516129] ; [70.4516129 25.5483871],0
n1,1,0.239093,1.385935,[12 16] ; [30 67],[ 9.408 18.592] ; [32.592 64.408],0
s4,1,0.306,1.047863,[21 88] ; [ 79 437],[17.44 91.56] ; [ 82.56 433.44],0
p3,1,0.438366,0.600555,[54 55] ; [282 244],[57.67559055 51.32440945] ; [278.32440945 247.67559055],0
b1,1,0.514329,0.425251,[34 77] ; [178 348],[36.94191523 74.05808477] ; [175.05808477 350.94191523],0
b4,1,0.584484,0.299041,[64 47] ; [318 208],[66.56514914 44.43485086] ; [315.43485086 210.56514914],0
p12,1,0.821909,0.050666,[ 10 100] ; [ 51 470],[10.63391442 99.36608558] ; [ 50.36608558 470.63391442],0
p5,1,0.833132,0.044389,[14 95] ; [ 71 451],[14.68304279 94.31695721] ; [ 70.31695721 451.68304279],0
b5,1,0.869597,0.026952,[63 48] ; [303 223],[63.77708006 47.22291994] ; [302.22291994 223.77708006],0
v4,1,0.872953,0.025571,[105   5] ; [501  22],[105.30805687   4.69194313] ; [500.69194313  22.30805687],0
n5,1,0.889494,0.019306,[90 21] ; [427  96],[90.51577287 20.48422713] ; [426.48422713  96.51577287],0
