Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,7e-06,20.255073,[ 8 55] ; [31 31],[19.656 43.344] ; [19.344 42.656],1
p10,1,0.000239,13.494657,[39 24] ; [55  6],[47.75806452 15.24193548] ; [46.24193548 14.75806452],1
p8,1,0.000296,13.093348,[12 51] ; [30 30],[21.51219512 41.48780488] ; [20.48780488 39.51219512],1
p2,1,0.000699,11.492736,[34 29] ; [51 11],[42.84 20.16] ; [42.16 19.84],1
r4,1,0.003868,8.344915,[47 16] ; [58  4],[52.92 10.08] ; [52.08  9.92],0
n6,1,0.007329,7.19048,[45 18] ; [56  6],[50.904 12.096] ; [50.096 11.904],0
s7,1,0.021578,5.279462,[22 37] ; [35 25],[28.2605042 30.7394958] ; [28.7394958 31.2605042],0
v2,1,0.025401,4.996337,[40 22] ; [51 11],[45.5 16.5] ; [45.5 16.5],0
b4,1,0.035668,4.412904,[45 18] ; [33 29],[39.312 23.688] ; [38.688 23.312],0
p11,1,0.045819,3.988223,[42 21] ; [51 11],[46.872 16.128] ; [46.128 15.872],0
p9,1,0.055775,3.658778,[44 18] ; [52  9],[48.3902439 13.6097561] ; [47.6097561 13.3902439],0
v4,1,0.088147,2.907895,[56  7] ; [60  2],[58.464  4.536] ; [57.536  4.464],0
d4,1,0.105819,2.615583,[47 15] ; [54  8],[50.5 11.5] ; [50.5 11.5],0
a1,1,0.12093,2.405232,[ 8 55] ; [ 3 59],[ 5.544 57.456] ; [ 5.456 56.544],0
p6,1,0.123958,2.366581,[ 8 55] ; [14 46],[11.26829268 51.73170732] ; [10.73170732 49.26829268],0
v1,1,0.125958,2.341627,[28 33] ; [37 25],[32.23577236 28.76422764] ; [32.76422764 29.23577236],0
s8,1,0.128634,2.308918,[24 39] ; [32 30],[28.224 34.776] ; [27.776 34.224],0
s5,1,0.138938,2.189679,[10 50] ; [17 44],[13.38842975 46.61157025] ; [13.61157025 47.38842975],0
r1,1,0.161969,1.955749,[44 19] ; [50 12],[47.376 15.624] ; [46.624 15.376],0
p5,1,0.176666,1.82545,[ 4 59] ; [ 1 61],[ 2.52 60.48] ; [ 2.48 59.52],0
d3,1,0.215964,1.530987,[37 26] ; [43 19],[40.32 22.68] ; [39.68 22.32],0
u1,1,0.243508,1.360169,[ 5 58] ; [ 9 53],[ 7.056 55.944] ; [ 6.944 55.056],0
n5,1,0.26803,1.226803,[41 22] ; [46 16],[43.848 19.152] ; [43.152 18.848],0
n3,1,0.273082,1.201198,[11  5] ; [12  2],[12.26666667  3.73333333] ; [10.73333333  3.26666667],0
a6,1,0.284841,1.143848,[43 20] ; [36 25],[40.13709677 22.86290323] ; [38.86290323 22.13709677],0
s6,1,0.304495,1.054405,[34 28] ; [39 22],[36.79674797 25.20325203] ; [36.20325203 24.79674797],0
r2,1,0.317231,1.000328,[60  3] ; [61  1],[60.984  2.016] ; [60.016  1.984],0
a7,1,0.326424,0.963032,[46 16] ; [41 21],[43.5 18.5] ; [43.5 18.5],0
s2,1,0.327169,0.96007,[26 37] ; [31 31],[28.728 34.272] ; [28.272 33.728],0
n1,1,0.377822,0.777778,[ 5 11] ; [ 2 10],[ 4. 12.] ; [3. 9.],0
b2,1,0.386971,0.748439,[13 19] ; [12 27],[11.26760563 20.73239437] ; [13.73239437 25.26760563],0
b3,1,0.386971,0.748439,[13 19] ; [12 27],[11.26760563 20.73239437] ; [13.73239437 25.26760563],0
a8,1,0.387213,0.747677,[ 7 52] ; [10 47],[ 8.64655172 50.35344828] ; [ 8.35344828 48.64655172],0
u3,1,0.394948,0.723653,[10  7] ; [ 8 10],[8.74285714 8.25714286] ; [9.25714286 8.74285714],0
d1,1,0.419442,0.651878,[30 33] ; [34 28],[32.256 30.744] ; [31.744 30.256],0
p12,1,0.425683,0.634574,[ 4 59] ; [ 2 59],[ 3.0483871 59.9516129] ; [ 2.9516129 58.0483871],0
d5,1,0.442879,0.588812,[45 18] ; [48 14],[46.872 16.128] ; [46.128 15.872],0
s1,1,0.464476,0.535088,[ 5 56] ; [ 3 58],[ 4. 57.] ; [ 4. 57.],0
s3,1,0.472498,0.516129,[29 33] ; [33 29],[31. 31.] ; [31. 31.],0
a2,1,0.515669,0.422547,[13 50] ; [10 52],[11.592 51.408] ; [11.408 50.592],0
b1,1,0.531237,0.392025,[21 42] ; [24 38],[22.68 40.32] ; [22.32 39.68],0
p1,1,0.563194,0.334204,[ 7 56] ; [ 5 57],[ 6.048 56.952] ; [ 5.952 56.048],0
s4,1,0.584916,0.298353,[ 8 55] ; [10 52],[ 9.072 53.928] ; [ 8.928 53.072],0
a4,1,0.65971,0.193876,[27 36] ; [29 33],[28.224 34.776] ; [27.776 34.224],0
n2,1,0.697418,0.151172,[12  5] ; [10  3],[12.46666667  4.53333333] ; [9.53333333 3.46666667],0
d2,1,0.717174,0.131217,[26 36] ; [28 34],[27. 35.] ; [27. 35.],0
u2,1,0.729797,0.119298,[10  7] ; [9 8],[9.5 7.5] ; [9.5 7.5],0
b5,1,0.799424,0.064563,[40 23] ; [38 24],[39.312 23.688] ; [38.688 23.312],0
a3,1,0.912087,0.01219,[46 17] ; [44 17],[45.72580645 17.27419355] ; [44.27419355 16.72580645],0
a5,1,0.952861,0.003494,[44 19] ; [43 19],[43.848 19.152] ; [43.152 18.848],0
n4,1,0.959912,0.002526,[48 15] ; [47 15],[47.88 15.12] ; [47.12 14.88],0
