Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.012399,6.252892,[3 3] ; [35  4],[5.06666667 0.93333333] ; [32.93333333  6.06666667],0
s5,1,0.022946,5.17259,[1 5] ; [25 13],[3.54545455 2.45454545] ; [22.45454545 15.54545455],0
p11,1,0.025057,5.019969,[2 4] ; [31  9],[4.30434783 1.69565217] ; [28.69565217 11.30434783],0
s7,1,0.036636,4.367246,[1 3] ; [30 10],[2.81818182 1.18181818] ; [28.18181818 11.81818182],0
v2,1,0.038603,4.278274,[2 4] ; [30 10],[4.17391304 1.82608696] ; [27.82608696 12.17391304],0
a7,1,0.078667,3.092222,[2 4] ; [28 12],[3.91304348 2.08695652] ; [26.08695652 13.91304348],0
n5,1,0.078667,3.092222,[2 4] ; [28 12],[3.91304348 2.08695652] ; [26.08695652 13.91304348],0
b1,1,0.078667,3.092222,[4 2] ; [12 28],[2.08695652 3.91304348] ; [13.91304348 26.08695652],0
r4,1,0.112567,2.517803,[5 1] ; [39  1],[5.73913043 0.26086957] ; [38.26086957  1.73913043],0
r3,1,0.112567,2.517803,[5 1] ; [39  1],[5.73913043 0.26086957] ; [38.26086957  1.73913043],0
s1,1,0.112567,2.517803,[1 5] ; [ 1 39],[0.26086957 5.73913043] ; [ 1.73913043 38.26086957],0
s6,1,0.130319,2.288704,[4 2] ; [34  4],[5.18181818 0.81818182] ; [32.81818182  5.18181818],0
p10,1,0.185226,1.755189,[4 2] ; [35  5],[5.08695652 0.91304348] ; [33.91304348  6.08695652],0
a5,1,0.204718,1.608392,[3 3] ; [30 10],[4.30434783 1.69565217] ; [28.69565217 11.30434783],0
p3,1,0.226638,1.461839,[5 1] ; [23 17],[3.65217391 2.34782609] ; [24.34782609 15.65217391],0
b5,1,0.267772,1.228127,[2 4] ; [23 17],[3.26086957 2.73913043] ; [21.73913043 18.26086957],0
a3,1,0.26924,1.220614,[4 2] ; [34  6],[4.95652174 1.04347826] ; [33.04347826  6.95652174],0
d5,1,0.26924,1.220614,[4 2] ; [34  6],[4.95652174 1.04347826] ; [33.04347826  6.95652174],0
n1,1,0.287495,1.131313,[1 1] ; [ 2 10],[0.42857143 1.57142857] ; [2.57142857 9.42857143],0
n4,1,0.431872,0.617783,[5 1] ; [27 13],[4.17391304 1.82608696] ; [27.82608696 12.17391304],0
d3,1,0.460292,0.545185,[4 2] ; [32  8],[4.69565217 1.30434783] ; [31.30434783  8.69565217],0
n2,1,0.468717,0.525,[1 1] ; [9 3],[1.42857143 0.57142857] ; [8.57142857 3.42857143],0
d2,1,0.515925,0.422032,[4 2] ; [21 19],[3.26086957 2.73913043] ; [21.73913043 18.26086957],0
b4,1,0.558527,0.342262,[3 3] ; [25 15],[3.65217391 2.34782609] ; [24.34782609 15.65217391],0
a4,1,0.590879,0.288974,[2 4] ; [18 22],[2.60869565 3.39130435] ; [17.39130435 22.60869565],0
p6,1,0.591208,0.288462,[3 3] ; [15 24],[2.4 3.6] ; [15.6 23.4],0
s3,1,0.633938,0.226759,[5 1] ; [29 10],[4.53333333 1.46666667] ; [29.46666667  9.53333333],0
p4,1,0.642718,0.215205,[3 3] ; [24 16],[3.52173913 2.47826087] ; [23.47826087 16.52173913],0
s8,1,0.642718,0.215205,[3 3] ; [24 16],[3.52173913 2.47826087] ; [23.47826087 16.52173913],0
a2,1,0.655421,0.199134,[1 5] ; [10 30],[1.43478261 4.56521739] ; [ 9.56521739 30.43478261],0
u1,1,0.655421,0.199134,[1 5] ; [10 30],[1.43478261 4.56521739] ; [ 9.56521739 30.43478261],0
p7,1,0.691615,0.157343,[4 2] ; [29 10],[4.4 1.6] ; [28.6 10.4],0
p8,1,0.768625,0.086538,[3 3] ; [22 17],[3.33333333 2.66666667] ; [21.66666667 17.33333333],0
p5,1,0.777486,0.079861,[1 5] ; [ 5 35],[0.7826087 5.2173913] ; [ 5.2173913 34.7826087],0
d4,1,0.777486,0.079861,[5 1] ; [35  5],[5.2173913 0.7826087] ; [34.7826087  5.2173913],0
s2,1,0.796401,0.066568,[4 2] ; [28 11],[4.26666667 1.73333333] ; [27.73333333 11.26666667],0
v1,1,0.818648,0.052571,[3 3] ; [22 18],[3.26086957 2.73913043] ; [21.73913043 18.26086957],0
a6,1,0.843691,0.038878,[4 2] ; [25 15],[3.7826087 2.2173913] ; [25.2173913 14.7826087],0
p2,1,0.847798,0.036837,[5 1] ; [32  8],[4.82608696 1.17391304] ; [32.17391304  7.82608696],0
r1,1,0.847798,0.036837,[5 1] ; [32  8],[4.82608696 1.17391304] ; [32.17391304  7.82608696],0
b2,1,0.924899,0.008886,[1 3] ; [ 6 16],[1.07692308 2.92307692] ; [ 5.92307692 16.07692308],0
b3,1,0.924899,0.008886,[1 3] ; [ 6 16],[1.07692308 2.92307692] ; [ 5.92307692 16.07692308],0
d1,1,0.967611,0.001649,[4 2] ; [27 13],[4.04347826 1.95652174] ; [26.95652174 13.04347826],0
