Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.010093,6.618428,[23  1] ; [9 5],[20.21052632  3.78947368] ; [11.78947368  2.21052632],0
p10,1,0.035703,4.411235,[22  2] ; [9 5],[19.57894737  4.42105263] ; [11.42105263  2.57894737],0
r4,1,0.041209,4.167388,[23  2] ; [10  5],[20.625  4.375] ; [12.375  2.625],0
p9,1,0.042817,4.102597,[20  4] ; [8 7],[17.23076923  6.76923077] ; [10.76923077  4.23076923],0
p4,1,0.076249,3.143092,[15  9] ; [ 5 10],[12.30769231 11.69230769] ; [7.69230769 7.30769231],0
v4,1,0.085263,2.961612,[24  1] ; [11  3],[22.43589744  2.56410256] ; [12.56410256  1.43589744],0
d4,1,0.087629,2.917403,[23  2] ; [10  4],[21.15384615  3.84615385] ; [11.84615385  2.15384615],0
n6,1,0.10247,2.666667,[18  7] ; [14  1],[20.  5.] ; [12.  3.],0
d5,1,0.109454,2.562092,[23  2] ; [11  4],[21.25  3.75] ; [12.75  2.25],0
b2,1,0.125695,2.344877,[10  5] ; [4 7],[8.07692308 6.92307692] ; [5.92307692 5.07692308],0
b3,1,0.125695,2.344877,[10  5] ; [4 7],[8.07692308 6.92307692] ; [5.92307692 5.07692308],0
p3,1,0.170294,1.880357,[15  9] ; [6 9],[12.92307692 11.07692308] ; [8.07692308 6.92307692],0
s8,1,0.191063,1.709402,[10 15] ; [ 3 12],[ 8.125 16.875] ; [ 4.875 10.125],0
a8,1,0.21656,1.527023,[ 1 22] ; [ 2 10],[ 1.97142857 21.02857143] ; [ 1.02857143 10.97142857],0
a4,1,0.220094,1.503759,[10 15] ; [9 6],[11.875 13.125] ; [7.125 7.875],0
v2,1,0.230804,1.435897,[18  7] ; [8 7],[16.25  8.75] ; [9.75 5.25],0
r3,1,0.247538,1.337143,[24  1] ; [12  2],[23.07692308  1.92307692] ; [12.92307692  1.07692308],0
u3,1,0.248213,1.333333,[4 2] ; [2 4],[3. 3.] ; [3. 3.],0
s2,1,0.249325,1.327083,[ 9 15] ; [ 3 12],[ 7.38461538 16.61538462] ; [ 4.61538462 10.38461538],0
p8,1,0.265116,1.241842,[14 10] ; [6 9],[12.30769231 11.69230769] ; [7.69230769 7.30769231],0
b5,1,0.285049,1.142857,[ 9 16] ; [ 3 12],[ 7.5 17.5] ; [ 4.5 10.5],0
a5,1,0.285049,1.142857,[19  6] ; [9 6],[17.5  7.5] ; [10.5  4.5],0
a3,1,0.285049,1.142857,[19  6] ; [9 6],[17.5  7.5] ; [10.5  4.5],0
p6,1,0.342093,0.902571,[10 14] ; [ 4 11],[ 8.61538462 15.38461538] ; [5.38461538 9.61538462],0
n4,1,0.345779,0.888889,[20  5] ; [10  5],[18.75  6.25] ; [11.25  3.75],0
d3,1,0.353614,0.860444,[17  8] ; [8 7],[15.625  9.375] ; [9.375 5.625],0
u2,1,0.376462,0.782222,[4 2] ; [2 3],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
n1,1,0.427355,0.63,[1 1] ; [4 1],[1.42857143 0.57142857] ; [3.57142857 1.42857143],0
b4,1,0.432768,0.615385,[18  7] ; [9 6],[16.875  8.125] ; [10.125  4.875],0
d1,1,0.432768,0.615385,[18  7] ; [9 6],[16.875  8.125] ; [10.125  4.875],0
s7,1,0.482367,0.493506,[ 6 18] ; [5 9],[ 6.94736842 17.05263158] ; [4.05263158 9.94736842],0
v3,1,0.542234,0.371415,[11 13] ; [5 9],[10.10526316 13.89473684] ; [5.89473684 8.10526316],0
p7,1,0.557145,0.344671,[16  8] ; [8 6],[15.15789474  8.84210526] ; [8.84210526 5.15789474],0
a2,1,0.591119,0.2886,[ 5 20] ; [ 2 13],[ 4.375 20.625] ; [ 2.625 12.375],0
d2,1,0.613819,0.254651,[14 11] ; [9 5],[14.74358974 10.25641026] ; [8.25641026 5.74358974],0
r1,1,0.624967,0.238949,[20  5] ; [11  4],[19.375  5.625] ; [11.625  3.375],0
p1,1,0.671735,0.179579,[ 4 21] ; [ 3 11],[ 4.48717949 20.51282051] ; [ 2.51282051 11.48717949],0
b1,1,0.743971,0.106667,[13 12] ; [7 8],[12.5 12.5] ; [7.5 7.5],0
u1,1,0.747203,0.103896,[ 4 21] ; [ 3 12],[ 4.375 20.625] ; [ 2.625 12.375],0
p11,1,0.747203,0.103896,[21  4] ; [12  3],[20.625  4.375] ; [12.375  2.625],0
s3,1,0.783867,0.075231,[ 7 17] ; [ 5 10],[ 7.38461538 16.61538462] ; [ 4.61538462 10.38461538],0
a6,1,0.864079,0.029304,[16  9] ; [10  5],[16.25  8.75] ; [9.75 5.25],0
r2,1,0.876824,0.024024,[23  2] ; [14  1],[23.125  1.875] ; [13.875  1.125],0
n5,1,0.930542,0.007597,[17  8] ; [10  5],[16.875  8.125] ; [10.125  4.875],0
a7,1,0.985764,0.000318,[16  9] ; [9 5],[16.02564103  8.97435897] ; [8.97435897 5.02564103],0
