Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,38.966738,[63  5] ; [ 8 18],[51.36170213 16.63829787] ; [19.63829787  6.36170213],1
p11,1,0.001495,10.084365,[56 12] ; [13 13],[49.91489362 18.08510638] ; [19.08510638  6.91489362],0
r1,1,0.006444,7.42165,[59  9] ; [16 10],[54.25531915 13.74468085] ; [20.74468085  5.25531915],0
p3,1,0.015735,5.832302,[46 22] ; [10 15],[40.94623656 27.05376344] ; [15.05376344  9.94623656],0
s2,1,0.020324,5.383886,[11 57] ; [10 16],[15.19148936 52.80851064] ; [ 5.80851064 20.19148936],0
p7,1,0.02059,5.361176,[50 18] ; [12 13],[45.33333333 22.66666667] ; [16.66666667  8.33333333],0
n6,1,0.033884,4.500538,[63  5] ; [20  6],[60.04255319  7.95744681] ; [22.95744681  3.04255319],0
p10,1,0.037062,4.347555,[60  7] ; [18  7],[56.80434783 10.19565217] ; [21.19565217  3.80434783],0
p8,1,0.042667,4.108559,[40 27] ; [ 9 16],[35.68478261 31.31521739] ; [13.31521739 11.68478261],0
a6,1,0.075501,3.159188,[45 23] ; [12 14],[41.23404255 26.76595745] ; [15.76595745 10.23404255],0
n2,1,0.086828,2.932224,[11  3] ; [5 6],[8.96 5.04] ; [7.04 3.96],0
s4,1,0.08908,2.890919,[10 56] ; [ 8 18],[12.91304348 53.08695652] ; [ 5.08695652 20.91304348],0
v1,1,0.146775,2.105449,[37 30] ; [10 16],[33.86021505 33.13978495] ; [13.13978495 12.86021505],0
v2,1,0.148967,2.082798,[45 23] ; [13 13],[41.95744681 26.04255319] ; [16.04255319  9.95744681],0
a7,1,0.151875,2.053318,[41 26] ; [20  6],[43.94623656 23.05376344] ; [17.05376344  8.94623656],0
a5,1,0.157045,2.002455,[54 14] ; [17  9],[51.36170213 16.63829787] ; [19.63829787  6.36170213],0
b2,1,0.158291,1.990476,[20 22] ; [ 4 11],[17.68421053 24.31578947] ; [6.31578947 8.68421053],0
b3,1,0.158291,1.990476,[20 22] ; [ 4 11],[17.68421053 24.31578947] ; [6.31578947 8.68421053],0
b5,1,0.19099,1.709961,[29 39] ; [15 11],[31.82978723 36.17021277] ; [12.17021277 13.82978723],0
p9,1,0.222242,1.489833,[58  9] ; [19  6],[56.07608696 10.92391304] ; [20.92391304  4.07608696],0
a3,1,0.234198,1.415184,[48 20] ; [15 11],[45.57446809 22.42553191] ; [17.42553191  8.57446809],0
r4,1,0.23649,1.401396,[63  5] ; [22  4],[61.4893617  6.5106383] ; [23.5106383  2.4893617],0
p5,1,0.236685,1.400233,[19 49] ; [ 4 21],[16.8172043 51.1827957] ; [ 6.1827957 18.8172043],0
d3,1,0.255686,1.291968,[44 24] ; [20  6],[46.29787234 21.70212766] ; [17.70212766  8.29787234],0
p4,1,0.25684,1.285711,[46 21] ; [14 11],[43.69565217 23.30434783] ; [16.30434783  8.69565217],0
