Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4.2e-05,16.790362,[55 28] ; [14 34],[43.71755725 39.28244275] ; [25.28244275 22.71755725],1
p3,1,0.000142,14.474379,[60 24] ; [19 31],[49.52238806 34.47761194] ; [29.47761194 20.52238806],1
p2,1,0.002487,9.150163,[74  9] ; [34 16],[67.39849624 15.60150376] ; [40.60150376  9.39849624],0
p7,1,0.00416,8.212695,[64 19] ; [26 23],[56.59090909 26.40909091] ; [33.40909091 15.59090909],0
p9,1,0.004788,7.957971,[78  6] ; [37 12],[72.63157895 11.36842105] ; [42.36842105  6.63157895],0
p5,1,0.006421,7.428101,[18 65] ; [ 2 47],[12.57575758 70.42424242] ; [ 7.42424242 41.57575758],0
p6,1,0.008505,6.924023,[45 38] ; [15 34],[37.72727273 45.27272727] ; [22.27272727 26.72727273],0
d3,1,0.013875,6.053957,[47 37] ; [17 33],[40.11940299 43.88059701] ; [23.88059701 26.11940299],0
s1,1,0.017089,5.68719,[ 1 83] ; [ 5 45],[ 3.76119403 80.23880597] ; [ 2.23880597 47.76119403],0
v4,1,0.025188,5.010942,[80  3] ; [42  7],[76.71212121  6.28787879] ; [45.28787879  3.71212121],0
d5,1,0.056459,3.638472,[71 12] ; [36 14],[66.77443609 16.22556391] ; [40.22556391  9.77443609],0
s6,1,0.060412,3.526043,[71 11] ; [36 13],[66.97709924 15.02290076] ; [40.02290076  8.97709924],0
n5,1,0.107695,2.587727,[74 10] ; [38 11],[70.73684211 13.26315789] ; [41.26315789  7.73684211],0
u1,1,0.114593,2.489705,[ 5 79] ; [ 7 43],[ 7.52238806 76.47761194] ; [ 4.47761194 45.52238806],0
s5,1,0.206071,1.598818,[39 40] ; [19 31],[35.51937984 43.48062016] ; [22.48062016 27.51937984],0
p10,1,0.229833,1.441897,[72 12] ; [38 11],[69.47368421 14.52631579] ; [40.52631579  8.47368421],0
n4,1,0.295112,1.096154,[72 12] ; [45  4],[73.89473684 10.10526316] ; [43.10526316  5.89473684],0
d1,1,0.326342,0.96336,[46 38] ; [23 27],[43.25373134 40.74626866] ; [25.74626866 24.25373134],0
b5,1,0.348132,0.880255,[35 49] ; [25 25],[37.6119403 46.3880597] ; [22.3880597 27.6119403],0
a3,1,0.367049,0.813632,[69 15] ; [44  6],[70.8358209 13.1641791] ; [42.1641791  7.8358209],0
s8,1,0.380718,0.768381,[63 21] ; [34 16],[60.80597015 23.19402985] ; [36.19402985 13.80597015],0
d4,1,0.410398,0.677648,[68 15] ; [38 12],[66.15037594 16.84962406] ; [39.84962406 10.15037594],0
a5,1,0.416287,0.660773,[62 22] ; [40 10],[63.94029851 20.05970149] ; [38.05970149 11.94029851],0
a8,1,0.425519,0.635022,[13 70] ; [ 5 42],[11.49230769 71.50769231] ; [ 6.50769231 40.49230769],0
v1,1,0.441109,0.593395,[44 37] ; [30 19],[46.10769231 34.89230769] ; [27.89230769 21.10769231],0
s2,1,0.470547,0.520691,[62 22] ; [34 16],[60.17910448 23.82089552] ; [35.82089552 14.17910448],0
s3,1,0.48441,0.488919,[65 19] ; [36 14],[63.31343284 20.68656716] ; [37.68656716 12.31343284],0
r4,1,0.501794,0.451141,[71 13] ; [40 10],[69.58208955 14.41791045] ; [41.41791045  8.58208955],0
p1,1,0.50234,0.449989,[ 7 76] ; [ 6 44],[ 8.11278195 74.88721805] ; [ 4.88721805 45.11278195],0
r3,1,0.510907,0.43221,[81  3] ; [47  3],[80.23880597  3.76119403] ; [47.76119403  2.23880597],0
p11,1,0.542481,0.370962,[67 17] ; [42  8],[68.32835821 15.67164179] ; [40.67164179  9.32835821],0
s4,1,0.543667,0.368786,[20 64] ; [14 35],[21.47368421 62.52631579] ; [12.52631579 36.47368421],0
n6,1,0.573907,0.316189,[73 11] ; [40  8],[71.90909091 12.09090909] ; [41.09090909  6.90909091],0
u3,1,0.576999,0.311111,[8 7] ; [4 2],[8.57142857 6.42857143] ; [3.42857143 2.57142857],0
r2,1,0.593165,0.285428,[75  7] ; [47  3],[75.78787879  6.21212121] ; [46.21212121  3.78787879],0
v3,1,0.623303,0.241252,[40 43] ; [21 27],[38.64885496 44.35114504] ; [22.35114504 25.64885496],0
a4,1,0.623716,0.240679,[40 44] ; [26 24],[41.37313433 42.62686567] ; [24.62686567 25.37313433],0
n3,1,0.645238,0.211957,[16  7] ; [10  6],[15.33333333  7.66666667] ; [10.66666667  5.33333333],0
a1,1,0.646964,0.209749,[ 5 79] ; [ 4 46],[ 5.64179104 78.35820896] ; [ 3.35820896 46.64179104],0
b4,1,0.688939,0.160236,[39 45] ; [25 25],[40.11940299 43.88059701] ; [23.88059701 26.11940299],0
r1,1,0.69363,0.155184,[63 21] ; [39 11],[63.94029851 20.05970149] ; [38.05970149 11.94029851],0
n1,1,0.720786,0.127741,[13  9] ; [11  6],[13.53846154  8.46153846] ; [10.46153846  6.53846154],0
b1,1,0.789689,0.071137,[44 40] ; [25 25],[43.25373134 40.74626866] ; [25.74626866 24.25373134],0
a2,1,0.819414,0.05212,[ 9 75] ; [ 6 44],[ 9.40298507 74.59701493] ; [ 5.59701493 44.40298507],0
a6,1,0.862506,0.029993,[29 55] ; [18 32],[29.46268657 54.53731343] ; [17.53731343 32.46268657],0
v2,1,0.893227,0.018016,[40 42] ; [24 24],[40.36923077 41.63076923] ; [23.63076923 24.36923077],0
n2,1,0.89337,0.017967,[18  5] ; [13  4],[17.825  5.175] ; [13.175  3.825],0
d2,1,0.927745,0.008223,[43 41] ; [26 24],[43.25373134 40.74626866] ; [25.74626866 24.25373134],0
p12,1,0.956681,0.002951,[ 7 76] ; [ 4 45],[ 6.91666667 76.08333333] ; [ 4.08333333 44.91666667],0
b2,1,0.9708,0.00134,[30 29] ; [21 20],[30.09 28.91] ; [20.91 20.09],0
b3,1,0.9708,0.00134,[30 29] ; [21 20],[30.09 28.91] ; [20.91 20.09],0
u2,1,1.0,0.0,[10  5] ; [4 2],[10.  5.] ; [4. 2.],0
