Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.007263,7.206723,[83 22] ; [17 14],[77.20588235 27.79411765] ; [22.79411765  8.20588235],0
n1,1,0.010587,6.533333,[11 24] ; [10  4],[15. 20.] ; [6. 8.],0
r1,1,0.012449,6.245815,[84 23] ; [18 14],[78.51798561 28.48201439] ; [23.48201439  8.51798561],0
r4,1,0.017057,5.69053,[93 14] ; [22 10],[88.52517986 18.47482014] ; [26.47482014  5.52517986],0
s5,1,0.047741,3.919086,[43 56] ; [ 7 23],[38.37209302 60.62790698] ; [11.62790698 18.37209302],0
d5,1,0.085715,2.953065,[87 19] ; [21 10],[83.5620438 22.4379562] ; [24.4379562  6.5620438],0
v2,1,0.097947,2.738659,[54 49] ; [11 20],[49.96268657 53.03731343] ; [15.03731343 15.96268657],0
v1,1,0.118219,2.44076,[55 52] ; [11 20],[51.17391304 55.82608696] ; [14.82608696 16.17391304],0
a7,1,0.119382,2.425404,[81 25] ; [20 12],[77.57971014 28.42028986] ; [23.42028986  8.57971014],0
v3,1,0.125762,2.344056,[39 67] ; [ 6 22],[35.59701493 70.40298507] ; [ 9.40298507 18.59701493],0
a8,1,0.131771,2.271516,[10 85] ; [ 6 22],[12.35772358 82.64227642] ; [ 3.64227642 24.35772358],0
s2,1,0.136129,2.221181,[66 41] ; [15 17],[62.35251799 44.64748201] ; [18.64748201 13.35251799],0
p6,1,0.144117,2.133443,[43 64] ; [ 8 23],[39.54347826 67.45652174] ; [11.45652174 19.54347826],0
b5,1,0.206305,1.597171,[71 36] ; [25  7],[73.89928058 33.10071942] ; [22.10071942  9.89928058],0
r3,1,0.206579,1.595239,[95 11] ; [26  6],[92.94202899 13.05797101] ; [28.05797101  3.94202899],0
s6,1,0.210167,1.570277,[74 30] ; [19 13],[71.11764706 32.88235294] ; [21.88235294 10.11764706],0
s8,1,0.216617,1.526642,[50 57] ; [11 21],[46.95683453 60.04316547] ; [14.04316547 17.95683453],0
d3,1,0.237065,1.39796,[76 29] ; [19 12],[73.34558824 31.65441176] ; [21.65441176  9.34558824],0
p1,1,0.241387,1.372474,[ 9 97] ; [ 5 27],[10.75362319 95.24637681] ; [ 3.24637681 28.75362319],0
p7,1,0.25456,1.298106,[58 47] ; [14 18],[55.18248175 49.81751825] ; [16.81751825 15.18248175],0
p2,1,0.266909,1.232566,[83 23] ; [22 10],[80.65217391 25.34782609] ; [24.34782609  7.65217391],0
b4,1,0.292413,1.10848,[59 48] ; [21 11],[61.58273381 45.41726619] ; [18.41726619 13.58273381],0
r2,1,0.300186,1.073368,[101   5] ; [28  3],[99.81021898  6.18978102] ; [29.18978102  1.81021898],0
s4,1,0.350453,0.871816,[25 82] ; [ 5 27],[23.09352518 83.90647482] ; [ 6.90647482 25.09352518],0
v4,1,0.374691,0.788049,[99  8] ; [28  4],[97.76258993  9.23741007] ; [29.23741007  2.76258993],0
u3,1,0.376746,0.781293,[19 15] ; [4 6],[17.77272727 16.22727273] ; [5.22727273 4.77272727],0
a4,1,0.42631,0.632856,[50 57] ; [17 14],[51.94927536 55.05072464] ; [15.05072464 15.94927536],0
d1,1,0.426901,0.63124,[62 45] ; [16 16],[60.04316547 46.95683453] ; [17.95683453 14.04316547],0
a2,1,0.430992,0.620148,[26 81] ; [10 22],[27.71223022 79.28776978] ; [ 8.28776978 23.71223022],0
s1,1,0.455743,0.55633,[  6 100] ; [ 3 29],[ 6.91304348 99.08695652] ; [ 2.08695652 29.91304348],0
p3,1,0.465242,0.533253,[42 64] ; [15 17],[43.7826087 62.2173913] ; [13.2173913 18.7826087],0
b1,1,0.466255,0.530838,[49 58] ; [17 15],[50.8057554 56.1942446] ; [15.1942446 16.8057554],0
p8,1,0.502503,0.449647,[38 69] ; [ 9 22],[36.44202899 70.55797101] ; [10.55797101 20.44202899],0
u2,1,0.50363,0.447278,[16 19] ; [3 6],[15.11363636 19.88636364] ; [3.88636364 5.11363636],0
a3,1,0.508876,0.436378,[71 35] ; [22  8],[72.48529412 33.51470588] ; [20.51470588  9.48529412],0
s3,1,0.534572,0.385694,[61 46] ; [19 11],[62.48175182 44.51824818] ; [17.51824818 12.48175182],0
a6,1,0.578812,0.308159,[68 39] ; [18 13],[66.68115942 40.31884058] ; [19.31884058 11.68115942],0
n2,1,0.582417,0.302343,[26  9] ; [10  5],[25.2  9.8] ; [10.8  4.2],0
u1,1,0.691895,0.157042,[20 87] ; [ 5 27],[19.24460432 87.75539568] ; [ 5.75539568 26.24460432],0
p4,1,0.698452,0.150087,[56 51] ; [15 16],[55.05072464 51.94927536] ; [15.94927536 15.05072464],0
d2,1,0.698452,0.150087,[56 51] ; [15 16],[55.05072464 51.94927536] ; [15.94927536 15.05072464],0
d4,1,0.718714,0.129728,[86 21] ; [24  7],[85.28985507 21.71014493] ; [24.71014493  6.28985507],0
a1,1,0.720396,0.128114,[  5 102] ; [ 2 30],[  5.38848921 101.61151079] ; [ 1.61151079 30.38848921],0
n4,1,0.772997,0.083208,[72 35] ; [20 11],[71.33333333 35.66666667] ; [20.66666667 10.33333333],0
n5,1,0.859719,0.031234,[70 36] ; [21 10],[70.40875912 35.59124088] ; [20.59124088 10.40875912],0
s7,1,0.866207,0.028385,[54 45] ; [18 14],[54.41221374 44.58778626] ; [17.58778626 14.41221374],0
p5,1,0.876335,0.024217,[ 9 97] ; [ 3 29],[ 9.2173913 96.7826087] ; [ 2.7826087 29.2173913],0
n3,1,0.94391,0.00495,[26  9] ; [11  4],[25.9  9.1] ; [11.1  3.9],0
a5,1,0.964981,0.001928,[74 33] ; [22 10],[73.89928058 33.10071942] ; [22.10071942  9.89928058],0
b2,1,0.971823,0.001248,[14 32] ; [ 6 14],[13.93939394 32.06060606] ; [ 6.06060606 13.93939394],0
b3,1,0.971823,0.001248,[14 32] ; [ 6 14],[13.93939394 32.06060606] ; [ 6.06060606 13.93939394],0
