Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.004106,8.236298,[2 6] ; [30  9],[5.44680851 2.55319149] ; [26.55319149 12.44680851],0
d2,1,0.005719,7.636791,[1 7] ; [25 13],[4.52173913 3.47826087] ; [21.47826087 16.52173913],0
d5,1,0.009864,6.659378,[3 5] ; [31  7],[5.91304348 2.08695652] ; [28.08695652  9.91304348],0
a4,1,0.016604,5.737731,[1 7] ; [23 16],[4.08510638 3.91489362] ; [19.91489362 19.08510638],0
d3,1,0.022185,5.231203,[2 6] ; [26 12],[4.86956522 3.13043478] ; [23.13043478 14.86956522],0
r1,1,0.081448,3.035775,[4 4] ; [31  8],[5.95744681 2.04255319] ; [29.04255319  9.95744681],0
d4,1,0.098746,2.725675,[5 3] ; [33  5],[6.60869565 1.39130435] ; [31.39130435  6.60869565],0
p6,1,0.099391,2.71529,[1 7] ; [17 22],[3.06382979 4.93617021] ; [14.93617021 24.06382979],0
v1,1,0.105462,2.620936,[2 6] ; [22 17],[4.08510638 3.91489362] ; [19.91489362 19.08510638],0
s1,1,0.148096,2.091758,[2 6] ; [ 3 36],[0.85106383 7.14893617] ; [ 4.14893617 34.85106383],0
s7,1,0.25704,1.284628,[3 5] ; [22 15],[4.44444444 3.55555556] ; [20.55555556 16.44444444],0
v2,1,0.27282,1.202513,[3 4] ; [24 13],[4.29545455 2.70454545] ; [22.70454545 14.29545455],0
p4,1,0.27675,1.18298,[2 6] ; [17 20],[3.37777778 4.62222222] ; [15.62222222 21.37777778],0
s8,1,0.292535,1.10792,[3 5] ; [22 16],[4.34782609 3.65217391] ; [20.65217391 17.34782609],0
v3,1,0.311633,1.023742,[2 6] ; [16 20],[3.27272727 4.72727273] ; [14.72727273 21.27272727],0
b5,1,0.32885,0.953421,[3 5] ; [22 17],[4.25531915 3.74468085] ; [20.74468085 18.25531915],0
p7,1,0.329071,0.95255,[2 6] ; [17 22],[3.23404255 4.76595745] ; [15.76595745 23.23404255],0
p3,1,0.367582,0.811821,[2 6] ; [16 22],[3.13043478 4.86956522] ; [14.86956522 23.13043478],0
n5,1,0.371484,0.798693,[4 4] ; [26 13],[5.10638298 2.89361702] ; [24.89361702 14.10638298],0
p11,1,0.395665,0.721461,[6 2] ; [23 16],[4.93617021 3.06382979] ; [24.06382979 14.93617021],0
p9,1,0.4379,0.601779,[4 3] ; [28 11],[4.86956522 2.13043478] ; [27.13043478 11.86956522],0
n4,1,0.454785,0.558699,[4 4] ; [25 14],[4.93617021 3.06382979] ; [24.06382979 14.93617021],0
b2,1,0.529686,0.394993,[1 3] ; [12 17],[1.57575758 2.42424242] ; [11.42424242 17.57575758],0
b3,1,0.529686,0.394993,[1 3] ; [12 17],[1.57575758 2.42424242] ; [11.42424242 17.57575758],0
a7,1,0.544658,0.366975,[4 4] ; [24 15],[4.76595745 3.23404255] ; [23.23404255 15.76595745],0
a6,1,0.582605,0.302042,[4 4] ; [23 15],[4.69565217 3.30434783] ; [22.30434783 15.69565217],0
p12,1,0.599802,0.275294,[1 7] ; [ 8 31],[1.53191489 6.46808511] ; [ 7.46808511 31.53191489],0
p10,1,0.632769,0.228325,[5 3] ; [27 11],[5.56521739 2.43478261] ; [26.43478261 11.56521739],0
p1,1,0.64428,0.213188,[2 6] ; [ 7 32],[1.53191489 6.46808511] ; [ 7.46808511 31.53191489],0
p8,1,0.645085,0.212153,[2 6] ; [13 26],[2.55319149 5.44680851] ; [12.44680851 26.55319149],0
r3,1,0.657105,0.197059,[7 1] ; [36  3],[7.31914894 0.68085106] ; [35.68085106  3.31914894],0
u2,1,0.732678,0.116667,[2 4] ; [2 6],[1.71428571 4.28571429] ; [2.28571429 5.71428571],0
s3,1,0.809987,0.057813,[5 3] ; [22 16],[4.69565217 3.30434783] ; [22.30434783 15.69565217],0
u3,1,0.832662,0.044643,[3 3] ; [5 4],[3.2 2.8] ; [4.8 4.2],0
r4,1,0.851283,0.03515,[7 1] ; [35  4],[7.14893617 0.85106383] ; [34.85106383  4.14893617],0
v4,1,0.851283,0.03515,[7 1] ; [35  4],[7.14893617 0.85106383] ; [34.85106383  4.14893617],0
s2,1,0.93152,0.007384,[5 3] ; [25 14],[5.10638298 2.89361702] ; [24.89361702 14.10638298],0
b1,1,0.947315,0.004366,[4 4] ; [20 19],[4.08510638 3.91489362] ; [19.91489362 19.08510638],0
b4,1,0.959355,0.002597,[5 3] ; [24 15],[4.93617021 3.06382979] ; [24.06382979 14.93617021],0
s4,1,0.972049,0.001228,[3 5] ; [14 24],[2.95652174 5.04347826] ; [14.04347826 23.95652174],0
s6,1,0.980258,0.000612,[7 1] ; [34  5],[6.9787234 1.0212766] ; [34.0212766  4.9787234],0
