Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,26.440189,[166  64] ; [62 75],[142.88828338  87.11171662] ; [85.11171662 51.88828338],1
v3,1,1e-06,23.712278,[127 101] ; [40 96],[104.6043956 123.3956044] ; [62.3956044 73.6043956],1
n5,1,0.000113,14.913519,[202  31] ; [97 41],[187.78167116  45.21832884] ; [111.21832884  26.78167116],1
p10,1,0.005377,7.747988,[211  22] ; [111  27],[202.22641509  30.77358491] ; [119.77358491  18.22641509],0
p2,1,0.008972,6.828377,[217  17] ; [117  22],[209.53351206  24.46648794] ; [124.46648794  14.53351206],0
p12,1,0.009899,6.652939,[ 29 204] ; [  6 132],[ 21.98113208 211.01886792] ; [ 13.01886792 124.98113208],0
s8,1,0.016376,5.762015,[133 100] ; [61 77],[121.83827493 111.16172507] ; [72.16172507 65.83827493],0
p9,1,0.021387,5.294987,[215  19] ; [117  22],[208.27882038  25.72117962] ; [123.72117962  15.27882038],0
n6,1,0.039382,4.244311,[211  22] ; [115  23],[204.73854447  28.26145553] ; [121.26145553  16.73854447],0
b5,1,0.053886,3.71623,[144  91] ; [71 68],[135.09358289  99.90641711] ; [79.90641711 59.09358289],0
r4,1,0.056043,3.650764,[221  14] ; [123  16],[216.14973262  18.85026738] ; [127.85026738  11.14973262],0
r2,1,0.056727,3.630584,[226   7] ; [127  10],[222.29459459  10.70540541] ; [130.70540541   6.29459459],0
n1,1,0.070929,3.2614,[18 14] ; [12 23],[14.32835821 17.67164179] ; [15.67164179 19.32835821],0
p11,1,0.09033,2.868476,[196  39] ; [106  33],[189.75935829  45.24064171] ; [112.24064171  26.75935829],0
p7,1,0.096769,2.758,[184  48] ; [99 39],[177.44864865  54.55135135] ; [105.55135135  32.44864865],0
b2,1,0.108672,2.573432,[66 89] ; [29 61],[60.10204082 94.89795918] ; [34.89795918 55.10204082],0
b3,1,0.108672,2.573432,[66 89] ; [29 61],[60.10204082 94.89795918] ; [34.89795918 55.10204082],0
n2,1,0.129645,2.296747,[27  5] ; [24 11],[24.35820896  7.64179104] ; [26.64179104  8.35820896],0
a8,1,0.141851,2.157767,[ 33 174] ; [ 13 114],[ 28.50898204 178.49101796] ; [ 17.49101796 109.50898204],0
u4,1,0.144463,2.12976,[  7 228] ; [  1 138],[  5.02673797 229.97326203] ; [  2.97326203 136.02673797],0
a7,1,0.15308,2.041291,[179  55] ; [97 42],[173.14745308  60.85254692] ; [102.85254692  36.14745308],0
p6,1,0.161476,1.960347,[119 111] ; [61 77],[112.5 117.5] ; [67.5 70.5],0
d1,1,0.170705,1.876739,[176  59] ; [95 44],[170.28074866  64.71925134] ; [100.71925134  38.28074866],0
s5,1,0.172658,1.85971,[ 99 125] ; [49 84],[ 92.8627451 131.1372549] ; [55.1372549 77.8627451],0
r3,1,0.176096,1.830266,[228   7] ; [129   8],[225.52419355   9.47580645] ; [131.47580645   5.52419355],0
n4,1,0.176165,1.829687,[201  33] ; [112  27],[196.35924933  37.64075067] ; [116.64075067  22.35924933],0
v4,1,0.181013,1.789287,[228   7] ; [130   8],[225.54959786   9.45040214] ; [132.45040214   5.54959786],0
p8,1,0.184048,1.764628,[156  76] ; [84 55],[150.08086253  81.91913747] ; [89.91913747 49.08086253],0
s3,1,0.189698,1.719964,[129 104] ; [86 52],[135.02695418  97.97304582] ; [79.97304582 58.02695418],0
a6,1,0.199642,1.644994,[168  66] ; [91 48],[162.48257373  71.51742627] ; [96.51742627 42.48257373],0
p1,1,0.207865,1.586234,[ 22 211] ; [ 19 120],[ 25.68010753 207.31989247] ; [ 15.31989247 123.68010753],0
s7,1,0.215803,1.532062,[132  87] ; [69 60],[126.49137931  92.50862069] ; [74.50862069 54.49137931],0
s2,1,0.217096,1.523464,[133  99] ; [70 68],[127.28648649 104.71351351] ; [75.71351351 62.28648649],0
a5,1,0.249784,1.324512,[194  41] ; [108  31],[189.75935829  45.24064171] ; [112.24064171  26.75935829],0
p5,1,0.268343,1.225195,[ 46 188] ; [ 21 118],[ 42.03217158 191.96782842] ; [ 24.96782842 114.03217158],0
s4,1,0.294371,1.099523,[ 40 191] ; [ 30 108],[ 43.82113821 187.17886179] ; [ 26.17886179 111.82113821],0
d4,1,0.341793,0.903695,[215  20] ; [123  16],[212.37967914  22.62032086] ; [125.62032086  13.37967914],0
p4,1,0.354609,0.856895,[195  40] ; [110  29],[191.64438503  43.35561497] ; [113.35561497  25.64438503],0
