Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,2e-06,22.528064,[33 12] ; [ 8 30],[22.22891566 22.77108434] ; [18.77108434 19.22891566],1
a2,1,0.392463,0.731296,[ 3 42] ; [ 1 37],[ 2.1686747 42.8313253] ; [ 1.8313253 36.1686747],0
d5,1,0.412766,0.67082,[23 22] ; [16 22],[21.14457831 23.85542169] ; [17.85542169 20.14457831],0
v2,1,0.45682,0.553675,[20 24] ; [13 22],[18.37974684 25.62025316] ; [14.62025316 20.37974684],0
a8,1,0.517689,0.418494,[ 7 34] ; [ 4 30],[ 6.01333333 34.98666667] ; [ 4.98666667 29.01333333],0
n1,1,0.52511,0.403846,[6 8] ; [2 5],[5.33333333 8.66666667] ; [2.66666667 4.33333333],0
s1,1,0.528106,0.398034,[ 4 40] ; [ 2 35],[ 3.25925926 40.74074074] ; [ 2.74074074 34.25925926],0
p11,1,0.622861,0.241867,[33 12] ; [26 12],[31.98795181 13.01204819] ; [27.01204819 10.98795181],0
p12,1,0.659317,0.194354,[ 2 43] ; [ 1 37],[ 1.62650602 43.37349398] ; [ 1.37349398 36.62650602],0
b1,1,0.768381,0.086726,[18 27] ; [14 24],[17.34939759 27.65060241] ; [14.65060241 23.34939759],0
b5,1,0.789941,0.070962,[25 20] ; [20 18],[24.39759036 20.60240964] ; [20.60240964 17.39759036],0
a7,1,0.83036,0.045899,[25 20] ; [22 16],[25.48192771 19.51807229] ; [21.51807229 16.48192771],0
p7,1,0.864054,0.029315,[30 15] ; [24 13],[29.63414634 15.36585366] ; [24.36585366 12.63414634],0
r3,1,0.871006,0.026367,[41  4] ; [35  3],[41.20481928  3.79518072] ; [34.79518072  3.20481928],0
p3,1,0.921708,0.00966,[19 25] ; [16 22],[18.7804878 25.2195122] ; [16.2195122 21.7804878],0
n2,1,0.951655,0.003676,[13  2] ; [6 1],[12.95454545  2.04545455] ; [6.04545455 0.95454545],0
r4,1,0.981263,0.000552,[39  6] ; [33  5],[39.03614458  5.96385542] ; [32.96385542  5.03614458],0
