Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,2e-06,22.528064,[33 12] ; [ 8 30],[22.22891566 22.77108434] ; [18.77108434 19.22891566],1
s2,1,5.6e-05,16.246782,[38  7] ; [16 22],[29.27710843 15.72289157] ; [24.72289157 13.27710843],1
s5,1,0.000792,11.260109,[18 26] ; [ 3 34],[11.40740741 32.59259259] ; [ 9.59259259 27.40740741],1
a5,1,0.003195,8.692396,[30 15] ; [13 25],[23.31325301 21.68674699] ; [19.68674699 18.31325301],0
p10,1,0.004586,8.035806,[38  6] ; [21 15],[32.45 11.55] ; [26.55  9.45],0
a3,1,0.005376,7.748473,[28 17] ; [12 26],[21.68674699 23.31325301] ; [18.31325301 19.68674699],0
s6,1,0.015389,5.871428,[36  7] ; [22 15],[31.175 11.825] ; [26.825 10.175],0
p6,1,0.025753,4.972543,[17 28] ; [ 6 32],[12.46987952 32.53012048] ; [10.53012048 27.46987952],0
s4,1,0.103921,2.64432,[14 31] ; [ 6 32],[10.84337349 34.15662651] ; [ 9.15662651 28.84337349],0
d3,1,0.11393,2.498841,[18 27] ; [ 9 29],[14.63855422 30.36144578] ; [12.36144578 25.63855422],0
n6,1,0.127504,2.322639,[40  5] ; [29  9],[37.40963855  7.59036145] ; [31.59036145  6.40963855],0
p1,1,0.129496,2.298533,[ 9 36] ; [ 3 34],[ 6.58536585 38.41463415] ; [ 5.41463415 31.58536585],0
p8,1,0.132276,2.265586,[22 23] ; [12 25],[18.65853659 26.34146341] ; [15.34146341 21.65853659],0
n5,1,0.142985,2.145534,[37  8] ; [26 12],[34.15662651 10.84337349] ; [28.84337349  9.15662651],0
a4,1,0.143727,2.137596,[12 33] ; [ 5 32],[ 9.32926829 35.67073171] ; [ 7.67073171 29.32926829],0
p9,1,0.143904,2.135709,[36  9] ; [25 13],[33.07228916 11.92771084] ; [27.92771084 10.07228916],0
p5,1,0.154729,2.025,[ 7 38] ; [ 2 34],[ 5. 40.] ; [ 4. 32.],0
d2,1,0.157006,2.002832,[13 32] ; [ 6 32],[10.30120482 34.69879518] ; [ 8.69879518 29.30120482],0
r2,1,0.163988,1.937061,[42  2] ; [33  5],[40.24390244  3.75609756] ; [34.75609756  3.24390244],0
p4,1,0.165105,1.92684,[27 18] ; [17 21],[23.85542169 21.14457831] ; [20.14457831 17.85542169],0
u3,1,0.190588,1.713063,[10  7] ; [10 16],[7.90697674 9.09302326] ; [12.09302326 13.90697674],0
b3,1,0.192503,1.698353,[ 7 25] ; [ 2 21],[ 5.23636364 26.76363636] ; [ 3.76363636 19.23636364],0
b2,1,0.192503,1.698353,[ 7 25] ; [ 2 21],[ 5.23636364 26.76363636] ; [ 3.76363636 19.23636364],0
v1,1,0.212836,1.552028,[23 22] ; [13 22],[20.25 24.75] ; [15.75 19.25],0
n4,1,0.249785,1.324507,[35  9] ; [26 12],[32.73170732 11.26829268] ; [28.26829268  9.73170732],0
b4,1,0.289045,1.124067,[22 23] ; [23 15],[24.39759036 20.60240964] ; [20.60240964 17.39759036],0
v4,1,0.296993,1.08765,[41  2] ; [33  4],[39.775  3.225] ; [34.225  2.775],0
r1,1,0.310318,1.029323,[32 12] ; [23 14],[29.87654321 14.12345679] ; [25.12345679 11.87654321],0
p2,1,0.318736,0.994126,[38  7] ; [28  9],[36.2195122  8.7804878] ; [29.7804878  7.2195122],0
u2,1,0.329453,0.951045,[ 7 10] ; [ 7 19],[ 5.53488372 11.46511628] ; [ 8.46511628 17.53488372],0
v3,1,0.333063,0.936953,[18 27] ; [11 26],[15.91463415 29.08536585] ; [13.08536585 23.91463415],0
a6,1,0.361147,0.833901,[27 18] ; [19 19],[24.93975904 20.06024096] ; [21.06024096 16.93975904],0
