Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.8e-05,18.394652,[4 1] ; [ 2 32],[0.76923077 4.23076923] ; [ 5.23076923 28.76923077],1
p8,1,0.004388,8.115639,[3 1] ; [ 5 30],[0.82051282 3.17948718] ; [ 7.17948718 27.82051282],0
s2,1,0.046843,3.95102,[2 3] ; [ 3 32],[0.625 4.375] ; [ 4.375 30.625],0
v2,1,0.051538,3.790692,[2 3] ; [ 3 31],[0.64102564 4.35897436] ; [ 4.35897436 29.64102564],0
d3,1,0.092617,2.828283,[4 1] ; [14 21],[2.25 2.75] ; [15.75 19.25],0
p11,1,0.094198,2.80112,[2 3] ; [ 4 31],[0.75 4.25] ; [ 5.25 29.75],0
p3,1,0.094198,2.80112,[2 3] ; [ 4 31],[0.75 4.25] ; [ 5.25 29.75],0
p6,1,0.106377,2.607234,[1 4] ; [ 1 33],[0.25641026 4.74358974] ; [ 1.74358974 32.25641026],0
n6,1,0.144783,2.126378,[3 1] ; [13 22],[1.64102564 2.35897436] ; [14.35897436 20.64102564],0
s1,1,0.156915,2.003711,[2 3] ; [ 5 30],[0.875 4.125] ; [ 6.125 28.875],0
d4,1,0.276588,1.183778,[4 1] ; [19 16],[2.875 2.125] ; [20.125 14.875],0
p5,1,0.304909,1.052602,[1 3] ; [ 3 32],[0.41025641 3.58974359] ; [ 3.58974359 31.41025641],0
s6,1,0.316445,1.003584,[2 3] ; [ 7 28],[1.125 3.875] ; [ 7.875 27.125],0
b1,1,0.329114,0.952381,[2 3] ; [22 13],[3. 2.] ; [21. 14.],0
d1,1,0.329114,0.952381,[3 2] ; [13 22],[2. 3.] ; [14. 21.],0
b5,1,0.329114,0.952381,[3 2] ; [13 22],[2. 3.] ; [14. 21.],0
a4,1,0.384478,0.756336,[3 2] ; [13 20],[2.10526316 2.89473684] ; [13.89473684 19.10526316],0
b4,1,0.397422,0.716113,[2 3] ; [21 14],[2.875 2.125] ; [20.125 14.875],0
v1,1,0.407626,0.685714,[2 3] ; [ 8 27],[1.25 3.75] ; [ 8.75 26.25],0
s5,1,0.425556,0.634921,[1 4] ; [ 3 32],[0.5 4.5] ; [ 3.5 31.5],0
b3,1,0.426716,0.631744,[1 3] ; [12 14],[1.73333333 2.26666667] ; [11.26666667 14.73333333],0
b2,1,0.426716,0.631744,[1 3] ; [12 14],[1.73333333 2.26666667] ; [11.26666667 14.73333333],0
n4,1,0.601921,0.272109,[3 2] ; [25 10],[3.5 1.5] ; [24.5 10.5],0
a7,1,0.632585,0.228571,[3 2] ; [17 18],[2.5 2.5] ; [17.5 17.5],0
n3,1,0.639207,0.21978,[1 1] ; [ 6 12],[0.7 1.3] ; [ 6.3 11.7],0
p9,1,0.703608,0.144745,[1 4] ; [ 9 23],[1.35135135 3.64864865] ; [ 8.64864865 23.35135135],0
r2,1,0.734849,0.114706,[3 2] ; [23 11],[3.33333333 1.66666667] ; [22.66666667 11.33333333],0
a2,1,0.737828,0.112045,[1 4] ; [ 5 30],[0.75 4.25] ; [ 5.25 29.75],0
r4,1,0.737828,0.112045,[1 4] ; [ 5 30],[0.75 4.25] ; [ 5.25 29.75],0
n5,1,0.782528,0.07619,[4 1] ; [26  9],[3.75 1.25] ; [26.25  8.75],0
v3,1,0.782528,0.07619,[1 4] ; [ 9 26],[1.25 3.75] ; [ 8.75 26.25],0
s3,1,0.808514,0.05873,[1 4] ; [ 8 24],[1.21621622 3.78378378] ; [ 7.78378378 24.21621622],0
a6,1,0.810136,0.05772,[3 2] ; [19 16],[2.75 2.25] ; [19.25 15.75],0
n1,1,0.83008,0.046053,[1 1] ; [11  8],[1.14285714 0.85714286] ; [10.85714286  8.14285714],0
p10,1,0.861162,0.030588,[1 4] ; [ 8 26],[1.15384615 3.84615385] ; [ 7.84615385 26.15384615],0
d2,1,0.862362,0.030057,[2 3] ; [15 19],[2.17948718 2.82051282] ; [14.82051282 19.17948718],0
d5,1,0.903778,0.014615,[3 2] ; [20 15],[2.875 2.125] ; [20.125 14.875],0
v4,1,0.903778,0.014615,[2 3] ; [15 20],[2.125 2.875] ; [14.875 20.125],0
