Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,52.686209,[25 59] ; [113  31],[50.84210526 33.15789474] ; [87.15789474 56.84210526],1
a5,1,5e-06,20.995377,[36 48] ; [107  39],[52.22608696 31.77391304] ; [90.77391304 55.22608696],1
a4,1,1.6e-05,18.559502,[16 68] ; [69 76],[31.1790393 52.8209607] ; [53.8209607 91.1790393],1
d2,1,0.001006,10.816297,[23 61] ; [71 72],[34.78414097 49.21585903] ; [59.21585903 83.78414097],0
a2,1,0.001061,10.718212,[ 5 79] ; [ 33 113],[13.87826087 70.12173913] ; [ 24.12173913 121.87826087],0
a6,1,0.00272,8.986474,[42 42] ; [102  44],[52.59130435 31.40869565] ; [91.40869565 54.59130435],0
v3,1,0.005111,7.839814,[11 70] ; [43 99],[19.61434978 61.38565022] ; [ 34.38565022 107.61434978],0
a3,1,0.018778,5.522047,[43 41] ; [97 48],[51.35371179 32.64628821] ; [88.64628821 56.35371179],0
s7,1,0.024667,5.047146,[10 69] ; [ 35 102],[16.45833333 62.54166667] ; [ 28.54166667 108.45833333],0
n6,1,0.028468,4.79948,[57 27] ; [117  28],[63.82532751 20.17467249] ; [110.17467249  34.82532751],0
s4,1,0.030254,4.694775,[15 69] ; [ 12 133],[ 9.90393013 74.09606987] ; [ 17.09606987 127.90393013],0
s8,1,0.042671,4.108371,[10 74] ; [ 33 112],[15.77292576 68.22707424] ; [ 27.22707424 117.77292576],0
a8,1,0.061385,3.499564,[ 4 77] ; [ 17 116],[ 7.94859813 73.05140187] ; [ 13.05140187 119.94859813],0
p3,1,0.078737,3.090786,[20 64] ; [51 95],[25.93043478 58.06956522] ; [ 45.06956522 100.93043478],0
d1,1,0.095152,2.784974,[33 51] ; [74 72],[39.07826087 44.92173913] ; [67.92173913 78.07826087],0
u1,1,0.108281,2.579132,[ 4 80] ; [ 16 130],[ 7.30434783 76.69565217] ; [ 12.69565217 133.30434783],0
p11,1,0.110764,2.543291,[50 34] ; [102  44],[55.51304348 28.48695652] ; [96.48695652 49.51304348],0
p10,1,0.12326,2.375406,[47 36] ; [95 47],[52.38222222 30.61777778] ; [89.61777778 52.38222222],0
r2,1,0.123288,2.375047,[67 17] ; [125  18],[71.04845815 12.95154185] ; [120.95154185  22.04845815],0
v2,1,0.12819,2.314288,[24 57] ; [55 83],[29.21917808 51.78082192] ; [49.78082192 88.21917808],0
u3,1,0.133011,2.257002,[21 20] ; [17 31],[17.50561798 23.49438202] ; [20.49438202 27.50561798],0
d4,1,0.13317,2.255151,[56 28] ; [110  35],[60.89082969 23.10917031] ; [105.10917031  39.89082969],0
r1,1,0.159653,1.977509,[48 36] ; [97 49],[52.95652174 31.04347826] ; [92.04347826 53.95652174],0
p9,1,0.159914,1.975037,[49 33] ; [98 44],[53.8125 28.1875] ; [93.1875 48.8125],0
d5,1,0.161225,1.9627,[56 27] ; [111  35],[60.52838428 22.47161572] ; [106.47161572  39.52838428],0
b4,1,0.200885,1.635927,[41 43] ; [84 62],[45.65217391 38.34782609] ; [79.34782609 66.65217391],0
b5,1,0.203514,1.616977,[51 33] ; [76 70],[46.3826087 37.6173913] ; [80.6173913 65.3826087],0
s6,1,0.204743,1.608215,[24 60] ; [53 91],[28.36842105 55.63157895] ; [48.63157895 95.36842105],0
p1,1,0.242233,1.36755,[ 4 80] ; [ 13 132],[ 6.23580786 77.76419214] ; [ 10.76419214 134.23580786],0
v4,1,0.285048,1.142863,[76  8] ; [125  21],[73.40869565 10.59130435] ; [127.59130435  18.40869565],0
b2,1,0.30906,1.03469,[10 32] ; [28 58],[12.46875 29.53125] ; [25.53125 60.46875],0
b3,1,0.30906,1.03469,[10 32] ; [28 58],[12.46875 29.53125] ; [25.53125 60.46875],0
p12,1,0.358469,0.843248,[ 2 82] ; [  7 138],[ 3.30131004 80.69868996] ; [  5.69868996 139.30131004],0
r4,1,0.374286,0.789386,[60 24] ; [112  34],[62.8173913 21.1826087] ; [109.1826087  36.8173913],0
a1,1,0.412272,0.672239,[ 4 80] ; [ 11 135],[ 5.47826087 78.52173913] ; [  9.52173913 136.47826087],0
s1,1,0.432208,0.616883,[ 4 80] ; [  4 140],[ 2.94736842 81.05263158] ; [  5.05263158 138.94736842],0
p2,1,0.4662,0.530969,[51 33] ; [95 50],[53.55458515 30.44541485] ; [92.44541485 52.55458515],0
p7,1,0.493021,0.469927,[36 48] ; [68 75],[38.4845815 45.5154185] ; [65.5154185 77.4845815],0
n2,1,0.497512,0.460239,[21 17] ; [30 18],[22.53488372 15.46511628] ; [28.46511628 19.53488372],0
n3,1,0.533913,0.386938,[22 17] ; [29 17],[23.4 15.6] ; [27.6 18.4],0
u2,1,0.589167,0.291646,[19 22] ; [25 23],[20.26966292 20.73033708] ; [23.73033708 24.26966292],0
a7,1,0.610946,0.2588,[56 27] ; [93 52],[54.24122807 28.75877193] ; [94.75877193 50.24122807],0
p5,1,0.640207,0.218471,[ 5 79] ; [ 11 134],[ 5.86899563 78.13100437] ; [ 10.13100437 134.86899563],0
n1,1,0.660626,0.192764,[11 28] ; [15 31],[11.92941176 27.07058824] ; [14.07058824 31.92941176],0
p4,1,0.668722,0.183101,[32 52] ; [59 85],[33.52631579 50.47368421] ; [57.47368421 86.52631579],0
d3,1,0.77536,0.081436,[51 31] ; [88 58],[49.99122807 32.00877193] ; [89.00877193 56.99122807],0
s5,1,0.778769,0.078918,[16 67] ; [ 30 114],[16.81938326 66.18061674] ; [ 29.18061674 114.81938326],0
s2,1,0.854371,0.033688,[ 9 74] ; [ 17 129],[ 9.42358079 73.57641921] ; [ 16.57641921 129.42358079],0
p6,1,0.914722,0.011467,[19 65] ; [ 33 109],[19.32743363 64.67256637] ; [ 32.67256637 109.32743363],0
b1,1,0.926658,0.008473,[34 50] ; [60 86],[34.33043478 49.66956522] ; [59.66956522 86.33043478],0
p8,1,0.931925,0.007297,[33 51] ; [57 86],[33.30396476 50.69603524] ; [56.69603524 86.30396476],0
r3,1,0.950906,0.003791,[71 13] ; [123  22],[71.16157205 12.83842795] ; [122.83842795  22.16157205],0
