Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3.2e-05,17.28187,[49 58] ; [35  7],[60.32214765 46.67785235] ; [23.67785235 18.32214765],1
s2,1,0.000277,13.223137,[35 72] ; [28 15],[44.94 62.06] ; [18.06 24.94],1
p5,1,0.009558,6.71539,[10 97] ; [11 32],[14.98 92.02] ; [ 6.02 36.98],0
s4,1,0.01168,6.358866,[12 95] ; [12 31],[17.12 89.88] ; [ 6.88 36.12],0
s7,1,0.015898,5.814156,[38 66] ; [24 17],[44.46896552 59.53103448] ; [17.53103448 23.46896552],0
p12,1,0.027388,4.866207,[ 7 99] ; [ 8 35],[10.67114094 95.32885906] ; [ 4.32885906 38.67114094],0
r4,1,0.035431,4.424301,[85 23] ; [40  3],[89.40397351 18.59602649] ; [35.59602649  7.40397351],0
a5,1,0.036748,4.362045,[50 58] ; [28 15],[55.78807947 52.21192053] ; [22.21192053 20.78807947],0
p9,1,0.043917,4.059754,[77 29] ; [37  5],[81.64864865 24.35135135] ; [32.35135135  9.64864865],0
p6,1,0.061481,3.496979,[30 76] ; [19 24],[34.8590604 71.1409396] ; [14.1409396 28.8590604],0
p8,1,0.067585,3.340731,[51 56] ; [27 15],[56.01342282 50.98657718] ; [21.98657718 20.01342282],0
s3,1,0.076126,3.145724,[48 57] ; [26 16],[52.85714286 52.14285714] ; [21.14285714 20.85714286],0
n5,1,0.085314,2.960646,[75 32] ; [36  7],[79.18 27.82] ; [31.82 11.18],0
p10,1,0.092285,2.834056,[74 32] ; [35  7],[78.06756757 27.93243243] ; [30.93243243 11.06756757],0
u1,1,0.112198,2.522992,[  2 106] ; [ 3 40],[  3.57615894 104.42384106] ; [ 1.42384106 41.57615894],0
a7,1,0.115456,2.4779,[63 45] ; [31 12],[67.23178808 40.76821192] ; [26.76821192 16.23178808],0
p1,1,0.115554,2.476577,[12 96] ; [ 9 34],[15.01986755 92.98013245] ; [ 5.98013245 37.01986755],0
