Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3.2e-05,17.28187,[49 58] ; [35  7],[60.32214765 46.67785235] ; [23.67785235 18.32214765],1
r1,1,0.155394,2.018486,[70 38] ; [33 10],[73.66887417 34.33112583] ; [29.33112583 13.66887417],0
v1,1,0.189213,1.723734,[50 55] ; [15 27],[46.42857143 58.57142857] ; [18.57142857 23.42857143],0
d2,1,0.194935,1.679924,[22 86] ; [13 30],[25.03311258 82.96688742] ; [ 9.96688742 33.03311258],0
u3,1,0.195504,1.675645,[21 31] ; [13 10],[23.57333333 28.42666667] ; [10.42666667 12.57333333],0
r2,1,0.236809,1.399493,[93 15] ; [40  3],[95.12582781 12.87417219] ; [37.87417219  5.12582781],0
p7,1,0.244303,1.355594,[58 48] ; [28 15],[61.18120805 44.81879195] ; [24.81879195 18.18120805],0
s8,1,0.296412,1.090268,[34 74] ; [17 25],[36.72 71.28] ; [14.28 27.72],0
v3,1,0.324996,0.968733,[33 73] ; [17 26],[35.5704698 70.4295302] ; [14.4295302 28.5704698],0
b4,1,0.330349,0.947527,[61 47] ; [28 15],[63.65562914 44.34437086] ; [25.34437086 17.65562914],0
a1,1,0.333688,0.934532,[  2 106] ; [ 2 41],[  2.86092715 105.13907285] ; [ 1.13907285 41.86092715],0
p3,1,0.357207,0.847689,[39 69] ; [19 24],[41.48344371 66.51655629] ; [16.51655629 26.48344371],0
a6,1,0.383622,0.759064,[62 46] ; [28 15],[64.37086093 43.62913907] ; [25.62913907 17.37086093],0
v4,1,0.432021,0.617385,[99  9] ; [41  2],[100.13245033   7.86754967] ; [39.86754967  3.13245033],0
p11,1,0.467729,0.527336,[82 26] ; [35  8],[83.68211921 24.31788079] ; [33.31788079  9.68211921],0
b5,1,0.517224,0.419426,[64 44] ; [23 20],[62.22516556 45.77483444] ; [24.77483444 18.22516556],0
d3,1,0.543941,0.368284,[46 62] ; [16 27],[44.34437086 63.65562914] ; [17.65562914 25.34437086],0
s1,1,0.588511,0.292675,[  5 100] ; [ 3 40],[ 5.67567568 99.32432432] ; [ 2.32432432 40.67567568],0
a3,1,0.67777,0.172647,[55 52] ; [20 22],[53.8590604 53.1409396] ; [21.1409396 20.8590604],0
b2,1,0.702918,0.145455,[24 42] ; [ 9 13],[24.75 41.25] ; [ 8.25 13.75],0
b3,1,0.702918,0.145455,[24 42] ; [ 9 13],[24.75 41.25] ; [ 8.25 13.75],0
a4,1,0.703993,0.144352,[17 89] ; [ 8 35],[17.7852349 88.2147651] ; [ 7.2147651 35.7852349],0
n2,1,0.709065,0.139212,[20  7] ; [8 2],[20.43243243  6.56756757] ; [7.56756757 2.43243243],0
n4,1,0.722881,0.125749,[74 33] ; [31 12],[74.9 32.1] ; [30.1 12.9],0
a8,1,0.736098,0.113586,[10 90] ; [ 5 37],[10.56338028 89.43661972] ; [ 4.43661972 37.56338028],0
d4,1,0.738053,0.111845,[52 56] ; [22 21],[52.92715232 55.07284768] ; [21.07284768 21.92715232],0
d1,1,0.739206,0.110826,[  6 102] ; [ 3 40],[  6.43708609 101.56291391] ; [ 2.56291391 40.43708609],0
v2,1,0.745531,0.105325,[46 57] ; [20 22],[46.88275862 56.11724138] ; [19.11724138 22.88275862],0
n3,1,0.79246,0.069231,[17  9] ; [7 3],[17.33333333  8.66666667] ; [6.66666667 3.33333333],0
p4,1,0.797352,0.065934,[51 56] ; [21 21],[51.70469799 55.29530201] ; [20.29530201 21.70469799],0
u2,1,0.827472,0.0475,[23 28] ; [11 12],[23.43243243 27.56756757] ; [10.56756757 12.43243243],0
p2,1,0.873147,0.025492,[79 29] ; [32 11],[79.39072848 28.60927152] ; [31.60927152 11.39072848],0
b1,1,0.899552,0.015933,[44 64] ; [18 25],[44.34437086 63.65562914] ; [17.65562914 25.34437086],0
a2,1,0.926778,0.008445,[  8 100] ; [ 3 40],[  7.86754967 100.13245033] ; [ 3.13245033 39.86754967],0
r3,1,0.942484,0.005205,[95 12] ; [38  5],[94.87333333 12.12666667] ; [38.12666667  4.87333333],0
n1,1,1.0,0.0,[ 9 18] ; [3 6],[ 9. 18.] ; [3. 6.],0
