Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,45.063414,[90 31] ; [ 90 153],[59.83516484 61.16483516] ; [120.16483516 122.83516484],1
v1,1,0.001166,10.542961,[73 48] ; [105 143],[58.36856369 62.63143631] ; [119.63143631 128.36856369],0
p3,1,0.001467,10.11924,[67 55] ; [ 95 158],[52.704 69.296] ; [109.296 143.704],0
r1,1,0.002018,9.532975,[102  22] ; [169  83],[89.37234043 34.62765957] ; [181.62765957  70.37234043],0
s7,1,0.003024,8.792903,[60 54] ; [ 88 156],[47.12849162 66.87150838] ; [100.87150838 143.12849162],0
r4,1,0.003965,8.299919,[118   6] ; [216  38],[109.56613757  14.43386243] ; [224.43386243  29.56613757],0
p5,1,0.005503,7.706329,[ 20 102] ; [ 18 234],[ 12.39572193 109.60427807] ; [ 25.60427807 226.39572193],0
n4,1,0.008566,6.91122,[97 26] ; [166  87],[86.03457447 36.96542553] ; [176.96542553  76.03457447],0
n5,1,0.013906,6.050006,[96 27] ; [164  86],[85.73726542 37.26273458] ; [174.26273458  75.73726542],0
r2,1,0.021129,5.316104,[118   6] ; [219  31],[111.73262032  12.26737968] ; [225.26737968  24.73262032],0
a3,1,0.056229,3.645263,[77 46] ; [132 121],[68.36968085 54.63031915] ; [140.63031915 112.36968085],0
s8,1,0.059376,3.554735,[50 73] ; [ 78 175],[41.87234043 81.12765957] ; [ 86.12765957 166.87234043],0
b4,1,0.061986,3.483421,[78 46] ; [134 120],[69.54497354 54.45502646] ; [142.45502646 111.54497354],0
b2,1,0.07173,3.242971,[29 43] ; [ 39 100],[23.20379147 48.79620853] ; [44.79620853 94.20379147],0
b3,1,0.07173,3.242971,[29 43] ; [ 39 100],[23.20379147 48.79620853] ; [44.79620853 94.20379147],0
s2,1,0.081773,3.029306,[60 62] ; [100 152],[52.19251337 69.80748663] ; [107.80748663 144.19251337],0
a5,1,0.084263,2.980695,[76 47] ; [133 121],[68.18832891 54.81167109] ; [140.81167109 113.18832891],0
s4,1,0.10188,2.67587,[ 15 107] ; [ 48 204],[ 20.55080214 101.44919786] ; [ 42.44919786 209.55080214],0
s6,1,0.103358,2.652951,[81 37] ; [149 100],[73.95095368 44.04904632] ; [156.04904632  92.95095368],0
n6,1,0.135953,2.223179,[105  19] ; [197  55],[99.59574468 24.40425532] ; [202.40425532  49.59574468],0
p7,1,0.141788,2.158445,[80 40] ; [145 102],[73.56948229 46.43051771] ; [151.43051771  95.56948229],0
p1,1,0.147437,2.098574,[ 13 109] ; [ 16 235],[  9.48525469 112.51474531] ; [ 19.51474531 231.48525469],0
s5,1,0.159529,1.978689,[39 80] ; [ 63 182],[33.34615385 85.65384615] ; [ 68.65384615 176.34615385],0
p12,1,0.224478,1.475511,[  9 112] ; [ 11 239],[  6.52291105 114.47708895] ; [ 13.47708895 236.52291105],0
p8,1,0.242876,1.363821,[63 59] ; [113 137],[57.72043011 64.27956989] ; [118.27956989 131.72043011],0
p10,1,0.260664,1.265224,[95 25] ; [183  65],[90.65217391 29.34782609] ; [187.34782609  60.65217391],0
p4,1,0.267376,1.230159,[65 55] ; [121 131],[60. 60.] ; [126. 126.],0
s1,1,0.299871,1.074766,[  3 117] ; [ 12 240],[  4.83870968 115.16129032] ; [ 10.16129032 241.83870968],0
v4,1,0.318555,0.994868,[118   6] ; [232  19],[115.73333333   8.26666667] ; [234.26666667  16.73333333],0
p6,1,0.331558,0.942803,[42 79] ; [ 74 175],[37.93513514 83.06486486] ; [ 78.06486486 170.93513514],0
n3,1,0.378556,0.775385,[21  4] ; [49 16],[19.44444444  5.55555556] ; [50.55555556 14.44444444],0
b5,1,0.437614,0.602531,[70 54] ; [154 100],[73.48148148 50.51851852] ; [150.51851852 103.48148148],0
n1,1,0.438693,0.599698,[10 14] ; [21 43],[ 8.45454545 15.54545455] ; [22.54545455 41.45454545],0
a2,1,0.504893,0.444637,[  9 115] ; [ 14 240],[  7.54497354 116.45502646] ; [ 15.45502646 238.54497354],0
s3,1,0.518774,0.416329,[65 55] ; [128 125],[62.09115282 57.90884718] ; [130.90884718 122.09115282],0
a7,1,0.530736,0.392983,[77 45] ; [168  85],[79.70666667 42.29333333] ; [165.29333333  87.70666667],0
p9,1,0.566549,0.328491,[93 27] ; [201  50],[95.09433962 24.90566038] ; [198.90566038  52.09433962],0
u2,1,0.582447,0.302296,[25 21] ; [60 61],[23.41317365 22.58682635] ; [61.58682635 59.41317365],0
a6,1,0.585299,0.297746,[69 54] ; [150 104],[71.45092838 51.54907162] ; [147.54907162 106.45092838],0
u4,1,0.603523,0.269715,[  1 123] ; [  1 253],[  0.65608466 123.34391534] ; [  1.34391534 252.65608466],0
n2,1,0.66412,0.188558,[21  4] ; [52 13],[20.27777778  4.72222222] ; [52.72222222 12.27777778],0
d4,1,0.667914,0.184052,[75 48] ; [149 105],[73.08222812 49.91777188] ; [150.91777188 103.08222812],0
d3,1,0.741299,0.108988,[51 72] ; [100 152],[49.528 73.472] ; [101.472 150.528],0
p2,1,0.809801,0.057928,[96 26] ; [201  51],[96.88235294 25.11764706] ; [200.11764706  51.88235294],0
