Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.000424,12.424783,[ 2 43] ; [3 3],[ 4.41176471 40.58823529] ; [0.58823529 5.41176471],1
p1,1,0.012209,6.280193,[ 2 44] ; [2 4],[ 3.53846154 42.46153846] ; [0.46153846 5.53846154],0
s6,1,0.016303,5.769928,[15 31] ; [5 1],[17.69230769 28.30769231] ; [2.30769231 3.69230769],0
d2,1,0.01962,5.445353,[10 36] ; [4 2],[12.38461538 33.61538462] ; [1.61538462 4.38461538],0
b1,1,0.040323,4.204246,[28 18] ; [1 5],[25.65384615 20.34615385] ; [3.34615385 2.65384615],0
b5,1,0.163019,1.945992,[29 17] ; [2 4],[27.42307692 18.57692308] ; [3.57692308 2.42307692],0
r4,1,0.175433,1.835894,[11 35] ; [3 3],[12.38461538 33.61538462] ; [1.61538462 4.38461538],0
d4,1,0.208069,1.584808,[26 20] ; [5 1],[27.42307692 18.57692308] ; [3.57692308 2.42307692],0
p12,1,0.223522,1.481613,[ 2 44] ; [1 5],[ 2.65384615 43.34615385] ; [0.34615385 5.65384615],0
a1,1,0.223522,1.481613,[ 2 44] ; [1 5],[ 2.65384615 43.34615385] ; [0.34615385 5.65384615],0
n6,1,0.243324,1.361232,[27 19] ; [5 1],[28.30769231 17.69230769] ; [3.69230769 2.30769231],0
d5,1,0.332546,0.938959,[25 21] ; [2 4],[23.88461538 22.11538462] ; [3.11538462 2.88461538],0
u2,1,0.348632,0.878431,[14 14] ; [3 1],[14.875 13.125] ; [2.125 1.875],0
p10,1,0.357293,0.847385,[21 24] ; [4 2],[22.05882353 22.94117647] ; [2.94117647 3.05882353],0
r3,1,0.399679,0.709292,[31 15] ; [3 3],[30.07692308 15.92307692] ; [3.92307692 2.07692308],0
s3,1,0.408543,0.683036,[15 30] ; [1 5],[14.11764706 30.88235294] ; [1.88235294 4.11764706],0
s2,1,0.437347,0.603233,[ 9 37] ; [2 4],[ 9.73076923 36.26923077] ; [1.26923077 4.73076923],0
n5,1,0.466581,0.53006,[30 16] ; [3 3],[29.19230769 16.80769231] ; [3.80769231 2.19230769],0
s8,1,0.526093,0.401932,[10 36] ; [2 4],[10.61538462 35.38461538] ; [1.38461538 4.61538462],0
p4,1,0.53679,0.381522,[17 29] ; [3 3],[17.69230769 28.30769231] ; [2.30769231 3.69230769],0
p9,1,0.574727,0.314837,[24 20] ; [4 2],[24.64 19.36] ; [3.36 2.64],0
n4,1,0.636157,0.223803,[26 20] ; [4 2],[26.53846154 19.46153846] ; [3.46153846 2.53846154],0
a6,1,0.685113,0.164427,[19 27] ; [3 3],[19.46153846 26.53846154] ; [2.53846154 3.46153846],0
p7,1,0.685113,0.164427,[19 27] ; [3 3],[19.46153846 26.53846154] ; [2.53846154 3.46153846],0
a5,1,0.685113,0.164427,[19 27] ; [3 3],[19.46153846 26.53846154] ; [2.53846154 3.46153846],0
v4,1,0.685113,0.164427,[27 19] ; [3 3],[26.53846154 19.46153846] ; [3.46153846 2.53846154],0
p3,1,0.706638,0.141658,[12 34] ; [2 4],[12.38461538 33.61538462] ; [1.61538462 4.38461538],0
p2,1,0.708207,0.140074,[27 19] ; [4 2],[27.42307692 18.57692308] ; [3.57692308 2.42307692],0
a3,1,0.753384,0.09871,[18 27] ; [2 4],[17.64705882 27.35294118] ; [2.35294118 3.64705882],0
d3,1,0.762254,0.091519,[20 26] ; [3 3],[20.34615385 25.65384615] ; [2.65384615 3.34615385],0
a4,1,0.774767,0.081879,[10 36] ; [1 5],[ 9.73076923 36.26923077] ; [1.26923077 4.73076923],0
d1,1,0.774767,0.081879,[10 36] ; [1 5],[ 9.73076923 36.26923077] ; [1.26923077 4.73076923],0
a8,1,0.808204,0.058925,[ 9 34] ; [1 5],[ 8.7755102 34.2244898] ; [1.2244898 4.7755102],0
s7,1,0.847798,0.036837,[ 8 32] ; [1 5],[ 7.82608696 32.17391304] ; [1.17391304 4.82608696],0
u3,1,0.871602,0.026122,[ 6 22] ; [1 3],[ 6.125 21.875] ; [0.875 3.125],0
b3,1,0.881863,0.022084,[ 8 20] ; [1 3],[ 7.875 20.125] ; [1.125 2.875],0
b2,1,0.881863,0.022084,[ 8 20] ; [1 3],[ 7.875 20.125] ; [1.125 2.875],0
a7,1,0.920153,0.010048,[22 24] ; [3 3],[22.11538462 23.88461538] ; [2.88461538 3.11538462],0
p6,1,0.943956,0.004942,[ 7 38] ; [1 5],[ 7.05882353 37.94117647] ; [0.94117647 5.05882353],0
r1,1,0.944048,0.004926,[16 30] ; [2 4],[15.92307692 30.07692308] ; [2.07692308 3.92307692],0
s4,1,0.964802,0.001947,[ 8 38] ; [1 5],[ 7.96153846 38.03846154] ; [1.03846154 4.96153846],0
p8,1,1.0,0.0,[15 30] ; [2 4],[15. 30.] ; [2. 4.],0
