Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-05,18.211327,[145  22] ; [36 23],[133.74778761  33.25221239] ; [47.25221239 11.74778761],1
p4,1,0.000252,13.398816,[87 81] ; [15 46],[74.82969432 93.17030568] ; [27.17030568 33.82969432],1
s4,1,0.00075,11.360594,[ 19 149] ; [18 42],[ 27.26315789 140.73684211] ; [ 9.73684211 50.26315789],1
p10,1,0.005859,7.593067,[136  32] ; [38 22],[128.21052632  39.78947368] ; [45.78947368 14.21052632],0
p11,1,0.007388,7.176211,[127  41] ; [35 26],[118.84716157  49.15283843] ; [43.15283843 17.84716157],0
b1,1,0.00747,7.156213,[ 53 115] ; [31 30],[ 61.62445415 106.37554585] ; [22.37554585 38.62445415],0
p7,1,0.008489,6.927316,[87 80] ; [19 40],[78.32743363 88.67256637] ; [27.67256637 31.32743363],0
n3,1,0.016938,5.702836,[36  6] ; [13  9],[32.15625  9.84375] ; [16.84375  5.15625],0
p6,1,0.018151,5.581551,[ 52 115] ; [ 9 50],[ 45.07522124 121.92477876] ; [15.92477876 43.07522124],0
a1,1,0.022313,5.221188,[  6 162] ; [ 7 54],[  9.5371179 158.4628821] ; [ 3.4628821 57.5371179],0
v4,1,0.035255,4.432773,[156  10] ; [52  9],[152.10572687  13.89427313] ; [55.89427313  5.10572687],0
v1,1,0.038604,4.278188,[100  61] ; [28 32],[93.24886878 67.75113122] ; [34.75113122 25.24886878],0
n5,1,0.04671,3.955808,[117  47] ; [35 26],[110.79111111  53.20888889] ; [41.20888889 19.79111111],0
p3,1,0.047621,3.92331,[69 99] ; [16 44],[ 62.63157895 105.36842105] ; [22.36842105 37.63157895],0
a6,1,0.049132,3.870851,[122  46] ; [36 25],[115.91266376  52.08733624] ; [42.08733624 18.91266376],0
n6,1,0.052485,3.760247,[141  25] ; [45 16],[136.01762115  29.98237885] ; [49.98237885 11.01762115],0
r3,1,0.066479,3.367886,[163   3] ; [57  4],[160.88105727   5.11894273] ; [59.11894273  1.88105727],0
r4,1,0.070095,3.280797,[146  22] ; [47 14],[141.58951965  26.41048035] ; [51.41048035  9.58951965],0
u4,1,0.114391,2.492482,[  1 167] ; [ 2 59],[  2.20087336 165.79912664] ; [ 0.79912664 60.20087336],0
a2,1,0.173102,1.855868,[ 45 123] ; [11 50],[ 41.08296943 126.91703057] ; [14.91703057 46.08296943],0
p5,1,0.177253,1.820504,[ 10 158] ; [ 1 60],[  8.069869 159.930131] ; [ 2.930131 58.069869],0
r2,1,0.226765,1.461039,[156   9] ; [54  6],[154.  11.] ; [56.  4.],0
d3,1,0.276503,1.184196,[120  48] ; [39 22],[116.64628821  51.35371179] ; [42.35371179 18.64628821],0
a8,1,0.277587,1.178868,[ 22 128] ; [ 5 51],[ 19.66019417 130.33980583] ; [ 7.33980583 48.66019417],0
n4,1,0.29429,1.099889,[129  38] ; [43 18],[125.98245614  41.01754386] ; [46.01754386 14.98245614],0
p12,1,0.305781,1.048812,[  8 160] ; [ 5 55],[  9.57894737 158.42105263] ; [ 3.42105263 56.57894737],0
r1,1,0.315418,1.00785,[136  31] ; [46 15],[133.30701754  33.69298246] ; [48.69298246 12.30701754],0
s1,1,0.325069,0.968441,[  4 161] ; [ 3 57],[  5.13333333 159.86666667] ; [ 1.86666667 58.13333333],0
