Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,29.247027,[54  7] ; [11 21],[42.6344086 18.3655914] ; [22.3655914  9.6344086],1
p11,1,0.0,26.9695,[53  8] ; [11 21],[41.97849462 19.02150538] ; [22.02150538  9.97849462],1
n6,1,1.2e-05,19.222104,[59  2] ; [20 12],[51.8172043  9.1827957] ; [27.1827957  4.8172043],1
p2,1,5.3e-05,16.320624,[56  5] ; [18 14],[48.53763441 12.46236559] ; [25.46236559  6.53763441],1
p4,1,9e-05,15.343294,[52  9] ; [15 17],[43.94623656 17.05376344] ; [23.05376344  8.94623656],1
p8,1,0.000242,13.472936,[41 18] ; [ 9 22],[32.77777778 26.22222222] ; [17.22222222 13.77777778],1
p9,1,0.00117,10.537916,[58  3] ; [22  9],[53.04347826  7.95652174] ; [26.95652174  4.04347826],0
v1,1,0.002874,8.885766,[37 24] ; [ 9 23],[30.17204301 30.82795699] ; [15.82795699 16.17204301],0
r4,1,0.003955,8.304139,[59  2] ; [25  7],[55.09677419  5.90322581] ; [28.90322581  3.09677419],0
v4,1,0.027382,4.866561,[60  1] ; [28  4],[57.72043011  3.27956989] ; [30.27956989  1.72043011],0
a6,1,0.02896,4.770016,[46 15] ; [17 15],[41.32258065 19.67741935] ; [21.67741935 10.32258065],0
r1,1,0.035466,4.422582,[53  8] ; [22 10],[49.19354839 11.80645161] ; [25.80645161  6.19354839],0
s8,1,0.07462,3.178357,[42 19] ; [16 16],[38.04301075 22.95698925] ; [19.95698925 12.04301075],0
p3,1,0.081387,3.036985,[40 21] ; [15 17],[36.07526882 24.92473118] ; [18.92473118 13.07526882],0
p7,1,0.107076,2.596854,[43 16] ; [18 14],[39.54945055 19.45054945] ; [21.45054945 10.54945055],0
a5,1,0.111706,2.529913,[55  6] ; [25  7],[52.47311828  8.52688172] ; [27.52688172  4.47311828],0
s3,1,0.118466,2.43748,[49 12] ; [21 11],[45.91397849 15.08602151] ; [24.08602151  7.91397849],0
p10,1,0.118958,2.430992,[56  5] ; [25  6],[53.70652174  7.29347826] ; [27.29347826  3.70652174],0
b2,1,0.123761,2.369064,[ 9 26] ; [8 9],[11.44230769 23.55769231] ; [ 5.55769231 11.44230769],0
b3,1,0.123761,2.369064,[ 9 26] ; [8 9],[11.44230769 23.55769231] ; [ 5.55769231 11.44230769],0
p6,1,0.136132,2.221143,[36 24] ; [14 18],[32.60869565 27.39130435] ; [17.39130435 14.60869565],0
n2,1,0.147758,2.095249,[10  3] ; [7 7],[8.18518519 4.81481481] ; [8.81481481 5.18518519],0
u3,1,0.149073,2.081713,[5 4] ; [7 1],[6.35294118 2.64705882] ; [5.64705882 2.35294118],0
d2,1,0.151875,2.053318,[41 20] ; [26  6],[43.94623656 17.05376344] ; [23.05376344  8.94623656],0
b4,1,0.172093,1.864614,[33 28] ; [22 10],[36.07526882 24.92473118] ; [18.92473118 13.07526882],0
a2,1,0.210016,1.571317,[21 40] ; [ 7 25],[18.3655914 42.6344086] ; [ 9.6344086 22.3655914],0
a3,1,0.224554,1.475029,[52  9] ; [24  8],[49.84946237 11.15053763] ; [26.15053763  5.84946237],0
p1,1,0.271953,1.206872,[ 5 56] ; [ 5 27],[ 6.55913978 54.44086022] ; [ 3.44086022 28.55913978],0
n1,1,0.275973,1.186813,[ 3 10] ; [6 8],[4.33333333 8.66666667] ; [4.66666667 9.33333333],0
s2,1,0.462623,0.539542,[48 13] ; [23  9],[46.56989247 14.43010753] ; [24.43010753  7.56989247],0
v3,1,0.466445,0.530386,[22 38] ; [ 9 22],[20.43956044 39.56043956] ; [10.56043956 20.43956044],0
s6,1,0.488888,0.478972,[55  5] ; [27  4],[54.06593407  5.93406593] ; [27.93406593  3.06593407],0
a7,1,0.515831,0.42222,[44 17] ; [21 11],[42.6344086 18.3655914] ; [22.3655914  9.6344086],0
v2,1,0.550591,0.356259,[30 30] ; [17 13],[31.33333333 28.66666667] ; [15.66666667 14.33333333],0
s5,1,0.552215,0.353364,[33 22] ; [16 14],[31.70588235 23.29411765] ; [17.29411765 12.70588235],0
b5,1,0.555401,0.347731,[40 21] ; [19 13],[38.69892473 22.30107527] ; [20.30107527 11.69892473],0
d3,1,0.557923,0.343313,[55  6] ; [30  2],[55.75268817  5.24731183] ; [29.24731183  2.75268817],0
r2,1,0.630668,0.231156,[59  1] ; [30  1],[58.68131868  1.31868132] ; [30.31868132  0.68131868],0
r3,1,0.640753,0.217759,[56  4] ; [29  3],[55.43478261  4.56521739] ; [29.56521739  2.43478261],0
u1,1,0.645362,0.211797,[18 43] ; [ 8 24],[17.05376344 43.94623656] ; [ 8.94623656 23.05376344],0
a4,1,0.694791,0.153947,[35 26] ; [17 15],[34.10752688 26.89247312] ; [17.89247312 14.10752688],0
n3,1,0.744785,0.105965,[10  3] ; [10  4],[9.62962963 3.37037037] ; [10.37037037  3.62962963],0
s7,1,0.792271,0.06936,[39 21] ; [19  9],[39.54545455 20.45454545] ; [18.45454545  9.54545455],0
u2,1,0.818821,0.052469,[5 4] ; [4 4],[4.76470588 4.23529412] ; [4.23529412 3.76470588],0
s1,1,0.954289,0.003286,[ 4 57] ; [ 2 30],[ 3.93548387 57.06451613] ; [ 2.06451613 29.93548387],0
a1,1,0.968212,0.001588,[ 2 59] ; [ 1 31],[ 1.96774194 59.03225806] ; [ 1.03225806 30.96774194],0
b1,1,0.984539,0.000376,[23 38] ; [12 20],[22.95698925 38.04301075] ; [12.04301075 19.95698925],0
