Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,54.971628,[98 26] ; [ 99 158],[64.11548556 59.88451444] ; [132.88451444 124.11548556],1
p12,1,9e-06,19.640554,[ 16 110] ; [  5 260],[  6.76726343 119.23273657] ; [ 14.23273657 250.76726343],1
v1,1,0.000345,12.807935,[77 48] ; [110 151],[60.55699482 64.44300518] ; [126.44300518 134.55699482],1
p5,1,0.002223,9.355288,[ 15 112] ; [ 10 256],[  8.07888041 118.92111959] ; [ 16.92111959 249.07888041],0
p4,1,0.026389,4.930339,[73 51] ; [124 141],[62.79691517 61.20308483] ; [134.20308483 130.79691517],0
n4,1,0.037289,4.337158,[97 29] ; [178  89],[88.16793893 37.83206107] ; [186.83206107  80.16793893],0
a5,1,0.039293,4.248135,[95 32] ; [172  95],[86.06345178 40.93654822] ; [180.93654822  86.06345178],0
u1,1,0.062573,3.46784,[ 20 107] ; [ 25 242],[ 14.50507614 112.49492386] ; [ 30.49492386 236.50507614],0
b4,1,0.067857,3.33411,[85 42] ; [153 114],[76.71573604 50.28426396] ; [161.28426396 105.71573604],0
a3,1,0.08619,2.944134,[85 42] ; [154 112],[77.23409669 49.76590331] ; [161.76590331 104.23409669],0
d2,1,0.095074,2.786288,[60 66] ; [103 163],[52.39285714 73.60714286] ; [110.60714286 155.39285714],0
p10,1,0.099051,2.720759,[101  24] ; [193  71],[94.47300771 30.52699229] ; [199.52699229  64.47300771],0
s8,1,0.120416,2.411899,[32 95] ; [ 49 217],[ 26.17557252 100.82442748] ; [ 54.82442748 211.17557252],0
p3,1,0.125606,2.345982,[60 67] ; [104 162],[52.99745547 74.00254453] ; [111.00254453 154.99745547],0
p8,1,0.131378,2.276144,[68 57] ; [122 142],[61.05398458 63.94601542] ; [128.94601542 135.05398458],0
s4,1,0.133094,2.256037,[ 12 112] ; [ 40 222],[ 16.70466321 107.29533679] ; [ 35.29533679 226.70466321],0
d1,1,0.133202,2.25479,[74 53] ; [134 133],[67.04568528 59.95431472] ; [140.95431472 126.04568528],0
p2,1,0.150626,2.065901,[108  19] ; [210  56],[102.76335878  24.23664122] ; [215.23664122  50.76335878],0
a2,1,0.151491,2.057171,[28 99] ; [ 43 224],[ 22.8857868 104.1142132] ; [ 48.1142132 218.8857868],0
n5,1,0.211535,1.560892,[91 35] ; [174  90],[85.61538462 40.38461538] ; [179.38461538  84.61538462],0
p9,1,0.229816,1.441999,[104  21] ; [205  58],[99.54896907 25.45103093] ; [209.45103093  53.54896907],0
s3,1,0.23379,1.417655,[55 68] ; [102 164],[49.64267352 73.35732648] ; [107.35732648 158.64267352],0
b1,1,0.248222,1.333283,[40 87] ; [100 167],[45.12690355 81.87309645] ; [ 94.87309645 172.12690355],0
s2,1,0.284003,1.147833,[42 84] ; [ 74 190],[37.47692308 88.52307692] ; [ 78.52307692 185.47692308],0
a4,1,0.292221,1.109362,[54 73] ; [ 98 167],[49.24489796 77.75510204] ; [102.75510204 162.24489796],0
a1,1,0.341305,0.905522,[  5 122] ; [  6 261],[  3.54568528 123.45431472] ; [  7.45431472 259.54568528],0
