Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.002891,8.874905,[ 6 42] ; [14 20],[11.70731707 36.29268293] ; [ 8.29268293 25.70731707],0
s3,1,0.003264,8.653663,[20 29] ; [25  9],[26.56626506 22.43373494] ; [18.43373494 15.56626506],0
s7,1,0.005324,7.766016,[ 9 38] ; [16 17],[14.6875 32.3125] ; [10.3125 22.6875],0
n3,1,0.010678,6.518056,[14  2] ; [4 6],[11.07692308  4.92307692] ; [6.92307692 3.07692308],0
d3,1,0.02058,5.362053,[22 27] ; [24 10],[27.15662651 21.84337349] ; [18.84337349 15.15662651],0
s6,1,0.024991,5.02451,[19 29] ; [22 12],[24. 24.] ; [17. 17.],0
a2,1,0.08674,2.933851,[ 2 47] ; [ 5 29],[ 4.13253012 44.86746988] ; [ 2.86746988 31.13253012],0
a3,1,0.106402,2.606857,[20 29] ; [20 14],[23.61445783 25.38554217] ; [16.38554217 17.61445783],0
d4,1,0.127509,2.322575,[29 19] ; [26  8],[32.19512195 15.80487805] ; [22.80487805 11.19512195],0
b3,1,0.137859,2.2017,[ 4 25] ; [ 6 13],[ 6.04166667 22.95833333] ; [ 3.95833333 15.04166667],0
b2,1,0.137859,2.2017,[ 4 25] ; [ 6 13],[ 6.04166667 22.95833333] ; [ 3.95833333 15.04166667],0
d2,1,0.156337,2.009306,[25 24] ; [12 22],[21.84337349 27.15662651] ; [15.15662651 18.84337349],0
n2,1,0.158379,1.989638,[10  6] ; [8 1],[11.52  4.48] ; [6.48 2.52],0
p10,1,0.180941,1.789876,[13 35] ; [14 20],[15.80487805 32.19512195] ; [11.19512195 22.80487805],0
u1,1,0.192557,1.697946,[ 3 46] ; [ 5 29],[ 4.72289157 44.27710843] ; [ 3.27710843 30.72289157],0
v3,1,0.19851,1.6533,[11 38] ; [12 22],[13.57831325 35.42168675] ; [ 9.42168675 24.57831325],0
n1,1,0.241567,1.371429,[8 8] ; [2 6],[6.66666667 9.33333333] ; [3.33333333 4.66666667],0
b1,1,0.257656,1.281308,[32 17] ; [18 16],[29.51807229 19.48192771] ; [20.48192771 13.51807229],0
v2,1,0.288297,1.127557,[19 29] ; [17 16],[21.33333333 26.66666667] ; [14.66666667 18.33333333],0
p11,1,0.290763,1.116085,[26 23] ; [22 12],[28.3373494 20.6626506] ; [19.6626506 14.3373494],0
r4,1,0.378355,0.776041,[40  9] ; [25  9],[38.37349398 10.62650602] ; [26.62650602  7.37349398],0
p8,1,0.429885,0.623135,[24 24] ; [20 14],[25.75609756 22.24390244] ; [18.24390244 15.75609756],0
d5,1,0.433123,0.614435,[29 20] ; [23 11],[30.69879518 18.30120482] ; [21.30120482 12.69879518],0
u3,1,0.449024,0.573113,[16 13] ; [6 8],[14.8372093 14.1627907] ; [7.1627907 6.8372093],0
r3,1,0.452193,0.565149,[42  7] ; [31  3],[43.09638554  5.90361446] ; [29.90361446  4.09638554],0
a7,1,0.452355,0.564744,[30 19] ; [18 16],[28.3373494 20.6626506] ; [19.6626506 14.3373494],0
p6,1,0.467574,0.527702,[16 32] ; [14 20],[17.56097561 30.43902439] ; [12.43902439 21.56097561],0
a6,1,0.482871,0.492372,[25 24] ; [20 14],[26.56626506 22.43373494] ; [18.43373494 15.56626506],0
a8,1,0.486924,0.483316,[ 4 38] ; [ 5 29],[ 4.97368421 37.02631579] ; [ 4.02631579 29.97368421],0
n4,1,0.488713,0.479358,[28 21] ; [22 12],[29.51807229 19.48192771] ; [20.48192771 13.51807229],0
a4,1,0.499836,0.455285,[13 35] ; [ 7 27],[11.70731707 36.29268293] ; [ 8.29268293 25.70731707],0
p1,1,0.505745,0.442861,[ 3 46] ; [ 1 33],[ 2.36144578 46.63855422] ; [ 1.63855422 32.36144578],0
d1,1,0.548238,0.360484,[17 32] ; [14 20],[18.30120482 30.69879518] ; [12.69879518 21.30120482],0
s5,1,0.604833,0.267769,[ 8 40] ; [ 7 26],[ 8.88888889 39.11111111] ; [ 6.11111111 26.88888889],0
p2,1,0.608787,0.261944,[35 14] ; [26  8],[36.01204819 12.98795181] ; [24.98795181  9.01204819],0
v1,1,0.611235,0.25838,[20 29] ; [12 22],[18.89156627 30.10843373] ; [13.10843373 20.89156627],0
a5,1,0.646955,0.20976,[27 22] ; [17 17],[25.97590361 23.02409639] ; [18.02409639 15.97590361],0
s1,1,0.659305,0.194369,[ 3 45] ; [ 3 31],[ 3.51219512 44.48780488] ; [ 2.48780488 31.51219512],0
p5,1,0.722345,0.126257,[ 2 46] ; [ 2 32],[ 2.34146341 45.65853659] ; [ 1.65853659 32.34146341],0
n5,1,0.736548,0.113184,[27 22] ; [20 14],[27.74698795 21.25301205] ; [19.25301205 14.74698795],0
r2,1,0.745045,0.105742,[43  6] ; [29  5],[42.5060241  6.4939759] ; [29.4939759  4.5060241],0
u2,1,0.747322,0.103795,[14 13] ; [8 6],[14.48780488 12.51219512] ; [7.51219512 6.48780488],0
r1,1,0.754211,0.098026,[33 16] ; [24 10],[33.65060241 15.34939759] ; [23.34939759 10.65060241],0
p3,1,0.764552,0.089706,[20 29] ; [15 19],[20.6626506 28.3373494] ; [14.3373494 19.6626506],0
v4,1,0.810695,0.057374,[43  5] ; [31  3],[43.31707317  4.68292683] ; [30.68292683  3.31707317],0
b5,1,0.82603,0.04831,[30 19] ; [20 14],[29.51807229 19.48192771] ; [20.48192771 13.51807229],0
p4,1,0.863263,0.02966,[25 24] ; [18 16],[25.38554217 23.61445783] ; [17.61445783 16.38554217],0
b4,1,0.909276,0.012985,[28 21] ; [19 15],[27.74698795 21.25301205] ; [19.25301205 14.74698795],0
s4,1,0.913379,0.011833,[ 7 42] ; [ 5 28],[ 7.17073171 41.82926829] ; [ 4.82926829 28.17073171],0
n6,1,0.925849,0.008662,[32 16] ; [23 11],[32.19512195 15.80487805] ; [22.80487805 11.19512195],0
