Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.002365,9.242012,[26 14] ; [99 15],[32.46753247  7.53246753] ; [92.53246753 21.46753247],0
p4,1,0.002445,9.181194,[11 30] ; [63 53],[19.32484076 21.67515924] ; [54.67515924 61.32484076],0
p10,1,0.002814,8.924413,[21 19] ; [89 26],[28.38709677 11.61290323] ; [81.61290323 33.38709677],0
n4,1,0.003899,8.330073,[23 18] ; [92 24],[30.03184713 10.96815287] ; [84.96815287 31.03184713],0
s1,1,0.005492,7.709965,[ 5 36] ; [  2 113],[ 1.83974359 39.16025641] ; [  5.16025641 109.83974359],0
a7,1,0.012052,6.303261,[23 18] ; [89 27],[29.24840764 11.75159236] ; [82.75159236 33.24840764],0
r3,1,0.01836,5.561438,[34  7] ; [109   6],[37.58333333  3.41666667] ; [105.41666667   9.58333333],0
n5,1,0.027509,4.858604,[22 19] ; [84 32],[27.68152866 13.31847134] ; [78.31847134 37.68152866],0
n6,1,0.033653,4.512226,[26 15] ; [92 23],[31.01282051  9.98717949] ; [86.98717949 28.01282051],0
d5,1,0.033881,4.500689,[27 14] ; [95 21],[31.85987261  9.14012739] ; [90.14012739 25.85987261],0
v4,1,0.052038,3.774549,[35  6] ; [109   6],[37.84615385  3.15384615] ; [106.15384615   8.84615385],0
p8,1,0.065056,3.40355,[ 7 34] ; [37 78],[11.56410256 29.43589744] ; [32.43589744 82.56410256],0
s4,1,0.069435,3.296321,[ 9 30] ; [ 13 102],[ 5.57142857 33.42857143] ; [16.42857143 98.57142857],0
a1,1,0.079587,3.073318,[ 3 38] ; [  2 114],[ 1.30573248 39.69426752] ; [  3.69426752 112.30573248],0
d4,1,0.091998,2.839064,[28 13] ; [94 22],[31.85987261  9.14012739] ; [90.14012739 25.85987261],0
n1,1,0.118082,2.442581,[10  7] ; [ 9 17],[7.51162791 9.48837209] ; [11.48837209 14.51162791],0
v2,1,0.119289,2.426629,[19 19] ; [72 40],[23.05333333 14.94666667] ; [67.94666667 44.05333333],0
d3,1,0.135973,2.22295,[23 18] ; [80 36],[26.89808917 14.10191083] ; [76.10191083 39.89808917],0
u3,1,0.136191,2.220479,[10  2] ; [24 16],[7.84615385 4.15384615] ; [26.15384615 13.84615385],0
p11,1,0.139349,2.185139,[25 16] ; [85 31],[28.72611465 12.27388535] ; [81.27388535 34.72611465],0
r1,1,0.153064,2.041444,[28 13] ; [92 24],[31.33757962  9.66242038] ; [88.66242038 27.33757962],0
r4,1,0.167708,1.90331,[32  9] ; [101  15],[34.73248408  6.26751592] ; [98.26751592 17.73248408],0
p1,1,0.197982,1.657195,[ 6 35] ; [  9 107],[ 3.91719745 37.08280255] ; [ 11.08280255 104.91719745],0
b2,1,0.242145,1.368062,[13 13] ; [25 43],[10.5106383 15.4893617] ; [27.4893617 40.5106383],0
b3,1,0.242145,1.368062,[13 13] ; [25 43],[10.5106383 15.4893617] ; [27.4893617 40.5106383],0
r2,1,0.301575,1.067219,[37  4] ; [110   6],[38.38853503  2.61146497] ; [108.61146497   7.38853503],0
p12,1,0.301656,1.066858,[ 2 38] ; [ 12 103],[ 3.61290323 36.38709677] ; [ 10.38709677 104.61290323],0
p3,1,0.367222,0.813044,[12 28] ; [44 72],[14.35897436 25.64102564] ; [41.64102564 74.35897436],0
a3,1,0.416885,0.659079,[29 11] ; [76 40],[26.92307692 13.07692308] ; [78.07692308 37.92307692],0
d1,1,0.422982,0.642014,[20 21] ; [65 51],[22.19745223 18.80254777] ; [62.80254777 53.19745223],0
a4,1,0.456986,0.553268,[21 19] ; [53 63],[18.97435897 21.02564103] ; [55.02564103 60.97435897],0
s3,1,0.460372,0.544989,[22 17] ; [56 57],[20.01315789 18.98684211] ; [57.98684211 55.01315789],0
d2,1,0.508411,0.437336,[21 20] ; [52 63],[19.18589744 21.81410256] ; [53.81410256 61.18589744],0
a8,1,0.510307,0.433437,[ 3 35] ; [12 90],[ 4.07142857 33.92857143] ; [10.92857143 91.07142857],0
a5,1,0.592777,0.286028,[29 12] ; [87 29],[30.29299363 10.70700637] ; [85.70700637 30.29299363],0
b1,1,0.60179,0.272305,[16 25] ; [40 76],[14.62420382 26.37579618] ; [41.37579618 74.62420382],0
v3,1,0.602803,0.270789,[17 20] ; [46 66],[15.6442953 21.3557047] ; [47.3557047 64.6442953],0
b4,1,0.634276,0.226307,[23 18] ; [70 46],[24.2866242 16.7133758] ; [68.7133758 47.2866242],0
a6,1,0.656034,0.198377,[26 15] ; [78 38],[27.15923567 13.84076433] ; [76.84076433 39.15923567],0
b5,1,0.656034,0.198377,[26 15] ; [78 38],[27.15923567 13.84076433] ; [76.84076433 39.15923567],0
s5,1,0.703619,0.144734,[11 25] ; [30 80],[10.10958904 25.89041096] ; [30.89041096 79.10958904],0
p5,1,0.735774,0.113876,[ 3 36] ; [ 11 105],[ 3.52258065 35.47741935] ; [ 10.47741935 105.52258065],0
n3,1,0.756871,0.095847,[11  6] ; [18  8],[11.46511628  5.53488372] ; [17.53488372  8.46511628],0
s6,1,0.77043,0.085154,[25 14] ; [76 38],[25.74509804 13.25490196] ; [75.25490196 38.74509804],0
a2,1,0.795813,0.066962,[10 31] ; [26 90],[ 9.40127389 31.59872611] ; [26.59872611 89.40127389],0
u2,1,0.842369,0.039547,[7 5] ; [24 15],[7.29411765 4.70588235] ; [23.70588235 15.29411765],0
s7,1,0.865132,0.028847,[16 23] ; [46 62],[16.44897959 22.55102041] ; [45.55102041 62.44897959],0
s8,1,0.943456,0.005031,[15 26] ; [41 73],[14.81290323 26.18709677] ; [41.18709677 72.81290323],0
u4,1,0.958998,0.002643,[ 1 40] ; [  3 113],[ 1.04458599 39.95541401] ; [  2.95541401 113.04458599],0
n2,1,0.972606,0.001179,[13  4] ; [20  6],[13.04651163  3.95348837] ; [19.95348837  6.04651163],0
s2,1,0.984509,0.000377,[21 19] ; [59 53],[21.05263158 18.94736842] ; [58.94736842 53.05263158],0
p6,1,0.994992,3.9e-05,[ 7 33] ; [20 94],[ 7.01298701 32.98701299] ; [19.98701299 94.01298701],0
u1,1,0.997389,1.1e-05,[ 6 35] ; [17 99],[ 6.00636943 34.99363057] ; [16.99363057 99.00636943],0
