Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,299.397912,[643  62] ; [36 97],[571.23508353 133.76491647] ; [107.76491647  25.23508353],1
p11,1,0.0,49.455923,[585 122] ; [75 60],[554.18052257 152.81947743] ; [105.81947743  29.18052257],1
p2,1,0.0,39.844933,[606  97] ; [86 49],[580.5202864 122.4797136] ; [111.4797136  23.5202864],1
s6,1,0.0,26.011595,[492 203] ; [64 69],[466.69082126 228.30917874] ; [89.30917874 43.69082126],1
n5,1,1e-06,23.560066,[546 157] ; [78 57],[523.47494033 179.52505967] ; [100.52505967  34.47494033],1
b1,1,1e-06,23.261818,[238 469] ; [75 60],[262.81591449 444.18408551] ; [50.18408551 84.81591449],1
s8,1,3e-06,21.582799,[339 365] ; [35 98],[314.57108722 389.42891278] ; [59.42891278 73.57108722],1
s7,1,2.5e-05,17.799902,[356 324] ; [41 87],[334.10891089 345.89108911] ; [62.89108911 65.10891089],1
v1,1,2.6e-05,17.70769,[394 291] ; [51 84],[371.73780488 313.26219512] ; [73.26219512 61.73780488],1
p8,1,2.8e-05,17.552179,[385 312] ; [48 87],[362.74158654 334.25841346] ; [70.25841346 64.74158654],1
n6,1,3.1e-05,17.370418,[610  93] ; [98 37],[593.94272076 109.05727924] ; [114.05727924  20.94272076],1
p3,1,3.8e-05,16.948766,[373 331] ; [45 89],[351.15990453 352.84009547] ; [66.84009547 67.15990453],1
p4,1,0.000109,14.974228,[435 267] ; [59 75],[414.81818182 287.18181818] ; [79.18181818 54.81818182],1
p6,1,0.000109,14.967276,[277 421] ; [ 29 103],[257.33493976 440.66506024] ; [48.66506024 83.33493976],1
s2,1,0.00014,14.497504,[382 320] ; [48 84],[361.94244604 340.05755396] ; [68.05755396 63.94244604],1
r4,1,0.000342,12.827642,[671  36] ; [117  18],[661.65795724  45.34204276] ; [126.34204276   8.65795724],1
s5,1,0.000461,12.267545,[247 431] ; [ 27 104],[229.631644 448.368356] ; [44.368356 86.631644],1
d1,1,0.000731,11.408568,[435 272] ; [62 73],[417.31472684 289.68527316] ; [79.68527316 55.31472684],1
p12,1,0.000933,10.955795,[ 64 640] ; [  1 133],[ 54.60620525 649.39379475] ; [ 10.39379475 123.60620525],1
p7,1,0.001355,10.26625,[453 236] ; [68 65],[436.70194647 252.29805353] ; [84.29805353 48.70194647],0
v2,1,0.001535,10.036592,[392 282] ; [57 75],[375.46650124 298.53349876] ; [73.53349876 58.46650124],0
p5,1,0.003074,8.762906,[ 87 614] ; [  5 130],[ 77.14354067 623.85645933] ; [ 14.85645933 120.14354067],0
n4,1,0.0031,8.747882,[553 152] ; [90 45],[539.66071429 165.33928571] ; [103.33928571  31.66071429],0
d4,1,0.004231,8.18184,[588 116] ; [98 36],[576.30548926 127.69451074] ; [109.69451074  24.30548926],0
a3,1,0.004968,7.891003,[516 187] ; [83 52],[502.50238663 200.49761337] ; [96.49761337 38.50238663],0
a5,1,0.008179,6.993817,[533 174] ; [87 48],[520.59382423 186.40617577] ; [99.40617577 35.59382423],0
