Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,29.078438,[46 18] ; [ 6 31],[32.95049505 31.04950495] ; [19.04950495 17.95049505],1
p6,1,0.000114,14.883312,[29 34] ; [ 3 33],[20.36363636 42.63636364] ; [11.63636364 24.36363636],1
p2,1,0.000543,11.960366,[58  6] ; [23 14],[51.32673267 12.67326733] ; [29.67326733  7.32673267],1
r4,1,0.008487,6.927766,[61  3] ; [29  8],[57.02970297  6.97029703] ; [32.97029703  4.02970297],0
v4,1,0.015327,5.878523,[62  1] ; [32  5],[59.22  3.78] ; [34.78  2.22],0
b5,1,0.028077,4.823342,[27 37] ; [24 13],[32.31683168 31.68316832] ; [18.68316832 18.31683168],0
p11,1,0.028393,4.804065,[55  9] ; [25 12],[50.69306931 13.30693069] ; [29.30693069  7.69306931],0
n4,1,0.030586,4.676061,[48 16] ; [20 17],[43.08910891 20.91089109] ; [24.91089109 12.08910891],0
n5,1,0.037592,4.323402,[49 15] ; [21 16],[44.35643564 19.64356436] ; [25.64356436 11.35643564],0
p3,1,0.040787,4.184854,[36 28] ; [13 24],[31.04950495 32.95049505] ; [17.95049505 19.04950495],0
p4,1,0.044423,4.040404,[40 24] ; [15 21],[35.2 28.8] ; [19.8 16.2],0
p10,1,0.056289,3.643481,[56  8] ; [26 10],[52.48 11.52] ; [29.52  6.48],0
v2,1,0.067154,3.35126,[36 26] ; [14 22],[31.63265306 30.36734694] ; [18.36734694 17.63265306],0
u2,1,0.098281,2.733211,[ 5 16] ; [8 8],[ 7.37837838 13.62162162] ; [ 5.62162162 10.37837838],0
p1,1,0.102745,2.662403,[ 5 58] ; [ 7 30],[ 7.56 55.44] ; [ 4.44 32.56],0
d5,1,0.10821,2.580174,[55  9] ; [27 10],[51.96039604 12.03960396] ; [30.03960396  6.96039604],0
s8,1,0.175488,1.835422,[18 46] ; [ 6 31],[15.20792079 48.79207921] ; [ 8.79207921 28.20792079],0
p9,1,0.183647,1.767857,[54  9] ; [27  9],[51.54545455 11.45454545] ; [29.45454545  6.54545455],0
r3,1,0.20011,1.641568,[60  4] ; [31  5],[58.24  5.76] ; [32.76  3.24],0
a6,1,0.213068,1.550456,[37 27] ; [26 11],[39.92079208 24.07920792] ; [23.07920792 13.92079208],0
n2,1,0.256839,1.285714,[6 3] ; [8 1],[7. 2.] ; [7. 2.],0
a8,1,0.292184,1.109529,[ 8 55] ; [ 2 32],[ 6.49484536 56.50515464] ; [ 3.50515464 30.49484536],0
a7,1,0.316781,1.002193,[38 26] ; [25 11],[40.32 23.68] ; [22.68 13.32],0
n3,1,0.317311,1.0,[7 2] ; [5 4],[6. 3.] ; [6. 3.],0
a3,1,0.32169,0.982063,[42 21] ; [21 16],[39.69 23.31] ; [23.31 13.69],0
r1,1,0.348501,0.878906,[53 11] ; [27  9],[51.2 12.8] ; [28.8  7.2],0
u1,1,0.38525,0.753883,[11 53] ; [ 4 33],[ 9.5049505 54.4950495] ; [ 5.4950495 31.5049505],0
b1,1,0.429151,0.62512,[24 40] ; [11 26],[22.17821782 41.82178218] ; [12.82178218 24.17821782],0
n6,1,0.445314,0.582551,[57  7] ; [31  6],[55.76237624  8.23762376] ; [32.23762376  4.76237624],0
d1,1,0.467479,0.527929,[41 23] ; [21 16],[39.28712871 24.71287129] ; [22.71287129 14.28712871],0
s2,1,0.472948,0.515079,[26 37] ; [18 19],[27.72 35.28] ; [16.28 20.72],0
