Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,73.799466,[207  32] ; [29 48],[178.49367089  60.50632911] ; [57.50632911 19.49367089],1
n6,1,0.0,30.612358,[220  18] ; [52 25],[205.51111111  32.48888889] ; [66.48888889 10.51111111],1
v1,1,0.000179,14.040555,[143  92] ; [28 49],[128.79807692 106.20192308] ; [42.20192308 34.79807692],1
p4,1,0.000412,12.478992,[156  82] ; [33 44],[142.8  95.2] ; [46.2 30.8],1
a7,1,0.002233,9.347335,[165  74] ; [66 10],[175.26666667  63.73333333] ; [55.73333333 20.26666667],0
v2,1,0.003915,8.322776,[143  89] ; [32 43],[132.247557  99.752443] ; [42.752443 32.247557],0
p11,1,0.00864,6.895719,[205  34] ; [56 21],[197.40189873  41.59810127] ; [63.59810127 13.40189873],0
p3,1,0.009506,6.725232,[127 111] ; [28 49],[117.11111111 120.88888889] ; [37.88888889 39.11111111],0
a5,1,0.010363,6.571356,[187  52] ; [49 28],[178.49367089  60.50632911] ; [57.50632911 19.49367089],0
u1,1,0.01749,5.646545,[ 42 197] ; [ 5 72],[ 35.54746835 203.45253165] ; [11.45253165 65.54746835],0
n2,1,0.01969,5.439168,[38 12] ; [10 11],[33.8028169 16.1971831] ; [14.1971831  6.8028169],0
d2,1,0.028049,4.825028,[108 130] ; [24 53],[ 99.73333333 138.26666667] ; [32.26666667 44.73333333],0
s4,1,0.032834,4.554439,[ 24 211] ; [15 62],[ 29.375 205.625] ; [ 9.625 67.375],0
p2,1,0.03965,4.232785,[205  32] ; [59 18],[199.2611465  37.7388535] ; [64.7388535 12.2611465],0
a2,1,0.051549,3.79035,[ 52 187] ; [ 9 68],[ 46.13607595 192.86392405] ; [14.86392405 62.13607595],0
a6,1,0.096872,2.756305,[170  69] ; [47 30],[164.12341772  74.87658228] ; [52.87658228 24.12341772],0
p8,1,0.106939,2.598879,[140  94] ; [38 39],[133.92926045 100.07073955] ; [44.07073955 32.92926045],0
a4,1,0.126946,2.329459,[107 131] ; [27 50],[101.24444444 136.75555556] ; [32.75555556 44.24444444],0
s6,1,0.130897,2.281836,[118 118] ; [30 45],[112.30868167 123.69131833] ; [35.69131833 39.30868167],0
d3,1,0.16651,1.914085,[155  83] ; [56 20],[159.92993631  78.07006369] ; [51.07006369 24.92993631],0
r3,1,0.177392,1.819335,[224  14] ; [69  8],[221.37777778  16.62222222] ; [71.62222222  5.37777778],0
n3,1,0.17753,1.818182,[36 13] ; [12  9],[33.6 15.4] ; [14.4  6.6],0
p9,1,0.194567,1.682695,[226  12] ; [70  7],[223.64444444  14.35555556] ; [72.35555556  4.64444444],0
n1,1,0.207702,1.587373,[17 33] ; [ 4 17],[14.78873239 35.21126761] ; [ 6.21126761 14.78873239],0
a3,1,0.225885,1.466585,[166  72] ; [48 29],[161.68888889  76.31111111] ; [52.31111111 24.68888889],0
v3,1,0.232656,1.424548,[ 94 140] ; [24 50],[ 89.64935065 144.35064935] ; [28.35064935 45.64935065],0
p6,1,0.241515,1.371727,[ 86 151] ; [22 54],[ 81.77635783 155.22364217] ; [26.22364217 49.77635783],0
u3,1,0.244388,1.355102,[36 37] ; [18 11],[38.64705882 34.35294118] ; [15.35294118 13.64705882],0
r1,1,0.251302,1.316052,[186  53] ; [55 22],[182.27531646  56.72468354] ; [58.72468354 18.27531646],0
s1,1,0.254147,1.300362,[  4 233] ; [ 3 74],[  5.28343949 231.71656051] ; [ 1.71656051 75.28343949],0
p7,1,0.261241,1.26217,[154  81] ; [45 32],[149.88782051  85.11217949] ; [49.11217949 27.88782051],0
b1,1,0.287905,1.12939,[ 84 155] ; [22 55],[ 80.17088608 158.82911392] ; [25.82911392 51.17088608],0
b5,1,0.321742,0.981852,[140  99] ; [50 27],[143.70253165  95.29746835] ; [46.29746835 30.70253165],0
a8,1,0.344108,0.895066,[ 26 183] ; [ 6 66],[ 23.80071174 185.19928826] ; [ 8.19928826 63.80071174],0
d1,1,0.368139,0.809937,[132 107] ; [38 39],[128.57594937 110.42405063] ; [41.42405063 35.57594937],0
b2,1,0.428849,0.625939,[57 81] ; [13 25],[54.88636364 83.11363636] ; [15.11363636 22.88636364],0
b3,1,0.428849,0.625939,[57 81] ; [13 25],[54.88636364 83.11363636] ; [15.11363636 22.88636364],0
a1,1,0.441045,0.593561,[ 11 228] ; [ 2 75],[  9.83227848 229.16772152] ; [ 3.16772152 73.83227848],0
d5,1,0.495436,0.464699,[197  42] ; [60 16],[194.99365079  44.00634921] ; [62.00634921 13.99365079],0
p12,1,0.502548,0.449553,[ 14 224] ; [ 3 74],[ 12.84444444 225.15555556] ; [ 4.15555556 72.84444444],0
v4,1,0.51041,0.433227,[228  11] ; [72  5],[226.89873418  12.10126582] ; [73.10126582  3.89873418],0
b4,1,0.528631,0.397022,[133 106] ; [46 31],[135.38291139 103.61708861] ; [43.61708861 33.38291139],0
p5,1,0.541627,0.372532,[ 31 207] ; [ 8 69],[ 29.46666667 208.53333333] ; [ 9.53333333 67.46666667],0
r2,1,0.546124,0.364307,[214  22] ; [68  9],[212.62619808  23.37380192] ; [69.37380192  7.62619808],0
s2,1,0.553622,0.350868,[ 38 200] ; [10 66],[ 36.38216561 201.61783439] ; [11.61783439 64.38216561],0
u2,1,0.585932,0.296742,[41 32] ; [18 11],[42.2254902 30.7745098] ; [16.7745098 12.2254902],0
s7,1,0.588117,0.293294,[ 72 151] ; [22 54],[ 70.10702341 152.89297659] ; [23.89297659 52.10702341],0
s8,1,0.658819,0.194961,[ 68 170] ; [20 57],[ 66.48888889 171.51111111] ; [21.51111111 55.48888889],0
r4,1,0.693825,0.154976,[209  30] ; [66 11],[207.99050633  31.00949367] ; [67.00949367  9.99050633],0
s5,1,0.790094,0.070856,[ 60 175] ; [18 57],[ 59.12903226 175.87096774] ; [18.87096774 56.12903226],0
p1,1,0.87291,0.025588,[ 20 219] ; [ 6 71],[ 19.66455696 219.33544304] ; [ 6.33544304 70.66455696],0
d4,1,0.971679,0.00126,[192  47] ; [62 15],[192.10759494  46.89240506] ; [61.89240506 15.10759494],0
