Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.995635,[156  13] ; [4 8],[149.39226519  19.60773481] ; [10.60773481  1.39226519],1
r3,1,2e-06,22.765019,[160   8] ; [7 5],[155.86666667  12.13333333] ; [11.13333333  0.86666667],1
r1,1,0.000175,14.079914,[135  33] ; [4 8],[129.73333333  38.26666667] ; [9.26666667 2.73333333],1
r2,1,0.000655,11.611931,[157  10] ; [8 4],[153.93854749  13.06145251] ; [11.06145251  0.93854749],1
s7,1,0.003623,8.463622,[86 72] ; [ 1 10],[81.33727811 76.66272189] ; [5.66272189 5.33727811],0
a7,1,0.009168,6.789882,[118  51] ; [4 8],[113.91160221  55.08839779] ; [8.08839779 3.91160221],0
n6,1,0.010486,6.550414,[143  26] ; [6 5],[139.89444444  29.10555556] ; [9.10555556 1.89444444],0
p2,1,0.024189,5.081007,[142  27] ; [7 5],[139.12154696  29.87845304] ; [9.87845304 2.12154696],0
p11,1,0.027065,4.886668,[132  37] ; [6 6],[128.85082873  40.14917127] ; [9.14917127 2.85082873],0
a4,1,0.055728,3.660181,[76 93] ; [ 2 10],[72.82872928 96.17127072] ; [5.17127072 6.82872928],0
s8,1,0.069022,3.306122,[73 95] ; [ 2 10],[70. 98.] ; [5. 7.],0
u3,1,0.075476,3.159733,[27 22] ; [1 5],[24.94545455 24.05454545] ; [3.05454545 2.94545455],0
p10,1,0.093533,2.8125,[133  35] ; [7 5],[130.66666667  37.33333333] ; [9.33333333 2.66666667],0
v3,1,0.11648,2.464018,[ 52 113] ; [ 1 10],[ 49.6875 115.3125] ; [3.3125 7.6875],0
p8,1,0.128452,2.311112,[107  61] ; [5 7],[104.53333333  63.46666667] ; [7.46666667 4.53333333],0
a3,1,0.139333,2.185311,[119  50] ; [6 6],[116.71270718  52.28729282] ; [8.28729282 3.71270718],0
p9,1,0.164523,1.932149,[139  29] ; [8 4],[137.2  30.8] ; [9.8 2.2],0
b4,1,0.203393,1.617844,[95 74] ; [9 3],[97.10497238 71.89502762] ; [6.89502762 5.10497238],0
