Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,142.791833,[25 72] ; [235  28],[70.05555556 26.94444444] ; [189.94444444  73.05555556],1
s6,1,0.0,40.389204,[59 38] ; [232  26],[79.51267606 17.48732394] ; [211.48732394  46.51267606],1
r2,1,0.003055,8.774202,[86  9] ; [253   6],[90.97457627  4.02542373] ; [248.02542373  10.97457627],0
s8,1,0.004504,8.06866,[52 44] ; [184  78],[63.2849162 32.7150838] ; [172.7150838  89.2849162],0
s5,1,0.007626,7.119171,[29 67] ; [115 135],[39.95375723 56.04624277] ; [104.04624277 145.95375723],0
s4,1,0.024372,5.067991,[15 81] ; [ 71 191],[23.06145251 72.93854749] ; [ 62.93854749 199.06145251],0
v4,1,0.035694,4.41168,[89  8] ; [252   8],[92.65266106  4.34733894] ; [248.34733894  11.65266106],0
n2,1,0.047263,3.936011,[18 10] ; [46  9],[21.59036145  6.40963855] ; [42.40963855 12.59036145],0
r1,1,0.093296,2.816569,[74 23] ; [220  42],[79.43732591 17.56267409] ; [214.56267409  47.43732591],0
p11,1,0.111923,2.52686,[69 28] ; [208  55],[74.63611111 22.36388889] ; [202.36388889  60.63611111],0
p7,1,0.115574,2.476303,[58 38] ; [176  78],[64.18285714 31.81714286] ; [169.81714286  84.18285714],0
b1,1,0.138171,2.19821,[34 63] ; [115 148],[40.14722222 56.85277778] ; [108.85277778 154.14722222],0
d1,1,0.155265,2.019744,[54 43] ; [168  95],[59.81666667 37.18333333] ; [162.18333333 100.81666667],0
n4,1,0.165423,1.923941,[74 23] ; [216  45],[78.57541899 18.42458101] ; [211.42458101  49.57541899],0
n5,1,0.171417,1.87051,[70 26] ; [208  53],[74.75630252 21.24369748] ; [203.24369748  57.75630252],0
p9,1,0.183342,1.770327,[79 16] ; [231  30],[82.7247191 12.2752809] ; [227.2752809  33.7247191],0
a8,1,0.205343,1.603959,[11 72] ; [ 47 195],[14.81230769 68.18769231] ; [ 43.18769231 198.81230769],0
u3,1,0.22213,1.490559,[14  9] ; [36 12],[16.1971831  6.8028169] ; [33.8028169 14.1971831],0
a4,1,0.22707,1.459122,[42 54] ; [134 129],[47.06406685 48.93593315] ; [128.93593315 134.06406685],0
p6,1,0.23827,1.390799,[45 50] ; [105 155],[40.14084507 54.85915493] ; [109.85915493 150.14084507],0
p2,1,0.241842,1.369824,[78 19] ; [224  38],[81.59888579 15.40111421] ; [220.40111421  41.59888579],0
d4,1,0.247806,1.33563,[78 19] ; [223  38],[81.55586592 15.44413408] ; [219.44413408  41.55586592],0
r3,1,0.250604,1.319933,[91  6] ; [252   9],[92.93575419  4.06424581] ; [250.06424581  10.93575419],0
s1,1,0.275364,1.189831,[ 2 94] ; [ 12 248],[ 3.7752809 92.2247191] ; [ 10.2247191 249.7752809],0
r4,1,0.285761,1.139484,[84 13] ; [238  25],[86.76111111 10.23888889] ; [235.23888889  27.76111111],0
a3,1,0.290166,1.118851,[74 22] ; [215  47],[77.4972067 18.5027933] ; [211.5027933  50.4972067],0
p8,1,0.316511,1.003309,[44 51] ; [135 123],[48.17280453 46.82719547] ; [130.82719547 127.17280453],0
v3,1,0.330627,0.946441,[45 51] ; [104 149],[40.98567335 55.01432665] ; [108.01432665 144.98567335],0
v1,1,0.379278,0.773042,[56 39] ; [138 119],[52.35795455 42.64204545] ; [141.64204545 115.35795455],0
b2,1,0.396435,0.719114,[31 39] ; [ 68 109],[28.05668016 41.94331984] ; [ 70.94331984 106.05668016],0
b3,1,0.396435,0.719114,[31 39] ; [ 68 109],[28.05668016 41.94331984] ; [ 70.94331984 106.05668016],0
b4,1,0.41191,0.673282,[51 46] ; [151 112],[54.42777778 42.57222222] ; [147.57222222 115.42777778],0
a2,1,0.421628,0.645772,[26 71] ; [ 82 181],[29.1 67.9] ; [ 78.9 184.1],0
v2,1,0.449205,0.572657,[55 41] ; [158  98],[58.09090909 37.90909091] ; [154.90909091 101.09090909],0
a5,1,0.513992,0.425931,[74 23] ; [209  54],[76.25277778 20.74722222] ; [206.74722222  56.25277778],0
d2,1,0.521292,0.411337,[50 47] ; [145 117],[52.68802228 44.31197772] ; [142.31197772 119.68802228],0
n1,1,0.539103,0.377204,[12 16] ; [27 27],[13.31707317 14.68292683] ; [25.68292683 28.31707317],0
u2,1,0.591827,0.2875,[14  9] ; [31 15],[15.  8.] ; [30. 16.],0
p4,1,0.621719,0.243459,[62 35] ; [160 102],[59.98328691 37.01671309] ; [162.01671309  99.98328691],0
p12,1,0.655007,0.199646,[ 5 91] ; [ 17 245],[ 5.89944134 90.10055866] ; [ 16.10055866 245.89944134],0
