Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.00081,11.218421,[13 17] ; [45 12],[20. 10.] ; [38. 19.],1
s8,1,0.023997,5.09483,[10 22] ; [32 25],[15.1011236 16.8988764] ; [26.8988764 30.1011236],0
p9,1,0.047569,3.925142,[19 11] ; [47 10],[22.75862069  7.24137931] ; [43.24137931 13.75862069],0
n3,1,0.127124,2.327273,[13  3] ; [9 7],[11.  5.] ; [11.  5.],0
u2,1,0.1322,2.266484,[7 4] ; [19  3],[8.66666667 2.33333333] ; [17.33333333  4.66666667],0
v2,1,0.142098,2.155095,[18 10] ; [25 28],[14.86419753 13.13580247] ; [28.13580247 24.86419753],0
v3,1,0.143976,2.134944,[10 18] ; [11 42],[ 7.25925926 20.74074074] ; [13.74074074 39.25925926],0
n2,1,0.144127,2.133333,[12  4] ; [15  1],[13.5  2.5] ; [13.5  2.5],0
n1,1,0.144127,2.133333,[ 4 12] ; [8 8],[ 6. 10.] ; [ 6. 10.],0
b5,1,0.151679,2.055283,[17 15] ; [39 18],[20.13483146 11.86516854] ; [35.86516854 21.13483146],0
n5,1,0.165963,1.919034,[11 20] ; [29 28],[14.09090909 16.90909091] ; [25.90909091 31.09090909],0
r2,1,0.171081,1.873442,[30  2] ; [46  9],[27.95402299  4.04597701] ; [48.04597701  6.95402299],0
p7,1,0.186762,1.742978,[16 14] ; [36 17],[18.79518072 11.20481928] ; [33.20481928 19.79518072],0
v4,1,0.233569,1.418997,[28  4] ; [53  3],[29.45454545  2.54545455] ; [51.54545455  4.45454545],0
p8,1,0.236511,1.401273,[11 19] ; [28 28],[13.60465116 16.39534884] ; [25.39534884 30.60465116],0
p2,1,0.242404,1.366558,[23  9] ; [47 10],[25.16853933  6.83146067] ; [44.83146067 12.16853933],0
a2,1,0.288817,1.125129,[ 8 24] ; [ 9 48],[ 6.11235955 25.88764045] ; [10.88764045 46.11235955],0
d3,1,0.292781,1.10679,[23  8] ; [36 21],[20.78409091 10.21590909] ; [38.21590909 18.78409091],0
n4,1,0.335519,0.927478,[14 18] ; [31 26],[16.17977528 15.82022472] ; [28.82022472 28.17977528],0
s4,1,0.338393,0.916511,[ 9 23] ; [11 46],[ 7.19101124 24.80898876] ; [12.80898876 44.19101124],0
a7,1,0.403819,0.696925,[23  9] ; [36 21],[21.21348315 10.78651685] ; [37.78651685 19.21348315],0
b1,1,0.42128,0.64674,[18 14] ; [27 30],[16.17977528 15.82022472] ; [28.82022472 28.17977528],0
s2,1,0.457711,0.551486,[20 12] ; [31 26],[18.33707865 13.66292135] ; [32.66292135 24.33707865],0
p1,1,0.457854,0.551135,[ 3 29] ; [ 3 54],[ 2.15730337 29.84269663] ; [ 3.84269663 53.15730337],0
d5,1,0.464302,0.535503,[25  6] ; [42 15],[23.60227273  7.39772727] ; [43.39772727 13.60227273],0
b2,1,0.46915,0.523977,[ 4 14] ; [12 26],[ 5.14285714 12.85714286] ; [10.85714286 27.14285714],0
b3,1,0.46915,0.523977,[ 4 14] ; [12 26],[ 5.14285714 12.85714286] ; [10.85714286 27.14285714],0
b4,1,0.472459,0.516219,[16 16] ; [33 24],[17.61797753 14.38202247] ; [31.38202247 25.61797753],0
u1,1,0.498504,0.45812,[ 2 30] ; [ 6 51],[ 2.87640449 29.12359551] ; [ 5.12359551 51.87640449],0
s7,1,0.532802,0.389044,[16 15] ; [25 31],[14.6091954 16.3908046] ; [26.3908046 29.6091954],0
a4,1,0.534683,0.385483,[11 21] ; [16 41],[ 9.70786517 22.29213483] ; [17.29213483 39.70786517],0
p3,1,0.550435,0.356538,[15 17] ; [23 34],[13.66292135 18.33707865] ; [24.33707865 32.66292135],0
s3,1,0.570114,0.322491,[21 11] ; [40 16],[22.18181818  9.81818182] ; [38.81818182 17.18181818],0
a8,1,0.573915,0.316176,[ 5 26] ; [ 6 45],[ 4.15853659 26.84146341] ; [ 6.84146341 44.15853659],0
r1,1,0.608815,0.261905,[25  7] ; [41 15],[24.  8.] ; [42. 14.],0
s5,1,0.62018,0.245614,[10 18] ; [17 39],[ 9. 19.] ; [18. 38.],0
a6,1,0.709699,0.138578,[20 11] ; [39 18],[20.78409091 10.21590909] ; [38.21590909 18.78409091],0
p4,1,0.742431,0.108001,[18 14] ; [30 27],[17.25842697 14.74157303] ; [30.74157303 26.25842697],0
d1,1,0.783761,0.075307,[17 15] ; [32 25],[17.61797753 14.38202247] ; [31.38202247 25.61797753],0
p6,1,0.789517,0.071256,[ 9 21] ; [15 40],[ 8.47058824 21.52941176] ; [15.52941176 39.47058824],0
r3,1,0.818055,0.052922,[29  2] ; [54  3],[29.23863636  1.76136364] ; [53.76136364  3.23863636],0
p5,1,0.83362,0.044126,[ 2 29] ; [ 3 53],[ 1.7816092 29.2183908] ; [ 3.2183908 52.7816092],0
d4,1,0.8504,0.035573,[25  6] ; [45 12],[24.65909091  6.34090909] ; [45.34090909 11.65909091],0
d2,1,0.885169,0.020857,[13 18] ; [23 34],[12.68181818 18.31818182] ; [23.31818182 33.68181818],0
a3,1,0.918628,0.010437,[20 12] ; [35 22],[19.7752809 12.2247191] ; [35.2247191 21.7752809],0
r4,1,0.927608,0.008255,[25  7] ; [45 12],[25.16853933  6.83146067] ; [44.83146067 12.16853933],0
s1,1,0.932569,0.007159,[ 1 30] ; [ 2 54],[ 1.06896552 29.93103448] ; [ 1.93103448 54.06896552],0
a5,1,0.946007,0.004586,[21 11] ; [37 20],[20.85393258 11.14606742] ; [37.14606742 19.85393258],0
v1,1,1.0,0.0,[16 16] ; [27 27],[16. 16.] ; [27. 27.],0
u3,1,1.0,0.0,[8 3] ; [16  6],[8. 3.] ; [16.  6.],0
