Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,71.386297,[125 173] ; [207  62],[174.49029982 123.50970018] ; [157.50970018 111.49029982],1
p4,1,0.0,45.985953,[123 179] ; [187  84],[163.38568935 138.61431065] ; [146.61431065 124.38568935],1
p3,1,0.0,36.366128,[ 95 207] ; [153 118],[130.70855148 171.29144852] ; [117.29144852 153.70855148],1
p2,1,0.0,34.501115,[217  85] ; [247  24],[244.55148342  57.44851658] ; [219.44851658  51.55148342],1
p6,1,0.0,32.036488,[ 58 241] ; [111 159],[ 88.80667838 210.19332162] ; [ 80.19332162 189.80667838],1
p10,1,0.000537,11.983684,[209  91] ; [221  48],[226.71353251  73.28646749] ; [203.28646749  65.71353251],1
p9,1,0.001465,10.121616,[223  77] ; [229  40],[238.31282953  61.68717047] ; [213.68717047  55.31282953],0
p11,1,0.003527,8.512648,[225  78] ; [229  43],[239.23826087  63.76173913] ; [214.76173913  57.23826087],0
p1,1,0.005967,7.560385,[ 11 291] ; [ 25 246],[ 18.97382199 283.02617801] ; [ 17.02617801 253.97382199],0
a5,1,0.019546,5.451959,[193 110] ; [198  74],[206.04  96.96] ; [184.96  87.04],0
n5,1,0.02567,4.978133,[200 100] ; [203  67],[212.10526316  87.89473684] ; [190.89473684  79.10526316],0
p5,1,0.03202,4.597404,[ 10 289] ; [ 20 252],[ 15.70928196 283.29071804] ; [ 14.29071804 257.70928196],0
r4,1,0.03311,4.54008,[263  40] ; [251  21],[270.85565217  32.14434783] ; [243.14434783  28.85565217],0
s8,1,0.033485,4.520812,[ 95 208] ; [108 163],[107.15853659 195.84146341] ; [ 95.84146341 175.15853659],0
p12,1,0.037941,4.307676,[  9 293] ; [ 18 252],[ 14.25524476 287.74475524] ; [ 12.74475524 257.25524476],0
v1,1,0.051016,3.807737,[128 163] ; [139 127],[139.49192101 151.50807899] ; [127.50807899 138.49192101],0
n4,1,0.061693,3.491281,[214  89] ; [210  61],[223.81881533  79.18118467] ; [200.18118467  70.81881533],0
d1,1,0.068116,3.327845,[153 150] ; [158 114],[163.88347826 139.11652174] ; [147.11652174 124.88347826],0
v4,1,0.070424,3.273101,[278  23] ; [260  11],[283.10839161  17.89160839] ; [254.89160839  16.10839161],0
u1,1,0.11761,2.448859,[ 52 251] ; [ 34 238],[ 45.31826087 257.68173913] ; [ 40.68173913 231.31826087],0
d4,1,0.122485,2.385247,[231  70] ; [223  49],[238.4886562  62.5113438] ; [215.5113438  56.4886562],0
n6,1,0.14136,2.163095,[236  66] ; [225  46],[242.97033159  59.02966841] ; [218.02966841  52.97033159],0
s7,1,0.156986,2.003023,[105 184] ; [109 149],[113.06398537 175.93601463] ; [100.93601463 157.06398537],0
d3,1,0.161038,1.964455,[193 107] ; [190  82],[200.87412587  99.12587413] ; [182.12587413  89.87412587],0
r1,1,0.189074,1.724821,[228  74] ; [217  54],[234.53752182  67.46247818] ; [210.46247818  60.53752182],0
b4,1,0.23014,1.439993,[181 122] ; [149 123],[173.89565217 129.10434783] ; [156.10434783 115.89565217],0
a7,1,0.251651,1.314117,[218  84] ; [207  64],[223.9965096  78.0034904] ; [201.0034904  69.9965096],0
v2,1,0.253657,1.30305,[147 138] ; [149 115],[153.66120219 131.33879781] ; [142.33879781 121.66120219],0
s6,1,0.286472,1.136126,[164 138] ; [158 111],[170.30472855 131.69527145] ; [151.69527145 117.30472855],0
u3,1,0.368259,0.80953,[57 42] ; [47 45],[53.90575916 45.09424084] ; [50.09424084 41.90575916],0
d5,1,0.379672,0.771763,[231  70] ; [217  55],[235.33682373  65.66317627] ; [212.66317627  59.33682373],0
b3,1,0.381829,0.764804,[ 66 119] ; [ 48 106],[ 62.21238938 122.78761062] ; [ 51.78761062 102.21238938],0
b2,1,0.381829,0.764804,[ 66 119] ; [ 48 106],[ 62.21238938 122.78761062] ; [ 51.78761062 102.21238938],0
v3,1,0.408725,0.682505,[ 99 188] ; [100 164],[103.65335753 183.34664247] ; [ 95.34664247 168.65335753],0
s2,1,0.411711,0.673855,[123 177] ; [102 169],[118.21366025 181.78633975] ; [106.78633975 164.21366025],0
n3,1,0.45895,0.548454,[71 24] ; [26 12],[69.28571429 25.71428571] ; [27.71428571 10.28571429],0
s1,1,0.464068,0.536064,[ 11 289] ; [  7 263],[  9.47368421 290.52631579] ; [  8.52631579 261.47368421],0
a4,1,0.474629,0.51118,[127 175] ; [106 165],[122.80279232 179.19720768] ; [110.19720768 160.80279232],0
r2,1,0.481853,0.494667,[276  25] ; [249  18],[278.21302817  22.78697183] ; [246.78697183  20.21302817],0
n2,1,0.498644,0.457821,[65 31] ; [28 10],[66.62686567 29.37313433] ; [26.37313433 11.62686567],0
s3,1,0.531806,0.390939,[150 151] ; [127 142],[146.2754386 154.7245614] ; [130.7245614 138.2754386],0
u4,1,0.632753,0.228347,[  6 297] ; [  7 265],[  6.85043478 296.14956522] ; [  6.14956522 265.85043478],0
a2,1,0.636503,0.223345,[ 65 238] ; [ 54 218],[ 62.70782609 240.29217391] ; [ 56.29217391 215.70782609],0
b5,1,0.638346,0.220912,[194 109] ; [169 103],[191.28521739 111.71478261] ; [171.71478261 100.28521739],0
a1,1,0.677519,0.172932,[ 12 291] ; [  9 263],[ 11.06608696 291.93391304] ; [  9.93391304 262.06608696],0
a8,1,0.692056,0.156868,[ 36 245] ; [ 34 209],[ 37.53816794 243.46183206] ; [ 32.46183206 210.53816794],0
a3,1,0.739374,0.110678,[203 100] ; [178  93],[201.12020906 101.87979094] ; [179.87979094  91.12020906],0
n1,1,0.864903,0.028946,[30 66] ; [11 26],[29.59398496 66.40601504] ; [11.40601504 25.59398496],0
a6,1,0.874218,0.02506,[208  94] ; [189  83],[208.87456446  93.12543554] ; [188.12543554  83.87456446],0
b1,1,0.91076,0.012562,[115 188] ; [102 170],[114.34956522 188.65043478] ; [102.65043478 169.34956522],0
u2,1,0.917089,0.010837,[55 42] ; [54 40],[55.35602094 41.64397906] ; [53.64397906 40.35602094],0
s4,1,0.968072,0.001602,[ 34 268] ; [ 30 239],[ 33.84938704 268.15061296] ; [ 30.15061296 238.84938704],0
d2,1,0.971031,0.001319,[135 167] ; [122 150],[135.21602787 166.78397213] ; [121.78397213 150.21602787],0
