Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000137,14.548412,[10  2] ; [11 35],[4.34482759 7.65517241] ; [16.65517241 29.34482759],1
s6,1,0.013132,6.151186,[7 5] ; [10 36],[3.51724138 8.48275862] ; [13.48275862 32.51724138],0
p2,1,0.026525,4.921459,[9 3] ; [18 28],[5.5862069 6.4137931] ; [21.4137931 24.5862069],0
a4,1,0.042935,4.097968,[ 1 11] ; [18 28],[3.93103448 8.06896552] ; [15.06896552 30.93103448],0
s1,1,0.056856,3.626807,[3 9] ; [ 3 44],[ 1.22033898 10.77966102] ; [ 4.77966102 42.22033898],0
p6,1,0.060687,3.518519,[4 8] ; [ 5 40],[ 1.89473684 10.10526316] ; [ 7.10526316 37.89473684],0
r3,1,0.067556,3.341435,[10  2] ; [25 21],[7.24137931 4.75862069] ; [27.75862069 18.24137931],0
p10,1,0.087608,2.917781,[8 4] ; [18 28],[5.37931034 6.62068966] ; [20.62068966 25.37931034],0
n6,1,0.106607,2.603811,[8 3] ; [21 25],[5.59649123 5.40350877] ; [23.40350877 22.59649123],0
v2,1,0.110801,2.542754,[6 6] ; [12 34],[3.72413793 8.27586207] ; [14.27586207 31.72413793],0
s7,1,0.119439,2.424667,[4 7] ; [ 7 38],[2.16071429 8.83928571] ; [ 8.83928571 36.16071429],0
p3,1,0.147669,2.096161,[5 7] ; [10 37],[3.05084746 8.94915254] ; [11.94915254 35.05084746],0
p9,1,0.171255,1.871921,[8 4] ; [20 25],[5.89473684 6.10526316] ; [22.10526316 22.89473684],0
s4,1,0.292784,1.106773,[3 9] ; [ 6 41],[ 1.83050847 10.16949153] ; [ 7.16949153 39.83050847],0
u2,1,0.317618,0.99873,[2 3] ; [ 4 17],[1.15384615 3.84615385] ; [ 4.84615385 16.15384615],0
n5,1,0.324003,0.972718,[9 3] ; [28 19],[7.52542373 4.47457627] ; [29.47457627 17.52542373],0
d3,1,0.327427,0.959045,[7 5] ; [20 27],[5.49152542 6.50847458] ; [21.50847458 25.49152542],0
p4,1,0.346932,0.884648,[5 7] ; [13 34],[3.66101695 8.33898305] ; [14.33898305 32.66101695],0
n3,1,0.356216,0.85119,[1 3] ; [11 11],[1.84615385 2.15384615] ; [10.15384615 11.84615385],0
r4,1,0.435061,0.609274,[ 2 10] ; [13 34],[3.05084746 8.94915254] ; [11.94915254 35.05084746],0
d5,1,0.461408,0.542477,[6 6] ; [29 18],[7.11864407 4.88135593] ; [27.88135593 19.11864407],0
p11,1,0.475997,0.508019,[7 5] ; [22 25],[5.89830508 6.10169492] ; [23.10169492 23.89830508],0
b2,1,0.482096,0.494118,[2 6] ; [13 21],[2.85714286 5.14285714] ; [12.14285714 21.85714286],0
b3,1,0.482096,0.494118,[2 6] ; [13 21],[2.85714286 5.14285714] ; [12.14285714 21.85714286],0
n1,1,0.487561,0.481905,[1 3] ; [10 13],[1.62962963 2.37037037] ; [ 9.37037037 13.62962963],0
a8,1,0.52219,0.409566,[ 1 11] ; [ 7 38],[ 1.68421053 10.31578947] ; [ 6.31578947 38.68421053],0
d4,1,0.524161,0.405699,[7 5] ; [32 15],[7.93220339 4.06779661] ; [31.06779661 15.93220339],0
s5,1,0.549337,0.358506,[3 9] ; [ 8 38],[2.27586207 9.72413793] ; [ 8.72413793 37.27586207],0
b4,1,0.561715,0.336744,[8 4] ; [27 20],[7.11864407 4.88135593] ; [27.88135593 19.11864407],0
p8,1,0.573239,0.317292,[3 8] ; [ 9 37],[2.31578947 8.68421053] ; [ 9.68421053 36.31578947],0
d2,1,0.606921,0.264683,[5 7] ; [23 23],[5.79310345 6.20689655] ; [22.20689655 23.79310345],0
a5,1,0.642821,0.215072,[6 6] ; [27 20],[6.71186441 5.28813559] ; [26.28813559 20.71186441],0
a6,1,0.642821,0.215072,[6 6] ; [20 27],[5.28813559 6.71186441] ; [20.71186441 26.28813559],0
r2,1,0.779585,0.078322,[6 6] ; [24 20],[6.42857143 5.57142857] ; [23.57142857 20.42857143],0
n2,1,0.80857,0.058696,[2 2] ; [10 13],[1.77777778 2.22222222] ; [10.22222222 12.77777778],0
u1,1,0.810435,0.057535,[ 1 11] ; [ 3 44],[ 0.81355932 11.18644068] ; [ 3.18644068 43.81355932],0
s8,1,0.813599,0.055595,[ 1 11] ; [ 5 42],[ 1.22033898 10.77966102] ; [ 4.77966102 42.22033898],0
d1,1,0.830888,0.045609,[5 7] ; [18 29],[4.6779661 7.3220339] ; [18.3220339 28.6779661],0
a7,1,0.843354,0.039048,[6 6] ; [22 25],[5.69491525 6.30508475] ; [22.30508475 24.69491525],0
b1,1,0.843354,0.039048,[6 6] ; [25 22],[6.30508475 5.69491525] ; [24.69491525 22.30508475],0
r1,1,0.851103,0.035236,[5 7] ; [21 26],[5.28813559 6.71186441] ; [20.71186441 26.28813559],0
a3,1,0.910146,0.012736,[7 5] ; [26 20],[6.82758621 5.17241379] ; [26.17241379 19.82758621],0
v1,1,0.93754,0.006141,[3 9] ; [11 35],[2.89655172 9.10344828] ; [11.10344828 34.89655172],0
b5,1,0.947543,0.004329,[6 6] ; [23 24],[5.89830508 6.10169492] ; [23.10169492 23.89830508],0
p7,1,0.963053,0.002146,[4 8] ; [16 31],[4.06779661 7.93220339] ; [15.93220339 31.06779661],0
n4,1,0.963053,0.002146,[8 4] ; [31 16],[7.93220339 4.06779661] ; [31.06779661 15.93220339],0
p1,1,0.984296,0.000387,[ 1 11] ; [ 4 43],[ 1.01694915 10.98305085] ; [ 3.98305085 43.01694915],0
a1,1,0.984296,0.000387,[ 1 11] ; [ 4 43],[ 1.01694915 10.98305085] ; [ 3.98305085 43.01694915],0
