Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000398,12.541744,[6 1] ; [ 6 27],[2.1 4.9] ; [ 9.9 23.1],1
p8,1,0.000642,11.648901,[5 2] ; [ 4 29],[1.575 5.425] ; [ 7.425 25.575],1
s6,1,0.008454,6.934653,[5 2] ; [ 7 26],[2.1 4.9] ; [ 9.9 23.1],0
p10,1,0.013092,6.156596,[6 1] ; [11 21],[3.05128205 3.94871795] ; [13.94871795 18.05128205],0
r1,1,0.015477,5.861299,[5 2] ; [ 8 25],[2.275 4.725] ; [10.725 22.275],0
s8,1,0.023056,5.164248,[3 4] ; [ 3 30],[1.05 5.95] ; [ 4.95 28.05],0
p9,1,0.024473,5.060829,[6 1] ; [12 19],[3.31578947 3.68421053] ; [14.68421053 16.31578947],0
v4,1,0.037468,4.329004,[6 1] ; [14 19],[3.5 3.5] ; [16.5 16.5],0
d3,1,0.041209,4.167388,[5 2] ; [10 23],[2.625 4.375] ; [12.375 20.625],0
d2,1,0.084471,2.976706,[4 3] ; [ 8 25],[2.1 4.9] ; [ 9.9 23.1],0
a5,1,0.08827,2.905637,[5 2] ; [12 21],[2.975 4.025] ; [14.025 18.975],0
n4,1,0.162785,1.94816,[2 5] ; [19 14],[3.675 3.325] ; [17.325 15.675],0
p2,1,0.162785,1.94816,[5 2] ; [14 19],[3.325 3.675] ; [15.675 17.325],0
a6,1,0.237256,1.396825,[4 3] ; [11 22],[2.625 4.375] ; [12.375 20.625],0
a8,1,0.30451,1.054339,[2 5] ; [ 4 27],[1.10526316 5.89473684] ; [ 4.89473684 26.10526316],0
n5,1,0.308063,1.038961,[3 4] ; [21 12],[4.2 2.8] ; [19.8 13.2],0
b5,1,0.336095,0.92527,[5 2] ; [17 16],[3.85 3.15] ; [18.15 14.85],0
v2,1,0.366273,0.816269,[1 6] ; [10 22],[1.97435897 5.02564103] ; [ 9.02564103 22.97435897],0
b4,1,0.388662,0.743123,[6 1] ; [23 10],[5.075 1.925] ; [23.925  9.075],0
s3,1,0.4188,0.653679,[2 5] ; [ 5 27],[1.25641026 5.74358974] ; [ 5.74358974 26.25641026],0
s5,1,0.45299,0.563161,[1 6] ; [ 2 31],[0.525 6.475] ; [ 2.475 30.525],0
s7,1,0.468981,0.524376,[2 5] ; [ 5 25],[1.32432432 5.67567568] ; [ 5.67567568 24.32432432],0
d5,1,0.477099,0.505488,[4 3] ; [14 19],[3.15 3.85] ; [14.85 18.15],0
p6,1,0.487525,0.481984,[1 6] ; [ 2 29],[0.55263158 6.44736842] ; [ 2.44736842 28.55263158],0
n6,1,0.622496,0.242375,[4 3] ; [15 17],[3.41025641 3.58974359] ; [15.58974359 16.41025641],0
d1,1,0.671918,0.179367,[2 5] ; [ 7 26],[1.575 5.425] ; [ 7.425 25.575],0
v3,1,0.677318,0.17316,[1 6] ; [ 3 30],[0.7 6.3] ; [ 3.3 29.7],0
s1,1,0.677318,0.17316,[1 6] ; [ 3 30],[0.7 6.3] ; [ 3.3 29.7],0
v1,1,0.677318,0.17316,[1 6] ; [ 7 26],[1.4 5.6] ; [ 6.6 26.4],0
a7,1,0.677318,0.17316,[4 3] ; [16 17],[3.5 3.5] ; [16.5 16.5],0
u3,1,0.695895,0.152778,[1 3] ; [ 3 15],[0.72727273 3.27272727] ; [ 3.27272727 14.72727273],0
a4,1,0.805364,0.060719,[1 6] ; [ 6 27],[1.225 5.775] ; [ 5.775 27.225],0
a3,1,0.846838,0.037309,[3 4] ; [15 17],[3.23076923 3.76923077] ; [14.76923077 17.23076923],0
s2,1,0.875024,0.024737,[1 6] ; [ 4 29],[0.875 6.125] ; [ 4.125 28.875],0
b2,1,0.918299,0.010522,[1 2] ; [ 8 14],[1.08 1.92] ; [ 7.92 14.08],0
b3,1,0.918299,0.010522,[1 2] ; [ 8 14],[1.08 1.92] ; [ 7.92 14.08],0
n2,1,0.937193,0.006209,[1 1] ; [8 9],[0.94736842 1.05263158] ; [8.05263158 8.94736842],0
d4,1,0.98321,0.000443,[4 3] ; [19 14],[4.025 2.975] ; [18.975 14.025],0
b1,1,0.98321,0.000443,[4 3] ; [19 14],[4.025 2.975] ; [18.975 14.025],0
