Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,4e-06,21.293862,[26 25] ; [ 4 44],[15.45454545 35.54545455] ; [14.54545455 33.45454545],1
d5,1,0.019309,5.473306,[46  5] ; [36 14],[41.40594059  9.59405941] ; [40.59405941  9.40594059],0
p7,1,0.067154,3.35126,[36 14] ; [26 22],[31.63265306 18.36734694] ; [30.36734694 17.63265306],0
p3,1,0.071804,3.241297,[29 21] ; [20 30],[24.5 25.5] ; [24.5 25.5],0
r3,1,0.080613,3.052503,[48  2] ; [43  7],[45.5  4.5] ; [45.5  4.5],0
v4,1,0.08718,2.925681,[49  1] ; [44  5],[46.96969697  3.03030303] ; [46.03030303  2.96969697],0
u1,1,0.091422,2.849163,[10 41] ; [ 4 46],[ 7.06930693 43.93069307] ; [ 6.93069307 43.06930693],0
r2,1,0.092123,2.836879,[49  1] ; [45  5],[47.  3.] ; [47.  3.],0
s3,1,0.105387,2.622074,[19 30] ; [27 22],[23. 26.] ; [23. 26.],0
u2,1,0.116626,2.462063,[ 4 13] ; [11 12],[ 6.375 10.625] ; [ 8.625 14.375],0
d1,1,0.133432,2.252108,[34 17] ; [26 24],[30.2970297 20.7029703] ; [29.7029703 20.2970297],0
r1,1,0.133614,2.25,[43  7] ; [37 13],[40. 10.] ; [40. 10.],0
v1,1,0.161513,1.96,[32 18] ; [24 24],[28.57142857 21.42857143] ; [27.42857143 20.57142857],0
p11,1,0.201601,1.630735,[43  8] ; [37 13],[40.3960396 10.6039604] ; [39.6039604 10.3960396],0
r4,1,0.205268,1.604489,[47  4] ; [42  8],[44.94059406  6.05940594] ; [44.05940594  5.94059406],0
p2,1,0.219775,1.505842,[38 12] ; [42  7],[40.4040404  9.5959596] ; [39.5959596  9.4040404],0
a6,1,0.24802,1.334424,[29 22] ; [34 16],[31.81188119 19.18811881] ; [31.18811881 18.81188119],0
n6,1,0.249,1.328904,[45  5] ; [41  9],[43.  7.] ; [43.  7.],0
b2,1,0.258522,1.276652,[14 16] ; [ 9 19],[11.89655172 18.10344828] ; [11.10344828 16.89655172],0
b3,1,0.258522,1.276652,[14 16] ; [ 9 19],[11.89655172 18.10344828] ; [11.10344828 16.89655172],0
b1,1,0.26356,1.249962,[15 36] ; [20 30],[17.67326733 33.32673267] ; [17.32673267 32.67326733],0
p12,1,0.309116,1.034449,[ 6 44] ; [ 3 46],[ 4.54545455 45.45454545] ; [ 4.45454545 44.54545455],0
a3,1,0.32709,0.960384,[33 18] ; [27 22],[30.6 20.4] ; [29.4 19.6],0
a5,1,0.332559,0.938909,[40 11] ; [35 15],[37.87128713 13.12871287] ; [37.12871287 12.87128713],0
a7,1,0.409891,0.679117,[29 21] ; [33 17],[31. 19.] ; [31. 19.],0
n1,1,0.423711,0.64,[3 7] ; [3 3],[3.75 6.25] ; [2.25 3.75],0
p5,1,0.450995,0.568149,[10 40] ; [ 7 42],[ 8.58585859 41.41414141] ; [ 8.41414141 40.58585859],0
n2,1,0.452209,0.56511,[7 3] ; [6 1],[7.64705882 2.35294118] ; [5.35294118 1.64705882],0
p4,1,0.485607,0.486245,[29 21] ; [25 24],[27.27272727 22.72727273] ; [26.72727273 22.27272727],0
d3,1,0.486891,0.48339,[34 17] ; [30 20],[32.31683168 18.68316832] ; [31.68316832 18.31683168],0
b4,1,0.486891,0.48339,[34 17] ; [30 20],[32.31683168 18.68316832] ; [31.68316832 18.31683168],0
p6,1,0.514625,0.424651,[14 35] ; [17 32],[15.5 33.5] ; [15.5 33.5],0
s6,1,0.594001,0.28414,[34 16] ; [35 13],[35.20408163 14.79591837] ; [33.79591837 14.20408163],0
s8,1,0.600877,0.273676,[11 40] ; [13 37],[12.11881188 38.88118812] ; [11.88118812 38.11881188],0
a4,1,0.609055,0.261553,[24 27] ; [21 29],[22.72277228 28.27722772] ; [22.27722772 27.72277228],0
b5,1,0.619484,0.246594,[24 27] ; [26 24],[25.24752475 25.75247525] ; [24.75247525 25.24752475],0
u3,1,0.623158,0.241454,[10  8] ; [11 12],[9.2195122 8.7804878] ; [11.7804878 11.2195122],0
p1,1,0.669673,0.181985,[ 5 46] ; [ 6 42],[ 5.66666667 45.33333333] ; [ 5.33333333 42.66666667],0
a1,1,0.675246,0.175527,[ 3 48] ; [ 4 46],[ 3.53465347 47.46534653] ; [ 3.46534653 46.53465347],0
p10,1,0.719292,0.129172,[42  8] ; [39  9],[41.32653061  8.67346939] ; [39.67346939  8.32653061],0
d4,1,0.726768,0.1221,[46  4] ; [45  5],[45.5  4.5] ; [45.5  4.5],0
d2,1,0.766597,0.088108,[24 25] ; [23 27],[23.26262626 25.73737374] ; [23.73737374 26.26262626],0
p9,1,0.789642,0.071169,[41  8] ; [40  9],[40.5  8.5] ; [40.5  8.5],0
a2,1,0.82494,0.048927,[ 9 42] ; [ 8 42],[ 8.58415842 42.41584158] ; [ 8.41584158 41.58415842],0
n5,1,0.831585,0.045228,[33 17] ; [34 16],[33.5 16.5] ; [33.5 16.5],0
p8,1,0.841198,0.040145,[27 23] ; [26 24],[26.5 23.5] ; [26.5 23.5],0
s2,1,0.85926,0.031441,[22 29] ; [22 27],[22.44 28.56] ; [21.56 27.44],0
n4,1,0.89131,0.018672,[33 18] ; [33 17],[33.32673267 17.67326733] ; [32.67326733 17.32673267],0
n3,1,0.900569,0.015611,[7 4] ; [4 2],[7.11764706 3.88235294] ; [3.88235294 2.11764706],0
s4,1,0.96221,0.002245,[ 9 41] ; [ 9 40],[ 9.09090909 40.90909091] ; [ 8.90909091 40.09090909],0
s1,1,0.977202,0.000817,[ 1 50] ; [ 1 48],[ 1.02 49.98] ; [ 0.98 48.02],0
a8,1,1.0,0.0,[ 5 43] ; [ 5 43],[ 5. 43.] ; [ 5. 43.],0
