Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3.3e-05,17.252091,[23  4] ; [37 56],[13.5 13.5] ; [46.5 46.5],1
p8,1,0.002025,9.527075,[18 10] ; [31 66],[10.976 17.024] ; [38.024 58.976],0
b4,1,0.011442,6.395396,[ 9 19] ; [58 40],[14.88888889 13.11111111] ; [52.11111111 45.88888889],0
s7,1,0.0205,5.368825,[12 16] ; [19 72],[ 7.29411765 20.70588235] ; [23.70588235 67.29411765],0
u2,1,0.024509,5.058216,[12  3] ; [22 25],[8.22580645 6.77419355] ; [25.77419355 21.22580645],0
p3,1,0.024577,5.053447,[13 15] ; [24 74],[ 8.22222222 19.77777778] ; [28.77777778 69.22222222],0
p4,1,0.027263,4.874049,[16 12] ; [33 64],[10.976 17.024] ; [38.024 58.976],0
n1,1,0.035639,4.414283,[7 7] ; [ 8 31],[ 3.96226415 10.03773585] ; [11.03773585 27.96226415],0
b1,1,0.038986,4.26146,[17 11] ; [38 60],[12.22222222 15.77777778] ; [42.77777778 55.22222222],0
b3,1,0.047628,3.923077,[7 9] ; [10 42],[ 4. 12.] ; [13. 39.],0
b2,1,0.047628,3.923077,[7 9] ; [10 42],[ 4. 12.] ; [13. 39.],0
s2,1,0.047632,3.922938,[15 13] ; [32 65],[10.528 17.472] ; [36.472 60.528],0
s8,1,0.056235,3.645097,[11 16] ; [22 76],[ 7.128 19.872] ; [25.872 72.128],0
n2,1,0.069944,3.284342,[12  2] ; [23 16],[9.24528302 4.75471698] ; [25.75471698 13.24528302],0
s4,1,0.073929,3.193548,[11 17] ; [22 76],[ 7.33333333 20.66666667] ; [25.66666667 72.33333333],0
r3,1,0.10296,2.659091,[26  2] ; [78 20],[23.11111111  4.88888889] ; [80.88888889 17.11111111],0
s6,1,0.107525,2.59023,[16 11] ; [41 57],[12.312 14.688] ; [44.688 53.312],0
s5,1,0.131589,2.273652,[10 17] ; [22 75],[ 6.96774194 20.03225806] ; [25.03225806 71.96774194],0
v1,1,0.197377,1.661679,[ 5 23] ; [29 67],[ 7.67741935 20.32258065] ; [26.32258065 69.67741935],0
p2,1,0.205199,1.604979,[22  6] ; [64 33],[19.264  8.736] ; [66.736 30.264],0
a8,1,0.20819,1.583969,[ 3 25] ; [ 4 88],[ 1.63333333 26.36666667] ; [ 5.36666667 86.63333333],0
n6,1,0.257481,1.282252,[15 13] ; [64 34],[17.55555556 10.44444444] ; [61.44444444 36.55555556],0
v3,1,0.262318,1.256484,[ 1 27] ; [10 86],[ 2.48387097 25.51612903] ; [ 8.51612903 87.48387097],0
a6,1,0.315106,1.009153,[13 15] ; [56 42],[15.33333333 12.66666667] ; [53.66666667 44.33333333],0
a1,1,0.329194,0.952066,[ 2 26] ; [ 3 95],[ 1.11111111 26.88888889] ; [ 3.88888889 94.11111111],0
r2,1,0.40325,0.698614,[24  4] ; [77 21],[22.44444444  5.55555556] ; [78.55555556 19.44444444],0
p1,1,0.414119,0.666945,[ 3 25] ; [ 6 91],[ 2.016 25.984] ; [ 6.984 90.016],0
r4,1,0.439795,0.596817,[21  7] ; [66 32],[19.33333333  8.66666667] ; [67.66666667 30.33333333],0
p11,1,0.440299,0.595503,[18 10] ; [55 43],[16.22222222 11.77777778] ; [56.77777778 41.22222222],0
a4,1,0.485603,0.486253,[ 9 19] ; [25 73],[ 7.55555556 20.44444444] ; [26.44444444 71.55555556],0
n3,1,0.508009,0.438166,[10  4] ; [24 15],[8.98113208 5.01886792] ; [25.01886792 13.98113208],0
v4,1,0.528304,0.397652,[25  3] ; [82 15],[23.968  4.032] ; [83.032 13.968],0
a5,1,0.565942,0.329519,[14 14] ; [43 55],[12.66666667 15.33333333] ; [44.33333333 53.66666667],0
s1,1,0.603259,0.270108,[ 1 27] ; [ 6 92],[ 1.55555556 26.44444444] ; [ 5.44444444 92.55555556],0
a3,1,0.633268,0.227655,[13 15] ; [50 47],[14.112 13.888] ; [48.888 48.112],0
p5,1,0.652045,0.203332,[ 1 27] ; [ 2 94],[ 0.67741935 27.32258065] ; [ 2.32258065 93.67741935],0
p9,1,0.681424,0.168527,[18 10] ; [65 30],[18.89430894  9.10569106] ; [64.10569106 30.89430894],0
n5,1,0.700602,0.147846,[ 9 19] ; [35 62],[ 9.856 18.144] ; [34.144 62.856],0
a7,1,0.703565,0.14479,[16 11] ; [62 36],[16.848 10.152] ; [61.152 36.848],0
p10,1,0.711509,0.136774,[18 10] ; [58 38],[17.16129032 10.83870968] ; [58.83870968 37.16129032],0
d4,1,0.714401,0.13392,[19  9] ; [70 28],[19.77777778  8.22222222] ; [69.22222222 28.77777778],0
d3,1,0.755854,0.096678,[16 10] ; [57 41],[15.30645161 10.69354839] ; [57.69354839 40.30645161],0
b5,1,0.768625,0.086538,[18 10] ; [60 38],[17.33333333 10.66666667] ; [60.66666667 37.33333333],0
r1,1,0.774848,0.081818,[14 14] ; [52 46],[14.66666667 13.33333333] ; [51.33333333 46.66666667],0
u3,1,0.861491,0.030442,[9 6] ; [27 20],[8.70967742 6.29032258] ; [27.29032258 19.70967742],0
d5,1,0.869372,0.027046,[17 10] ; [60 38],[16.632 10.368] ; [60.368 37.632],0
d2,1,0.921212,0.009783,[10 18] ; [36 62],[10.22222222 17.77777778] ; [35.77777778 62.22222222],0
s3,1,0.923154,0.009305,[12 16] ; [41 57],[11.77777778 16.22222222] ; [41.22222222 56.77777778],0
d1,1,1.0,0.0,[10 18] ; [35 63],[10. 18.] ; [35. 63.],0
