Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2.4e-05,17.809598,[35  8] ; [141 159],[22.06413994 20.93586006] ; [153.93586006 146.06413994],1
n1,1,0.714298,0.134022,[3 5] ; [24 53],[2.54117647 5.45882353] ; [24.45882353 52.54117647],0
a2,1,0.726501,0.122349,[ 8 37] ; [ 61 244],[ 8.87142857 36.12857143] ; [ 60.12857143 244.87142857],0
n5,1,0.745874,0.105031,[29 16] ; [202 100],[29.95677233 15.04322767] ; [201.04322767 100.95677233],0
d1,1,0.76195,0.091761,[24 21] ; [170 135],[24.94285714 20.05714286] ; [169.05714286 135.94285714],0
n2,1,0.790098,0.070853,[6 2] ; [55 23],[5.6744186 2.3255814] ; [55.3255814 22.6744186],0
p12,1,0.809658,0.058017,[ 2 43] ; [ 16 286],[ 2.33429395 42.66570605] ; [ 15.66570605 286.33429395],0
r3,1,0.816725,0.053712,[43  2] ; [288  16],[42.67908309  2.32091691] ; [288.32091691  15.67908309],0
u1,1,0.818613,0.052592,[ 6 39] ; [ 37 268],[ 5.52857143 39.47142857] ; [ 37.47142857 267.52857143],0
u3,1,0.880814,0.022481,[10  7] ; [66 50],[9.71428571 7.28571429] ; [66.28571429 49.71428571],0
a6,1,0.923331,0.009262,[32 13] ; [219  86],[32.27142857 12.72857143] ; [218.72857143  86.27142857],0
p1,1,0.947998,0.004254,[ 3 42] ; [ 21 282],[ 3.10344828 41.89655172] ; [ 20.89655172 282.10344828],0
a3,1,0.948025,0.004249,[28 17] ; [187 116],[27.80172414 17.19827586] ; [187.19827586 115.80172414],0
