Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2.4e-05,17.809598,[35  8] ; [141 159],[22.06413994 20.93586006] ; [153.93586006 146.06413994],1
s3,1,0.00111,10.635259,[26 17] ; [104 196],[16.29737609 26.70262391] ; [113.70262391 186.29737609],0
s2,1,0.018384,5.55922,[18 24] ; [ 77 225],[11.59883721 30.40116279] ; [ 83.40116279 218.59883721],0
s5,1,0.032956,4.54806,[15 26] ; [ 64 233],[ 9.58284024 31.41715976] ; [ 69.41715976 227.58284024],0
b3,1,0.03491,4.449592,[ 2 17] ; [ 59 113],[ 6.06806283 12.93193717] ; [ 54.93193717 117.06806283],0
b2,1,0.03491,4.449592,[ 2 17] ; [ 59 113],[ 6.06806283 12.93193717] ; [ 54.93193717 117.06806283],0
u2,1,0.047113,3.941333,[ 5 12] ; [64 52],[8.81954887 8.18045113] ; [60.18045113 55.81954887],0
a8,1,0.052378,3.763661,[ 1 40] ; [ 36 246],[ 4.69659443 36.30340557] ; [ 32.30340557 249.69659443],0
n6,1,0.060026,3.536676,[39  5] ; [231  73],[34.13793103  9.86206897] ; [235.86206897  68.13793103],0
v3,1,0.094897,2.789274,[ 9 33] ; [100 191],[13.74774775 28.25225225] ; [ 95.25225225 195.74774775],0
p10,1,0.102811,2.661383,[38  7] ; [220  81],[33.55491329 11.44508671] ; [224.44508671  76.55491329],0
p2,1,0.104769,2.631399,[32 13] ; [246  56],[36.0518732  8.9481268] ; [241.9481268  60.0518732],0
p9,1,0.16839,1.897221,[38  7] ; [226  75],[34.33526012 10.66473988] ; [229.66473988  71.33526012],0
p4,1,0.175296,1.837059,[27 18] ; [148 153],[22.76011561 22.23988439] ; [152.23988439 148.76011561],0
v1,1,0.175456,1.835702,[18 26] ; [154 143],[22.19354839 21.80645161] ; [149.80645161 147.19354839],0
p8,1,0.184723,1.759207,[17 27] ; [148 152],[21.10465116 22.89534884] ; [143.89534884 156.10465116],0
b1,1,0.202015,1.627748,[12 33] ; [111 194],[15.81428571 29.18571429] ; [107.18571429 197.81428571],0
d2,1,0.209164,1.577202,[15 30] ; [131 172],[18.87931034 26.12068966] ; [127.12068966 175.87931034],0
p11,1,0.211127,1.563682,[32 13] ; [242  63],[35.22857143  9.77142857] ; [238.77142857  66.22857143],0
r4,1,0.228929,1.447502,[44  1] ; [284  21],[42.17142857  2.82857143] ; [285.82857143  19.17142857],0
n4,1,0.241322,1.372853,[28 17] ; [216  89],[31.37142857 13.62857143] ; [212.62857143  92.37142857],0
d3,1,0.248719,1.330482,[33 12] ; [197 108],[29.57142857 15.42857143] ; [200.42857143 104.57142857],0
n3,1,0.363886,0.824438,[7 1] ; [56 21],[5.92941176 2.07058824] ; [57.07058824 19.92941176],0
p7,1,0.376812,0.781078,[23 22] ; [172 124],[25.73313783 19.26686217] ; [169.26686217 126.73313783],0
b4,1,0.415434,0.663195,[30 15] ; [184 121],[27.51428571 17.48571429] ; [186.48571429 118.51428571],0
p6,1,0.42544,0.63524,[14 31] ; [ 76 222],[11.80758017 33.19241983] ; [ 78.19241983 219.80758017],0
a4,1,0.442598,0.589538,[16 29] ; [126 177],[18.36206897 26.63793103] ; [123.63793103 179.36206897],0
a5,1,0.457487,0.552036,[34 11] ; [214  91],[31.88571429 13.11428571] ; [216.11428571  88.88571429],0
d4,1,0.470652,0.520444,[35 10] ; [250  54],[36.747851  8.252149] ; [248.252149  55.747851],0
b5,1,0.488291,0.480289,[29 16] ; [180 125],[26.87142857 18.12857143] ; [182.12857143 122.87142857],0
d5,1,0.491123,0.474065,[34 11] ; [244  61],[35.74285714  9.25714286] ; [242.25714286  62.74285714],0
p3,1,0.565225,0.330739,[20 25] ; [121 182],[18.23275862 26.76724138] ; [122.76724138 180.23275862],0
s8,1,0.56874,0.324796,[11 34] ; [ 63 241],[ 9.54154728 35.45845272] ; [ 64.45845272 239.54154728],0
a7,1,0.612182,0.25701,[35 10] ; [225  78],[33.62068966 11.37931034] ; [226.37931034  76.62068966],0
v2,1,0.637195,0.22243,[22 20] ; [162 126],[23.41818182 18.58181818] ; [160.58181818 127.41818182],0
p5,1,0.706552,0.141745,[ 3 42] ; [ 16 286],[ 2.46397695 42.53602305] ; [ 16.53602305 285.46397695],0
