Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.737611,[58 48] ; [56  6],[71.92857143 34.07142857] ; [42.07142857 19.92857143],1
p8,1,7e-06,20.305901,[39 70] ; [45 18],[53.23255814 55.76744186] ; [30.76744186 32.23255814],1
p5,1,0.00039,12.578582,[  4 103] ; [13 50],[10.7 96.3] ; [ 6.3 56.7],1
p3,1,0.002356,9.24882,[38 71] ; [37 26],[47.52906977 61.47093023] ; [27.47093023 35.52906977],0
b3,1,0.003134,8.727609,[14 49] ; [18 17],[20.57142857 42.42857143] ; [11.42857143 23.57142857],0
b2,1,0.003134,8.727609,[14 49] ; [18 17],[20.57142857 42.42857143] ; [11.42857143 23.57142857],0
p4,1,0.007795,7.079931,[48 61] ; [41 22],[56.40116279 52.59883721] ; [32.59883721 30.40116279],0
n3,1,0.014221,6.010464,[22  5] ; [4 6],[18.97297297  8.02702703] ; [7.02702703 2.97297297],0
p12,1,0.024007,5.094132,[  3 106] ; [ 7 56],[  6.3372093 102.6627907] ; [ 3.6627907 59.3372093],0
p11,1,0.037026,4.349221,[72 37] ; [51 12],[77.94767442 31.05232558] ; [45.05232558 17.94767442],0
a4,1,0.038546,4.280781,[21 88] ; [21 42],[26.61627907 82.38372093] ; [15.38372093 47.61627907],0
s3,1,0.042772,4.104404,[97 12] ; [48 14],[92.42690058 16.57309942] ; [52.57309942  9.42690058],0
n5,1,0.051306,3.798255,[72 36] ; [50 12],[77.50588235 30.49411765] ; [44.49411765 17.50588235],0
s8,1,0.052183,3.769885,[49 60] ; [38 25],[55.13372093 53.86627907] ; [31.86627907 31.13372093],0
a2,1,0.05464,3.693045,[  4 105] ; [ 7 56],[  6.97093023 102.02906977] ; [ 4.02906977 58.97093023],0
s7,1,0.05469,3.691511,[60 46] ; [43 17],[65.77108434 40.22891566] ; [37.22891566 22.77108434],0
u2,1,0.070559,3.26997,[18 25] ; [15  8],[21.5 21.5] ; [11.5 11.5],0
v2,1,0.077551,3.11549,[44 60] ; [35 27],[49.4939759 54.5060241] ; [29.5060241 32.4939759],0
s5,1,0.078828,3.088898,[42 65] ; [32 28],[47.41317365 59.58682635] ; [26.58682635 33.41317365],0
p2,1,0.097363,2.748214,[81 27] ; [54  9],[85.26315789 22.73684211] ; [49.73684211 13.26315789],0
a6,1,0.097694,2.742794,[55 54] ; [40 23],[60.20348837 48.79651163] ; [34.79651163 28.20348837],0
p1,1,0.104314,2.638322,[  6 101] ; [ 8 55],[ 8.81176471 98.18823529] ; [ 5.18823529 57.81176471],0
b4,1,0.117626,2.448656,[67 42] ; [31 32],[62.10465116 46.89534884] ; [35.89534884 27.10465116],0
b1,1,0.148333,2.089312,[43 66] ; [32 31],[47.52906977 61.47093023] ; [27.47093023 35.52906977],0
n1,1,0.166439,1.914725,[ 9 17] ; [6 4],[10.83333333 15.16666667] ; [4.16666667 5.83333333],0
b5,1,0.205988,1.599402,[62 47] ; [42 21],[65.90697674 43.09302326] ; [38.09302326 24.90697674],0
a8,1,0.215252,1.535749,[16 87] ; [14 46],[18.95705521 84.04294479] ; [11.04294479 48.95705521],0
u1,1,0.250047,1.323041,[  3 106] ; [ 4 59],[  4.43604651 104.56395349] ; [ 2.56395349 60.43604651],0
s4,1,0.310781,1.027356,[29 80] ; [12 49],[26.28823529 82.71176471] ; [14.71176471 46.28823529],0
d3,1,0.333535,0.935124,[41 68] ; [28 34],[43.98245614 65.01754386] ; [25.01754386 36.98245614],0
r1,1,0.343633,0.896831,[75 33] ; [48 15],[77.68421053 30.31578947] ; [45.31578947 17.68421053],0
v1,1,0.415516,0.662963,[57 50] ; [29 33],[54.44970414 52.55029586] ; [31.55029586 30.44970414],0
