Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,41.828452,[72 43] ; [ 4 46],[52.96969697 62.03030303] ; [23.03030303 26.96969697],1
a3,1,0.0,34.993434,[95 19] ; [18 31],[79.03067485 34.96932515] ; [33.96932515 15.03067485],1
n4,1,2.4e-05,17.843852,[82 32] ; [19 32],[69.78181818 44.21818182] ; [31.21818182 19.78181818],1
d2,1,5.5e-05,16.253201,[70 44] ; [14 37],[58.03636364 55.96363636] ; [25.96363636 25.03636364],1
a6,1,6.3e-05,16.015703,[91 23] ; [25 26],[80.14545455 33.85454545] ; [35.85454545 15.14545455],1
u1,1,0.00043,12.396048,[32 83] ; [ 2 49],[23.55421687 91.44578313] ; [10.44578313 40.55421687],1
v2,1,0.00533,7.763782,[59 52] ; [14 34],[50.96226415 60.03773585] ; [22.03773585 25.96226415],0
d1,1,0.010271,6.58726,[72 43] ; [21 30],[64.42771084 50.57228916] ; [28.57228916 22.42771084],0
a8,1,0.01554,5.854241,[16 84] ; [ 1 45],[11.64383562 88.35616438] ; [ 5.35616438 40.64383562],0
n5,1,0.023234,5.150929,[75 39] ; [24 27],[68.4 45.6] ; [30.6 20.4],0
p7,1,0.025582,4.984085,[57 55] ; [16 34],[50.4691358 61.5308642] ; [22.5308642 27.4691358],0
r1,1,0.026604,4.916311,[93 20] ; [34 17],[87.50609756 25.49390244] ; [39.49390244 11.50609756],0
d3,1,0.043495,4.076046,[90 24] ; [32 18],[84.80487805 29.19512195] ; [37.19512195 12.80487805],0
s5,1,0.053685,3.722466,[37 68] ; [10 40],[31.83870968 73.16129032] ; [15.16129032 34.83870968],0
p9,1,0.061936,3.484769,[77 35] ; [25 22],[71.8490566 40.1509434] ; [30.1509434 16.8490566],0
p4,1,0.066911,3.357217,[55 58] ; [17 34],[49.6097561 63.3902439] ; [22.3902439 28.6097561],0
