Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000544,11.956773,[36  5] ; [38 30],[27.83486239 13.16513761] ; [46.16513761 21.83486239],1
r3,1,0.000762,11.331684,[38  3] ; [44 25],[30.56363636 10.43636364] ; [51.43636364 17.56363636],1
s7,1,0.001031,10.771035,[18 21] ; [10 52],[10.81188119 28.18811881] ; [17.18811881 44.81188119],0
d1,1,0.00169,9.859376,[25 16] ; [21 48],[17.14545455 23.85454545] ; [28.85454545 40.14545455],0
s6,1,0.001947,9.598521,[23 17] ; [19 50],[15.41284404 24.58715596] ; [26.58715596 42.41284404],0
v1,1,0.008435,6.938732,[22 18] ; [20 48],[15.55555556 24.44444444] ; [26.44444444 41.55555556],0
s8,1,0.008497,6.925662,[14 27] ; [ 9 60],[ 8.57272727 32.42727273] ; [14.42727273 54.57272727],0
v3,1,0.008711,6.881231,[14 25] ; [ 9 56],[ 8.625 30.375] ; [14.375 50.625],0
s2,1,0.015511,5.857519,[20 21] ; [18 51],[14.16363636 26.83636364] ; [23.83636364 45.16363636],0
p10,1,0.016203,5.780664,[24 16] ; [25 44],[17.98165138 22.01834862] ; [31.01834862 37.98165138],0
p11,1,0.017839,5.61188,[25 16] ; [26 43],[19.00909091 21.99090909] ; [31.99090909 37.00909091],0
d4,1,0.026584,4.917651,[36  5] ; [47 21],[31.22018349  9.77981651] ; [51.77981651 16.22018349],0
d3,1,0.040908,4.179812,[29 12] ; [34 33],[23.91666667 17.08333333] ; [39.08333333 27.91666667],0
p6,1,0.040964,4.177484,[ 9 30] ; [ 6 62],[ 5.46728972 33.53271028] ; [ 9.53271028 58.46728972],0
u2,1,0.051289,3.798825,[9 1] ; [15 12],[6.48648649 3.51351351] ; [17.51351351  9.48648649],0
a1,1,0.061388,3.49947,[ 1 40] ; [ 9 60],[ 3.72727273 37.27272727] ; [ 6.27272727 62.72727273],0
a5,1,0.076555,3.136562,[29 12] ; [37 32],[24.6 16.4] ; [41.4 27.6],0
v4,1,0.079494,3.075224,[35  6] ; [48 20],[31.22018349  9.77981651] ; [51.77981651 16.22018349],0
p7,1,0.07993,3.06633,[18 22] ; [19 48],[13.8317757 26.1682243] ; [23.1682243 43.8317757],0
p9,1,0.088289,2.905292,[27 13] ; [35 34],[22.75229358 17.24770642] ; [39.24770642 29.75229358],0
s5,1,0.092756,2.825883,[10 27] ; [ 9 57],[ 6.82524272 30.17475728] ; [12.17475728 53.82524272],0
a7,1,0.103638,2.648646,[29 12] ; [38 31],[24.97272727 16.02727273] ; [42.02727273 26.97272727],0
b4,1,0.123339,2.374399,[20 21] ; [44 25],[23.85454545 17.14545455] ; [40.14545455 28.85454545],0
n3,1,0.13057,2.285714,[15  5] ; [15 13],[12.5  7.5] ; [17.5 10.5],0
a3,1,0.136535,2.216578,[31 10] ; [42 26],[27.4587156 13.5412844] ; [45.5412844 22.4587156],0
r1,1,0.163437,1.942134,[28 12] ; [39 30],[24.58715596 15.41284404] ; [42.41284404 26.58715596],0
a4,1,0.171147,1.872864,[13 28] ; [31 38],[16.4 24.6] ; [27.6 41.4],0
a2,1,0.202479,1.624404,[ 4 37] ; [13 56],[ 6.33636364 34.66363636] ; [10.66363636 58.33636364],0
r4,1,0.221196,1.496597,[28 13] ; [39 30],[24.97272727 16.02727273] ; [42.02727273 26.97272727],0
n2,1,0.238593,1.388889,[14  6] ; [16 14],[12.  8.] ; [18. 12.],0
s3,1,0.344752,0.892681,[22 18] ; [31 37],[19.62962963 20.37037037] ; [33.37037037 34.62962963],0
p4,1,0.393974,0.726642,[14 27] ; [18 50],[12.03669725 28.96330275] ; [19.96330275 48.03669725],0
b1,1,0.431135,0.619763,[20 21] ; [39 30],[21.99090909 19.00909091] ; [37.00909091 31.99090909],0
n4,1,0.458463,0.549645,[22 19] ; [42 27],[23.85454545 17.14545455] ; [40.14545455 28.85454545],0
p2,1,0.502663,0.44931,[25 16] ; [37 31],[23.32110092 17.67889908] ; [38.67889908 29.32110092],0
p5,1,0.591771,0.287587,[ 2 39] ; [ 2 67],[ 1.49090909 39.50909091] ; [ 2.50909091 66.49090909],0
p3,1,0.61525,0.2526,[11 29] ; [16 53],[ 9.90825688 30.09174312] ; [17.09174312 51.90825688],0
b5,1,0.616132,0.251341,[24 17] ; [37 32],[22.73636364 18.26363636] ; [38.26363636 30.73636364],0
a8,1,0.644224,0.21326,[ 4 34] ; [ 9 57],[ 4.75 33.25] ; [ 8.25 57.75],0
s1,1,0.66759,0.184434,[ 2 37] ; [ 5 64],[ 2.52777778 36.47222222] ; [ 4.47222222 64.52777778],0
n1,1,0.687673,0.161616,[ 5 13] ; [10 20],[ 5.625 12.375] ; [ 9.375 20.625],0
s4,1,0.705461,0.142853,[ 6 35] ; [12 57],[ 6.70909091 34.29090909] ; [11.29090909 57.70909091],0
r2,1,0.721501,0.127059,[34  6] ; [56 12],[33.33333333  6.66666667] ; [56.66666667 11.33333333],0
d2,1,0.780133,0.077922,[18 23] ; [28 40],[17.30275229 23.69724771] ; [28.69724771 39.30275229],0
u3,1,0.808514,0.05873,[6 4] ; [15 12],[5.67567568 4.32432432] ; [15.32432432 11.67567568],0
b2,1,0.895725,0.017178,[ 7 15] ; [13 30],[ 6.76923077 15.23076923] ; [13.23076923 29.76923077],0
b3,1,0.895725,0.017178,[ 7 15] ; [13 30],[ 6.76923077 15.23076923] ; [13.23076923 29.76923077],0
a6,1,0.934645,0.006724,[25 16] ; [42 26],[25.20183486 15.79816514] ; [41.79816514 26.20183486],0
n5,1,0.952717,0.003516,[18 22] ; [31 37],[18.14814815 21.85185185] ; [30.85185185 37.14814815],0
u1,1,0.988985,0.000191,[ 3 38] ; [ 5 64],[ 2.98181818 38.01818182] ; [ 5.01818182 63.98181818],0
p1,1,0.99445,4.8e-05,[ 3 38] ; [ 5 63],[ 3.00917431 37.99082569] ; [ 4.99082569 63.00917431],0
