Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,79.45208,[206  56] ; [136 187],[153.16923077 108.83076923] ; [188.83076923 134.16923077],1
v1,1,0.0,33.388464,[179  83] ; [143 179],[144.45890411 117.54109589] ; [177.54109589 144.45890411],1
s8,1,3e-06,21.825964,[143 119] ; [118 215],[114.92773109 147.07226891] ; [146.07226891 186.92773109],1
s7,1,8.9e-05,15.350871,[148 100] ; [137 181],[124.87632509 123.12367491] ; [160.12367491 157.87632509],1
p3,1,0.000238,13.507876,[155 107] ; [146 186],[132.76430976 129.23569024] ; [168.23569024 163.76430976],1
s2,1,0.000828,11.177089,[142 121] ; [134 199],[121.79194631 141.20805369] ; [154.20805369 178.79194631],1
n5,1,0.001089,10.66963,[241  24] ; [269  61],[227.14285714  37.85714286] ; [282.85714286  47.14285714],0
p12,1,0.002455,9.173739,[ 34 229] ; [ 19 310],[ 23.54560811 239.45439189] ; [ 29.45439189 299.54560811],0
n6,1,0.002952,8.836676,[243  21] ; [277  53],[231.11111111  32.88888889] ; [288.88888889  41.11111111],0
v4,1,0.003768,8.3926,[253  11] ; [297  35],[243.62416107  20.37583893] ; [306.37583893  25.62416107],0
p5,1,0.005391,7.743454,[ 47 217] ; [ 33 298],[ 35.49579832 228.50420168] ; [ 44.50420168 286.49579832],0
p8,1,0.007817,7.074898,[151 108] ; [155 173],[135.0153322 123.9846678] ; [170.9846678 157.0153322],0
p7,1,0.009868,6.658496,[178  79] ; [192 134],[163.10463122  93.89536878] ; [206.89536878 119.10463122],0
r3,1,0.010973,6.469715,[254  10] ; [302  30],[246.28187919  17.71812081] ; [309.71812081  22.28187919],0
r4,1,0.01425,6.006908,[243  23] ; [283  51],[233.19333333  32.80666667] ; [292.80666667  41.19333333],0
p1,1,0.015768,5.828601,[ 36 229] ; [ 25 306],[ 27.12248322 237.87751678] ; [ 33.87751678 297.12248322],0
d1,1,0.016393,5.760243,[170  96] ; [181 153],[155.61 110.39] ; [195.39 138.61],0
p4,1,0.022327,5.220092,[169  91] ; [185 147],[155.47297297 104.52702703] ; [198.52702703 133.47297297],0
p6,1,0.024528,5.056926,[111 149] ; [110 217],[ 97.88756388 162.11243612] ; [123.11243612 203.88756388],0
s5,1,0.04206,4.132782,[ 90 168] ; [ 88 237],[ 78.77186964 179.22813036] ; [ 99.22813036 225.77186964],0
p10,1,0.047717,3.919928,[220  41] ; [256  73],[210.56949153  50.43050847] ; [265.43050847  63.56949153],0
d2,1,0.048434,3.894869,[145 118] ; [156 176],[133.04705882 129.95294118] ; [167.95294118 164.04705882],0
a1,1,0.055877,3.655733,[ 22 244] ; [ 15 319],[ 16.40333333 249.59666667] ; [ 20.59666667 313.40333333],0
r1,1,0.061474,3.497174,[220  45] ; [255  77],[210.84589615  54.15410385] ; [264.15410385  67.84589615],0
a3,1,0.062891,3.459465,[201  62] ; [231 101],[190.9512605  72.0487395] ; [241.0487395  90.9512605],0
p11,1,0.076686,3.133771,[221  45] ; [258  76],[212.35666667  53.64333333] ; [266.64333333  67.35666667],0
r2,1,0.137251,2.208507,[252  11] ; [303  23],[247.81833616  15.18166384] ; [307.18166384  18.81833616],0
a5,1,0.145805,2.115599,[208  57] ; [245  89],[200.40901503  64.59098497] ; [252.59098497  81.40901503],0
d3,1,0.168651,1.894893,[181  83] ; [211 123],[173.05685619  90.94314381] ; [218.94314381 115.05685619],0
u4,1,0.193361,1.691819,[  7 259] ; [  4 330],[  4.87666667 261.12333333] ; [  6.12333333 327.87666667],0
n3,1,0.207252,1.590517,[32  9] ; [55 27],[29. 12.] ; [58. 24.],0
n2,1,0.222265,1.489685,[33  8] ; [59 25],[30.176 10.824] ; [61.824 22.176],0
p9,1,0.233914,1.416901,[222  39] ; [266  61],[216.6122449  44.3877551] ; [271.3877551  55.6122449],0
s6,1,0.259542,1.2712,[172  89] ; [202 127],[165.44745763  95.55254237] ; [208.55254237 120.44745763],0
a2,1,0.272465,1.204293,[ 70 196] ; [ 75 259],[ 64.28333333 201.71666667] ; [ 80.71666667 253.28333333],0
s3,1,0.278503,1.174381,[143 113] ; [170 161],[136.50425894 119.49574106] ; [176.49574106 154.50425894],0
a4,1,0.279223,1.170867,[129 135] ; [147 184],[122.4605042 141.5394958] ; [153.5394958 177.4605042],0
u3,1,0.318839,0.993702,[37 28] ; [50 52],[33.86227545 31.13772455] ; [53.13772455 48.86227545],0
d5,1,0.348133,0.880251,[219  45] ; [267  67],[214.55518395  49.44481605] ; [271.44481605  62.55518395],0
u1,1,0.455568,0.556762,[ 50 216] ; [ 55 279],[ 46.55 219.45] ; [ 58.45 275.55],0
p2,1,0.615333,0.252481,[221  42] ; [273  58],[218.72390572  44.27609428] ; [275.27609428  55.72390572],0
s1,1,0.647255,0.209378,[  7 254] ; [ 11 319],[  7.94923858 253.05076142] ; [ 10.05076142 319.94923858],0
b4,1,0.647654,0.20887,[161 105] ; [196 138],[158.27 107.73] ; [198.73 135.27],0
b1,1,0.703934,0.144412,[110 156] ; [133 201],[107.73 158.27] ; [135.27 198.73],0
a8,1,0.725423,0.123356,[ 40 195] ; [ 56 252],[ 41.54696133 193.45303867] ; [ 54.45303867 253.54696133],0
d4,1,0.751741,0.100074,[216  46] ; [272  62],[214.52348993  47.47651007] ; [273.47651007  60.52348993],0
b5,1,0.85942,0.031369,[158 108] ; [196 138],[156.94 109.06] ; [197.06 136.94],0
u2,1,0.87803,0.023552,[35 29] ; [54 47],[34.52121212 29.47878788] ; [54.47878788 46.52121212],0
n1,1,0.882733,0.021758,[18 20] ; [41 43],[18.37704918 19.62295082] ; [40.62295082 43.37704918],0
a6,1,0.908463,0.01322,[176  87] ; [225 109],[176.65494137  86.34505863] ; [224.34505863 109.65494137],0
b3,1,0.909276,0.012985,[ 77 106] ; [ 88 124],[ 76.44303797 106.55696203] ; [ 88.55696203 123.44303797],0
b2,1,0.909276,0.012985,[ 77 106] ; [ 88 124],[ 76.44303797 106.55696203] ; [ 88.55696203 123.44303797],0
a7,1,0.923035,0.009334,[186  77] ; [235  99],[185.46566164  77.53433836] ; [235.53433836  98.46566164],0
