Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000158,14.276335,[23 24] ; [21 88],[13.25641026 33.74358974] ; [30.74358974 78.25641026],1
s2,1,0.002367,9.240843,[26 21] ; [33 78],[17.55063291 29.44936709] ; [41.44936709 69.55063291],0
s3,1,0.004345,8.13376,[27 20] ; [36 73],[18.98076923 28.01923077] ; [44.01923077 64.98076923],0
p3,1,0.005228,7.798823,[25 21] ; [34 77],[17.2866242 28.7133758] ; [41.7133758 69.2866242],0
p4,1,0.014815,5.938317,[29 18] ; [45 66],[22.01265823 24.98734177] ; [51.98734177 59.01265823],0
n2,1,0.015084,5.90662,[15  1] ; [25 16],[11.22807018  4.77192982] ; [28.77192982 12.22807018],0
u3,1,0.019028,5.498943,[12  7] ; [19 39],[ 7.64935065 11.35064935] ; [23.35064935 34.64935065],0
s6,1,0.023097,5.161173,[27 20] ; [42 69],[20.52531646 26.47468354] ; [48.47468354 62.52531646],0
s5,1,0.026152,4.945974,[15 30] ; [18 88],[ 9.83443709 35.16556291] ; [23.16556291 82.83443709],0
p5,1,0.049357,3.863162,[ 7 40] ; [  6 104],[ 3.89171975 43.10828025] ; [  9.10828025 100.89171975],0
v4,1,0.056814,3.628042,[41  5] ; [84 27],[36.62420382  9.37579618] ; [88.37579618 22.62420382],0
p9,1,0.068532,3.317838,[38  9] ; [71 36],[33.26623377 13.73376623] ; [75.73376623 31.26623377],0
s8,1,0.075011,3.169811,[15 32] ; [21 90],[10.70886076 36.29113924] ; [25.29113924 85.70886076],0
p10,1,0.083596,2.993559,[34 12] ; [64 44],[29.27272727 16.72727273] ; [68.72727273 39.27272727],0
s7,1,0.098175,2.734935,[16 27] ; [25 80],[11.91216216 31.08783784] ; [29.08783784 75.91216216],0
a8,1,0.098299,2.732921,[ 1 43] ; [11 96],[ 3.49668874 40.50331126] ; [ 8.50331126 98.49668874],0
n1,1,0.108157,2.580939,[8 8] ; [11 29],[ 5.42857143 10.57142857] ; [13.57142857 26.42857143],0
d4,1,0.113303,2.507538,[33 14] ; [63 48],[28.55696203 18.44303797] ; [67.44303797 43.55696203],0
a3,1,0.143514,2.139872,[28 19] ; [52 59],[23.79746835 23.20253165] ; [56.20253165 54.79746835],0
b1,1,0.210659,1.566889,[25 22] ; [47 64],[21.41772152 25.58227848] ; [50.58227848 60.41772152],0
p2,1,0.224038,1.478318,[35 12] ; [71 39],[31.73248408 15.26751592] ; [74.26751592 35.73248408],0
a2,1,0.237025,1.398199,[ 2 45] ; [ 11 100],[ 3.86708861 43.13291139] ; [  9.13291139 101.86708861],0
d2,1,0.274168,1.195774,[13 34] ; [40 69],[15.96794872 31.03205128] ; [37.03205128 71.96794872],0
p1,1,0.302492,1.063177,[ 2 45] ; [ 10 101],[ 3.56962025 43.43037975] ; [  8.43037975 102.56962025],0
n5,1,0.314592,1.011298,[33 14] ; [68 42],[30.23566879 16.76433121] ; [70.76433121 39.23566879],0
a7,1,0.31878,0.993946,[28 19] ; [56 54],[25.14649682 21.85350318] ; [58.85350318 51.14649682],0
s1,1,0.320598,0.986507,[ 4 43] ; [  5 106],[ 2.67721519 44.32278481] ; [  6.32278481 104.67721519],0
d5,1,0.338089,0.917664,[32 15] ; [66 44],[29.33757962 17.66242038] ; [68.66242038 41.33757962],0
n4,1,0.433602,0.613155,[29 18] ; [61 50],[26.7721519 20.2278481] ; [63.2278481 47.7721519],0
p12,1,0.437657,0.602417,[ 3 44] ; [  4 107],[ 2.08227848 44.91772152] ; [  4.91772152 106.08227848],0
a5,1,0.443281,0.587774,[26 21] ; [54 57],[23.79746835 23.20253165] ; [56.20253165 54.79746835],0
r3,1,0.446938,0.578404,[37  9] ; [83 28],[35.15923567 10.84076433] ; [84.84076433 26.15923567],0
p11,1,0.478494,0.502293,[32 15] ; [69 42],[30.0443038 16.9556962] ; [70.9556962 40.0443038],0
n3,1,0.499418,0.456174,[9 7] ; [27 14],[10.10526316  5.89473684] ; [25.89473684 15.10526316],0
a6,1,0.510772,0.432485,[24 23] ; [63 48],[25.87974684 21.12025316] ; [61.12025316 49.87974684],0
r2,1,0.568781,0.324727,[34 11] ; [76 31],[32.56578947 12.43421053] ; [77.43421053 29.56578947],0
d1,1,0.57054,0.321779,[17 30] ; [35 76],[15.46835443 31.53164557] ; [36.53164557 74.46835443],0
b5,1,0.654405,0.200391,[27 20] ; [68 43],[28.25949367 18.74050633] ; [66.74050633 44.25949367],0
r4,1,0.675522,0.17521,[22 25] ; [56 55],[23.20253165 23.79746835] ; [54.79746835 56.20253165],0
a1,1,0.708262,0.140019,[ 3 44] ; [  9 102],[ 3.56962025 43.43037975] ; [  8.43037975 102.56962025],0
a4,1,0.767928,0.087076,[13 34] ; [33 77],[13.77070064 33.22929936] ; [32.22929936 77.77070064],0
d3,1,0.779728,0.078217,[24 23] ; [53 56],[23.19871795 23.80128205] ; [53.80128205 55.19871795],0
