Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,38.800114,[13 84] ; [17  5],[24.45378151 72.54621849] ; [ 5.54621849 16.45378151],1
s2,1,9e-06,19.815699,[22 78] ; [16  7],[30.89430894 69.10569106] ; [ 7.10569106 15.89430894],1
p11,1,0.000115,14.86678,[52 48] ; [22  1],[60.16260163 39.83739837] ; [13.83739837  9.16260163],1
s3,1,0.000165,14.192775,[31 68] ; [17  6],[38.95081967 60.04918033] ; [ 9.04918033 13.95081967],1
p6,1,0.000244,13.461264,[11 87] ; [ 9 11],[16.61016949 81.38983051] ; [ 3.38983051 16.61016949],1
s6,1,0.000782,11.283247,[31 67] ; [16  7],[38.0661157 59.9338843] ; [ 8.9338843 14.0661157],1
p3,1,0.002431,9.191883,[15 84] ; [10 13],[20.28688525 78.71311475] ; [ 4.71311475 18.28688525],0
p9,1,0.002812,8.925348,[60 34] ; [22  1],[65.88034188 28.11965812] ; [16.11965812  6.88034188],0
v2,1,0.004454,8.088671,[27 72] ; [12  8],[32.44537815 66.55462185] ; [ 6.55462185 13.44537815],0
r4,1,0.00574,7.630226,[42 58] ; [17  6],[47.96747967 52.03252033] ; [11.03252033 11.96747967],0
p10,1,0.005992,7.552653,[53 44] ; [19  3],[58.68907563 38.31092437] ; [13.31092437  8.68907563],0
d1,1,0.008888,6.845217,[28 72] ; [13 10],[33.33333333 66.66666667] ; [ 7.66666667 15.33333333],0
v1,1,0.011934,6.320648,[24 73] ; [11 10],[28.77118644 68.22881356] ; [ 6.22881356 14.77118644],0
r3,1,0.012328,6.263029,[70 29] ; [22  1],[74.6557377 24.3442623] ; [17.3442623  5.6557377],0
s5,1,0.012498,6.238867,[14 82] ; [ 8 13],[18.05128205 77.94871795] ; [ 3.94871795 17.05128205],0
p7,1,0.015909,5.812852,[29 69] ; [12  9],[33.76470588 64.23529412] ; [ 7.23529412 13.76470588],0
v3,1,0.016827,5.714286,[22 77] ; [10 11],[26.4 72.6] ; [ 5.6 15.4],0
p1,1,0.025352,4.999697,[ 9 90] ; [ 6 17],[12.17213115 86.82786885] ; [ 2.82786885 20.17213115],0
r2,1,0.029245,4.753117,[71 26] ; [20  1],[74.80508475 22.19491525] ; [16.19491525  4.80508475],0
a3,1,0.034265,4.481407,[49 50] ; [17  6],[53.55737705 45.44262295] ; [12.44262295 10.55737705],0
d5,1,0.038414,4.286591,[59 40] ; [19  4],[63.29508197 35.70491803] ; [14.70491803  8.29508197],0
v4,1,0.049406,3.861512,[71 28] ; [21  2],[74.6557377 24.3442623] ; [17.3442623  5.6557377],0
p2,1,0.06231,3.4748,[52 47] ; [17  6],[55.99180328 43.00819672] ; [13.00819672  9.99180328],0
s1,1,0.090853,2.859199,[ 2 98] ; [ 2 20],[ 3.27868852 96.72131148] ; [ 0.72131148 21.27868852],0
d4,1,0.10113,2.687625,[60 40] ; [18  5],[63.41463415 36.58536585] ; [14.58536585  8.41463415],0
a5,1,0.101317,2.684689,[42 58] ; [14  9],[45.52845528 54.47154472] ; [10.47154472 12.52845528],0
