Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,38.800114,[13 84] ; [17  5],[24.45378151 72.54621849] ; [ 5.54621849 16.45378151],1
n1,1,0.110087,2.552967,[ 9 31] ; [4 4],[10.83333333 29.16666667] ; [2.16666667 5.83333333],0
s4,1,0.127384,2.324093,[20 80] ; [ 8 15],[22.76422764 77.23577236] ; [ 5.23577236 17.76422764],0
a4,1,0.147638,2.096487,[24 75] ; [ 9 14],[26.77868852 72.22131148] ; [ 6.22131148 16.77868852],0
a2,1,0.171111,1.873184,[ 8 92] ; [ 4 19],[ 9.75609756 90.24390244] ; [ 2.24390244 20.75609756],0
n4,1,0.233783,1.417698,[56 44] ; [16  7],[58.53658537 41.46341463] ; [13.46341463  9.53658537],0
b1,1,0.246339,1.34395,[39 61] ; [ 6 17],[36.58536585 63.41463415] ; [ 8.41463415 14.58536585],0
u4,1,0.252355,1.310217,[ 1 99] ; [ 1 22],[ 1.62601626 98.37398374] ; [ 0.37398374 22.62601626],0
n6,1,0.254548,1.29817,[66 34] ; [18  5],[68.29268293 31.70731707] ; [15.70731707  7.29268293],0
n3,1,0.259295,1.272519,[23 17] ; [7 2],[24.48979592 15.51020408] ; [5.51020408 3.48979592],0
b4,1,0.268633,1.223714,[57 43] ; [16  7],[59.3495935 40.6504065] ; [13.6504065  9.3495935],0
p8,1,0.289839,1.12037,[25 74] ; [ 8 14],[27. 72.] ; [ 6. 16.],0
u3,1,0.304779,1.053167,[15 36] ; [3 3],[16.10526316 34.89473684] ; [1.89473684 4.10526316],0
a6,1,0.392575,0.73095,[51 49] ; [14  9],[52.84552846 47.15447154] ; [12.15447154 10.84552846],0
a7,1,0.398639,0.712428,[55 44] ; [15  8],[56.80327869 42.19672131] ; [13.19672131  9.80327869],0
n2,1,0.460172,0.545476,[26 14] ; [7 2],[26.93877551 13.06122449] ; [6.06122449 2.93877551],0
p12,1,0.51615,0.42158,[ 2 97] ; [ 1 22],[ 2.43442623 96.56557377] ; [ 0.56557377 22.43442623],0
a1,1,0.544217,0.36778,[ 8 92] ; [ 1 22],[ 7.31707317 92.68292683] ; [ 1.68292683 21.31707317],0
u2,1,0.569558,0.323422,[19 31] ; [3 3],[19.64285714 30.35714286] ; [2.35714286 3.64285714],0
b2,1,0.596312,0.280594,[21 31] ; [ 6 12],[20.05714286 31.94285714] ; [ 6.94285714 11.05714286],0
b3,1,0.596312,0.280594,[21 31] ; [ 6 12],[20.05714286 31.94285714] ; [ 6.94285714 11.05714286],0
d2,1,0.612292,0.256851,[37 61] ; [10 13],[38.0661157 59.9338843] ; [ 8.9338843 14.0661157],0
d3,1,0.651063,0.204563,[46 52] ; [12 11],[46.97520661 51.02479339] ; [11.02479339 11.97520661],0
n5,1,0.707421,0.140867,[61 39] ; [15  8],[61.78861789 38.21138211] ; [14.21138211  8.78861789],0
a8,1,0.71292,0.135378,[ 7 89] ; [ 1 19],[ 6.62068966 89.37931034] ; [ 1.37931034 18.62068966],0
p5,1,0.749248,0.102164,[ 3 96] ; [ 1 22],[ 3.24590164 95.75409836] ; [ 0.75409836 22.24590164],0
u1,1,0.757789,0.095102,[ 6 94] ; [ 1 22],[ 5.69105691 94.30894309] ; [ 1.30894309 21.69105691],0
b5,1,0.990775,0.000134,[61 39] ; [14  9],[60.97560976 39.02439024] ; [14.02439024  8.97560976],0
