Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.602928,[18 31] ; [68  8],[33.712 15.288] ; [52.288 23.712],1
a5,1,0.000113,14.897847,[10 39] ; [42 34],[20.384 28.616] ; [31.616 44.384],1
r2,1,0.00016,14.250609,[32 17] ; [70  6],[39.984  9.016] ; [62.016 13.984],1
v4,1,0.000162,14.22704,[33 16] ; [70  5],[40.7016129  8.2983871] ; [62.2983871 12.7016129],1
p11,1,0.002291,9.30018,[26 23] ; [60 16],[33.712 15.288] ; [52.288 23.712],0
a6,1,0.002398,9.217183,[18 31] ; [49 27],[26.264 22.736] ; [40.736 35.264],0
u3,1,0.002665,9.023436,[ 7 27] ; [20 16],[13.11428571 20.88571429] ; [13.88571429 22.11428571],0
v2,1,0.003532,8.509764,[10 38] ; [33 37],[17.49152542 30.50847458] ; [25.50847458 44.49152542],0
a4,1,0.010429,6.560075,[ 5 44] ; [22 52],[10.75609756 38.24390244] ; [16.24390244 57.75609756],0
a3,1,0.013401,6.115323,[15 33] ; [40 34],[21.63934426 26.36065574] ; [33.36065574 40.63934426],0
r3,1,0.014449,5.982456,[33 15] ; [66 10],[38.32258065  9.67741935] ; [60.67741935 15.32258065],0
v1,1,0.014565,5.96838,[11 36] ; [34 41],[17.33606557 29.66393443] ; [27.66393443 47.33606557],0
u2,1,0.017429,5.652665,[ 9 24] ; [20 16],[13.86956522 19.13043478] ; [15.13043478 20.86956522],0
a7,1,0.020889,5.336058,[18 31] ; [44 32],[24.304 24.696] ; [37.696 38.304],0
d3,1,0.025692,4.976662,[10 39] ; [30 46],[15.68 33.32] ; [24.32 51.68],0
p2,1,0.027347,4.868783,[26 23] ; [55 21],[31.752 17.248] ; [49.248 26.752],0
p10,1,0.029942,4.712636,[22 26] ; [48 25],[27.76859504 20.23140496] ; [42.23140496 30.76859504],0
s5,1,0.041216,4.167124,[ 3 46] ; [14 59],[ 6.82786885 42.17213115] ; [10.17213115 62.82786885],0
s6,1,0.041607,4.151139,[12 37] ; [31 42],[17.2704918 31.7295082] ; [25.7295082 47.2704918],0
p3,1,0.047784,3.917561,[11 38] ; [30 46],[16.072 32.928] ; [24.928 51.072],0
n6,1,0.04797,3.911022,[30 19] ; [59 17],[34.888 14.112] ; [54.112 21.888],0
v3,1,0.076956,3.128035,[ 9 40] ; [24 49],[13.25409836 35.74590164] ; [19.74590164 53.25409836],0
p7,1,0.087694,2.916195,[19 29] ; [41 33],[23.60655738 24.39344262] ; [36.39344262 37.60655738],0
p4,1,0.098767,2.725341,[13 36] ; [30 43],[17.2704918 31.7295082] ; [25.7295082 47.2704918],0
