Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.005626,7.666385,[31 83] ; [38 44],[40.13265306 73.86734694] ; [28.86734694 53.13265306],0
r3,1,0.007051,7.259937,[108   6] ; [68 14],[102.36734694  11.63265306] ; [73.63265306  8.36734694],0
u3,1,0.007495,7.150428,[18 26] ; [23  9],[23.73684211 20.26315789] ; [17.26315789 14.73684211],0
p1,1,0.007691,7.104004,[  1 111] ; [ 7 74],[  4.64248705 107.35751295] ; [ 3.35751295 77.64248705],0
a8,1,0.012549,6.231605,[11 92] ; [ 1 76],[ 6.86666667 96.13333333] ; [ 5.13333333 71.86666667],0
u2,1,0.016395,5.759975,[18 26] ; [22 10],[23.15789474 20.84210526] ; [16.84210526 15.15789474],0
v4,1,0.029406,4.743702,[103   9] ; [66 15],[98.07253886 13.92746114] ; [70.92746114 10.07253886],0
p9,1,0.033384,4.526,[80 30] ; [47 34],[73.14136126 36.85863874] ; [53.85863874 27.14136126],0
s5,1,0.039556,4.236808,[31 79] ; [12 66],[25.15957447 84.84042553] ; [17.84042553 60.15957447],0
p11,1,0.048499,3.892603,[77 37] ; [44 38],[70.37755102 43.62244898] ; [50.62244898 31.37755102],0
s1,1,0.052192,3.769608,[  2 112] ; [ 6 76],[  4.65306122 109.34693878] ; [ 3.34693878 78.65306122],0
p10,1,0.100062,2.70456,[72 39] ; [43 38],[66.484375 44.515625] ; [48.515625 32.484375],0
s6,1,0.109279,2.564624,[62 51] ; [35 46],[56.5 56.5] ; [40.5 40.5],0
p7,1,0.122718,2.382286,[53 60] ; [29 52],[47.7628866 65.2371134] ; [34.2371134 46.7628866],0
v2,1,0.123206,2.376091,[57 52] ; [31 45],[51.84864865 57.15135135] ; [36.15135135 39.84864865],0
s4,1,0.140793,2.169269,[23 91] ; [10 72],[19.19387755 94.80612245] ; [13.80612245 68.19387755],0
a7,1,0.142846,2.147026,[86 28] ; [54 28],[81.42857143 32.57142857] ; [58.57142857 23.42857143],0
r2,1,0.195673,1.674377,[101  11] ; [68 13],[98.07253886 13.92746114] ; [70.92746114 10.07253886],0
p2,1,0.199397,1.646784,[82 30] ; [53 29],[77.93814433 34.06185567] ; [57.06185567 24.93814433],0
r4,1,0.199497,1.646053,[91 23] ; [59 23],[87.24489796 26.75510204] ; [62.75510204 19.24489796],0
a5,1,0.231749,1.430097,[64 50] ; [53 29],[68.05102041 45.94897959] ; [48.94897959 33.05102041],0
p3,1,0.252315,1.310441,[29 85] ; [27 55],[32.57142857 81.42857143] ; [23.42857143 58.57142857],0
r1,1,0.265217,1.241321,[79 35] ; [62 19],[82.43076923 31.56923077] ; [58.56923077 22.43076923],0
s2,1,0.351281,0.868825,[46 67] ; [28 54],[42.88205128 70.11794872] ; [31.11794872 50.88205128],0
u1,1,0.37036,0.802456,[ 11 103] ; [ 5 77],[  9.30612245 104.69387755] ; [ 6.69387755 75.30612245],0
v3,1,0.389685,0.739926,[26 80] ; [23 53],[28.53846154 77.46153846] ; [20.46153846 55.53846154],0
a1,1,0.403153,0.698902,[  3 111] ; [ 4 78],[  4.07142857 109.92857143] ; [ 2.92857143 79.07142857],0
d2,1,0.415284,0.663622,[44 70] ; [27 55],[41.29591837 72.70408163] ; [29.70408163 52.29591837],0
b4,1,0.478745,0.501721,[68 46] ; [53 29],[70.37755102 43.62244898] ; [50.62244898 31.37755102],0
n2,1,0.486524,0.484205,[20 11] ; [15 12],[18.70689655 12.29310345] ; [16.29310345 10.70689655],0
v1,1,0.507281,0.439671,[35 73] ; [30 51],[37.14285714 70.85714286] ; [27.85714286 53.14285714],0
a2,1,0.569708,0.323172,[ 11 103] ; [10 72],[ 12.21428571 101.78571429] ; [ 8.78571429 73.21428571],0
p8,1,0.575339,0.313831,[41 73] ; [26 55],[39.16923077 74.83076923] ; [27.83076923 53.16923077],0
d4,1,0.633059,0.227936,[90 24] ; [67 15],[91.31632653 22.68367347] ; [65.68367347 16.31632653],0
p4,1,0.63705,0.222621,[38 76] ; [30 52],[39.55102041 74.44897959] ; [28.44897959 53.55102041],0
d5,1,0.659094,0.194626,[83 31] ; [62 20],[84.33673469 29.66326531] ; [60.66326531 21.33673469],0
d3,1,0.67069,0.180796,[77 37] ; [53 29],[75.6122449 38.3877551] ; [54.3877551 27.6122449],0
n3,1,0.677911,0.172487,[23  8] ; [18  8],[22.29824561  8.70175439] ; [18.70175439  7.29824561],0
s3,1,0.68402,0.165635,[54 57] ; [37 44],[52.609375 58.390625] ; [38.390625 42.609375],0
d1,1,0.70062,0.147828,[56 58] ; [38 44],[54.67346939 59.32653061] ; [39.32653061 42.67346939],0
n1,1,0.715567,0.13278,[ 7 25] ; [ 7 20],[ 7.59322034 24.40677966] ; [ 6.40677966 20.59322034],0
a6,1,0.794053,0.068148,[66 48] ; [49 33],[66.8877551 47.1122449] ; [48.1122449 33.8877551],0
p5,1,0.803289,0.062047,[  5 108] ; [ 3 78],[  4.65979381 108.34020619] ; [ 3.34020619 77.65979381],0
s8,1,0.804401,0.061333,[31 83] ; [21 61],[30.24489796 83.75510204] ; [21.75510204 60.24489796],0
n4,1,0.83202,0.044991,[42 72] ; [29 53],[41.29591837 72.70408163] ; [29.70408163 52.29591837],0
a4,1,0.842015,0.039727,[36 78] ; [27 55],[36.64285714 77.35714286] ; [26.35714286 55.64285714],0
a3,1,0.853896,0.033911,[69 44] ; [49 33],[68.37948718 44.62051282] ; [49.62051282 32.37948718],0
b5,1,0.875777,0.024437,[68 46] ; [48 34],[67.46938776 46.53061224] ; [48.53061224 33.46938776],0
p12,1,0.954598,0.003241,[  3 111] ; [ 2 78],[  2.93814433 111.06185567] ; [ 2.06185567 77.93814433],0
s7,1,0.966617,0.001752,[31 81] ; [20 53],[30.87567568 81.12432432] ; [20.12432432 52.87567568],0
b2,1,0.976474,0.00087,[15 41] ; [13 36],[14.93333333 41.06666667] ; [13.06666667 35.93333333],0
b3,1,0.976474,0.00087,[15 41] ; [13 36],[14.93333333 41.06666667] ; [13.06666667 35.93333333],0
