Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,141.930801,[ 62 207] ; [321 147],[139.79240163 129.20759837] ; [243.20759837 224.79240163],1
p6,1,0.0,70.4255,[ 49 212] ; [235 231],[101.95873453 159.04126547] ; [182.04126547 283.95873453],1
p8,1,0.0,42.367089,[108 154] ; [308 158],[149.71428571 112.28571429] ; [266.28571429 199.71428571],1
p7,1,0.0,34.595821,[143 116] ; [355 110],[178.1519337  80.8480663] ; [319.8480663 145.1519337],1
n5,1,0.0,29.759048,[170  97] ; [381  85],[200.7053206  66.2946794] ; [350.2946794 115.7053206],1
p5,1,0.0,28.95676,[  9 259] ; [ 78 390],[ 31.67934783 236.32065217] ; [ 55.32065217 412.67934783],1
n4,1,0.0,25.731632,[182  86] ; [393  75],[209.375  58.625] ; [365.625 102.375],1
s7,1,0.0,25.682121,[ 98 163] ; [255 190],[130.5 130.5] ; [222.5 222.5],1
s6,1,2e-06,22.303043,[153 112] ; [342 116],[181.43153527  83.56846473] ; [313.56846473 144.43153527],1
d1,1,1.1e-05,19.379219,[131 138] ; [306 163],[159.28590786 109.71409214] ; [277.71409214 191.28590786],1
s8,1,5.7e-05,16.187335,[ 95 174] ; [236 230],[121.1414966 147.8585034] ; [209.8585034 256.1414966],1
v1,1,0.000114,14.883526,[120 139] ; [281 178],[144.65041783 114.34958217] ; [256.34958217 202.65041783],1
a5,1,0.000284,13.171876,[177  92] ; [366 103],[197.92276423  71.07723577] ; [345.07723577 123.92276423],1
p10,1,0.000338,12.848201,[205  61] ; [405  59],[222.2739726  43.7260274] ; [387.7260274  76.2739726],1
s2,1,0.000415,12.461204,[114 153] ; [261 203],[136.96990424 130.03009576] ; [238.03009576 225.96990424],1
d2,1,0.000575,11.854992,[106 163] ; [246 222],[128.47761194 140.52238806] ; [223.52238806 244.47761194],1
p1,1,0.000724,11.426784,[ 10 257] ; [ 51 417],[ 22.15918367 244.84081633] ; [ 38.84081633 429.15918367],1
s5,1,0.000917,10.988428,[ 68 191] ; [174 278],[ 88.15471167 170.84528833] ; [153.84528833 298.15471167],1
d3,1,0.001077,10.690129,[170  97] ; [352 117],[189.36684783  77.63315217] ; [332.63315217 136.36684783],0
a2,1,0.003746,8.403008,[ 48 221] ; [128 341],[ 64.15176152 204.84823848] ; [111.84823848 357.15176152],0
a4,1,0.004512,8.065468,[100 169] ; [224 243],[118.41847826 150.58152174] ; [205.58152174 261.41847826],0
u1,1,0.00592,7.574371,[ 34 235] ; [ 97 372],[ 47.74932249 221.25067751] ; [ 83.25067751 385.74932249],0
d5,1,0.007629,7.118546,[209  59] ; [401  67],[222.11956522  45.88043478] ; [387.88043478  80.11956522],0
p12,1,0.00791,7.053721,[ 11 253] ; [ 45 424],[ 20.1691678 243.8308322] ; [ 35.8308322 433.1691678],0
v3,1,0.010688,6.516537,[ 88 175] ; [195 257],[104.0965035 158.9034965] ; [178.9034965 273.0965035],0
n6,1,0.011569,6.375738,[216  51] ; [409  57],[227.66030014  39.33969986] ; [397.33969986  68.66030014],0
r4,1,0.020558,5.363843,[241  28] ; [442  27],[248.95257453  20.04742547] ; [434.04742547  34.95257453],0
u4,1,0.02143,5.29147,[  1 268] ; [ 13 456],[  5.10298103 263.89701897] ; [  8.89701897 460.10298103],0
a7,1,0.03271,4.560912,[187  81] ; [360 108],[199.17934783  68.82065217] ; [347.82065217 120.17934783],0
p9,1,0.038348,4.289508,[221  43] ; [415  51],[230.00547945  33.99452055] ; [405.99452055  60.00547945],0
b1,1,0.039021,4.259956,[ 84 185] ; [182 287],[ 96.95663957 172.04336043] ; [169.04336043 299.95663957],0
r1,1,0.068016,3.330269,[209  58] ; [390  76],[218.18963165  48.81036835] ; [380.81036835  85.18963165],0
v2,1,0.08083,3.048127,[134 120] ; [272 185],[145.04078762 108.95921238] ; [260.95921238 196.04078762],0
p11,1,0.081951,3.025769,[211  58] ; [392  77],[219.79268293  49.20731707] ; [383.20731707  85.79268293],0
u3,1,0.092489,2.830514,[43 44] ; [74 47],[48.9375 38.0625] ; [68.0625 52.9375],0
s3,1,0.10381,2.646014,[143 124] ; [276 186],[153.46090535 113.53909465] ; [265.53909465 196.46090535],0
a3,1,0.107966,2.583747,[182  85] ; [345 123],[191.44081633  75.55918367] ; [335.55918367 132.44081633],0
d4,1,0.108238,2.579755,[215  53] ; [397  71],[222.84782609  45.15217391] ; [389.15217391  78.84782609],0
b5,1,0.202231,1.626188,[170  99] ; [274 195],[161.83739837 107.16260163] ; [282.16260163 186.83739837],0
n1,1,0.20797,1.585501,[21 51] ; [30 47],[24.6442953 47.3557047] ; [26.3557047 50.6442953],0
a1,1,0.208399,1.582516,[  8 261] ; [ 23 446],[ 11.29945799 257.70054201] ; [ 19.70054201 449.29945799],0
v4,1,0.286804,1.134562,[254  12] ; [453  14],[256.56480218   9.43519782] ; [450.43519782  16.56480218],0
s1,1,0.356795,0.849144,[  5 260] ; [ 14 450],[  6.90672154 258.09327846] ; [ 12.09327846 451.90672154],0
u2,1,0.39549,0.721996,[44 41] ; [71 52],[46.99519231 38.00480769] ; [68.00480769 54.99519231],0
s4,1,0.426882,0.631292,[ 39 228] ; [ 78 385],[ 42.79315068 224.20684932] ; [ 74.20684932 388.79315068],0
a6,1,0.537419,0.380345,[181  87] ; [327 142],[184.72727273  83.27272727] ; [323.27272727 145.72727273],0
n3,1,0.53922,0.376988,[55 20] ; [59 17],[56.62251656 18.37748344] ; [57.37748344 18.62251656],0
n2,1,0.64431,0.213149,[56 18] ; [55 21],[54.76 19.24] ; [56.24 19.76],0
b4,1,0.725294,0.123477,[159 110] ; [271 198],[156.73441734 112.26558266] ; [273.26558266 195.73441734],0
a8,1,0.74648,0.104513,[ 38 208] ; [ 61 359],[ 36.56756757 209.43243243] ; [ 62.43243243 357.56756757],0
r2,1,0.855939,0.032959,[252  14] ; [441  23],[252.51780822  13.48219178] ; [440.48219178  23.51780822],0
b2,1,0.999233,1e-06,[53 88] ; [112 186],[52.99544419 88.00455581] ; [112.00455581 185.99544419],0
b3,1,0.999233,1e-06,[53 88] ; [112 186],[52.99544419 88.00455581] ; [112.00455581 185.99544419],0
