Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000456,12.288959,[42 29] ; [36 74],[30.59668508 40.40331492] ; [47.40331492 62.59668508],1
a8,1,0.002503,9.138351,[13 49] ; [  6 100],[ 7.01190476 54.98809524] ; [11.98809524 94.01190476],0
v3,1,0.004367,8.124622,[30 39] ; [25 83],[21.44067797 47.55932203] ; [33.55932203 74.44067797],0
a2,1,0.008314,6.964616,[22 51] ; [16 97],[14.91397849 58.08602151] ; [23.08602151 89.91397849],0
r1,1,0.011628,6.36678,[62 10] ; [79 34],[54.87567568 17.12432432] ; [86.12432432 26.87567568],0
n4,1,0.021168,5.312925,[54 18] ; [66 47],[46.7027027 25.2972973] ; [73.2972973 39.7027027],0
a5,1,0.025251,5.006588,[52 21] ; [62 51],[44.74193548 28.25806452] ; [69.25806452 43.74193548],0
s7,1,0.039717,4.229928,[29 40] ; [29 78],[22.73863636 46.26136364] ; [35.26136364 71.73863636],0
s8,1,0.040183,4.210125,[25 46] ; [24 88],[19.01092896 51.98907104] ; [29.98907104 82.01092896],0
b5,1,0.089812,2.877737,[51 22] ; [65 48],[45.52688172 27.47311828] ; [70.47311828 42.52688172],0
a1,1,0.097675,2.743104,[ 2 71] ; [ 10 103],[ 4.70967742 68.29032258] ; [  7.29032258 105.70967742],0
p2,1,0.105023,2.627556,[50 23] ; [64 49],[44.74193548 28.25806452] ; [69.25806452 43.74193548],0
d3,1,0.110341,2.549331,[49 24] ; [62 50],[43.8 29.2] ; [67.2 44.8],0
n3,1,0.12473,2.356902,[17  5] ; [28 20],[14.14285714  7.85714286] ; [30.85714286 17.14285714],0
a3,1,0.150885,2.063285,[49 23] ; [65 48],[44.36756757 27.63243243] ; [69.63243243 43.36756757],0
v4,1,0.160859,1.966131,[67  6] ; [95 17],[63.92432432  9.07567568] ; [98.07567568 13.92432432],0
u4,1,0.162057,1.954928,[ 4 69] ; [  2 111],[ 2.35483871 70.64516129] ; [  3.64516129 109.35483871],0
s2,1,0.184734,1.759126,[29 42] ; [35 77],[24.83060109 46.16939891] ; [39.16939891 72.83060109],0
s6,1,0.191393,1.70686,[40 31] ; [52 60],[35.69398907 35.30601093] ; [56.30601093 55.69398907],0
u1,1,0.206137,1.598353,[14 59] ; [14 99],[10.98924731 62.01075269] ; [17.01075269 95.98924731],0
r3,1,0.212792,1.55233,[67  6] ; [96 16],[64.31891892  8.68108108] ; [98.68108108 13.31891892],0
p3,1,0.242817,1.364165,[28 45] ; [34 79],[24.33333333 48.66666667] ; [37.66666667 75.33333333],0
n2,1,0.265856,1.238003,[17  5] ; [32 18],[14.97222222  7.02777778] ; [34.02777778 15.97222222],0
a7,1,0.281947,1.157679,[50 23] ; [68 44],[46.56216216 26.43783784] ; [71.43783784 40.56216216],0
s1,1,0.282521,1.154921,[ 3 70] ; [  9 102],[ 4.76086957 68.23913043] ; [  7.23913043 103.76086957],0
b4,1,0.292968,1.105934,[47 26] ; [64 49],[43.56451613 29.43548387] ; [67.43548387 45.56451613],0
s3,1,0.35776,0.845741,[35 36] ; [47 64],[31.98901099 39.01098901] ; [50.01098901 60.98901099],0
s4,1,0.364399,0.822675,[ 8 63] ; [18 94],[10.08743169 60.91256831] ; [15.91256831 96.08743169],0
a4,1,0.375994,0.78376,[35 37] ; [47 65],[32.08695652 39.91304348] ; [49.91304348 62.08695652],0
