Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.00034,12.83647,[50 26] ; [45  3],[58.22580645 17.77419355] ; [36.77419355 11.22580645],1
s6,1,0.001977,9.570506,[23 51] ; [28 19],[31.19008264 42.80991736] ; [19.80991736 27.19008264],0
s2,1,0.009982,6.638186,[19 56] ; [23 25],[25.6097561 49.3902439] ; [16.3902439 31.6097561],0
p7,1,0.016677,5.730026,[19 55] ; [22 25],[25.07438017 48.92561983] ; [15.92561983 31.07438017],0
v1,1,0.017138,5.682155,[18 57] ; [21 26],[23.97540984 51.02459016] ; [15.02459016 31.97540984],0
p10,1,0.022879,5.177683,[32 43] ; [30 17],[38.1147541 36.8852459] ; [23.8852459 23.1147541],0
d5,1,0.030554,4.67784,[46 30] ; [38 10],[51.48387097 24.51612903] ; [32.51612903 15.48387097],0
s3,1,0.037844,4.312001,[26 48] ; [26 22],[31.54098361 42.45901639] ; [20.45901639 27.54098361],0
s5,1,0.042083,4.13188,[11 61] ; [14 31],[15.38461538 56.61538462] ; [ 9.61538462 35.38461538],0
p6,1,0.047018,3.94475,[ 9 66] ; [12 34],[13.01652893 61.98347107] ; [ 7.98347107 38.01652893],0
v4,1,0.047046,3.943754,[53 23] ; [41  7],[57.61290323 18.38709677] ; [36.38709677 11.61290323],0
s8,1,0.057293,3.614075,[15 60] ; [17 31],[19.51219512 55.48780488] ; [12.48780488 35.51219512],0
p4,1,0.06602,3.379311,[18 57] ; [19 29],[22.56097561 52.43902439] ; [14.43902439 33.56097561],0
p9,1,0.079663,3.071765,[34 39] ; [29 17],[38.64705882 34.35294118] ; [24.35294118 21.64705882],0
s4,1,0.081047,3.043787,[12 63] ; [14 34],[15.85365854 59.14634146] ; [10.14634146 37.85365854],0
n6,1,0.087024,2.928571,[45 30] ; [36 12],[49.3902439 25.6097561] ; [31.6097561 16.3902439],0
d3,1,0.088914,2.893933,[34 42] ; [29 19],[38.61290323 37.38709677] ; [24.38709677 23.61290323],0
p3,1,0.118153,2.441635,[19 57] ; [18 29],[22.86178862 53.13821138] ; [14.13821138 32.86178862],0
s7,1,0.118611,2.435563,[15 56] ; [16 31],[18.65254237 52.34745763] ; [12.34745763 34.65254237],0
p11,1,0.118994,2.430514,[35 41] ; [29 19],[39.22580645 36.77419355] ; [24.77419355 23.22580645],0
n3,1,0.142261,2.153327,[22 17] ; [11  3],[24.28301887 14.71698113] ; [8.71698113 5.28301887],0
