Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,4e-06,21.44451,[150  18] ; [44 25],[137.51898734  30.48101266] ; [56.48101266 12.51898734],1
p10,1,5e-06,20.918852,[113  52] ; [25 44],[97.30769231 67.69230769] ; [40.69230769 28.30769231],1
s6,1,6e-06,20.433013,[100  67] ; [19 50],[84.20762712 82.79237288] ; [34.79237288 34.20762712],1
p11,1,7e-06,20.334856,[117  52] ; [26 43],[101.54201681  67.45798319] ; [41.45798319 27.54201681],1
n5,1,1.3e-05,19.066002,[127  42] ; [31 37],[112.66666667  56.33333333] ; [45.33333333 22.66666667],1
r4,1,2e-05,18.202452,[140  29] ; [39 30],[127.10504202  41.89495798] ; [51.89495798 17.10504202],1
v4,1,5.6e-05,16.246407,[154  15] ; [48 20],[144.04219409  24.95780591] ; [57.95780591 10.04219409],1
s7,1,0.000314,12.985191,[68 95] ; [10 52],[ 56.50666667 106.49333333] ; [21.49333333 40.50666667],1
a1,1,0.001006,10.815684,[  4 165] ; [ 9 60],[  9.23109244 159.76890756] ; [ 3.76890756 65.23109244],0
p9,1,0.001653,9.899806,[119  46] ; [35 34],[108.58974359  56.41025641] ; [45.41025641 23.58974359],0
s8,1,0.00192,9.624446,[ 55 113] ; [ 9 60],[ 45.36708861 122.63291139] ; [18.63291139 50.36708861],0
d5,1,0.003868,8.344931,[126  42] ; [38 30],[116.74576271  51.25423729] ; [47.25423729 20.74576271],0
s2,1,0.006183,7.496042,[76 92] ; [18 51],[ 66.63291139 101.36708861] ; [27.36708861 41.63291139],0
s5,1,0.008688,6.88584,[ 50 115] ; [ 9 57],[ 42.14285714 122.85714286] ; [16.85714286 49.14285714],0
p4,1,0.015207,5.892341,[73 95] ; [18 50],[ 64.77966102 103.22033898] ; [26.22033898 41.77966102],0
d1,1,0.016675,5.730235,[80 89] ; [21 48],[71.71848739 97.28151261] ; [29.28151261 39.71848739],0
b1,1,0.027355,4.868288,[ 69 100] ; [39 30],[76.68907563 92.31092437] ; [31.31092437 37.68907563],0
p6,1,0.040999,4.176043,[ 33 134] ; [ 6 62],[ 27.71489362 139.28510638] ; [11.28510638 56.71489362],0
n2,1,0.049055,3.873473,[43 15] ; [16 14],[38.88636364 19.11363636] ; [20.11363636  9.88636364],0
u1,1,0.059018,3.564778,[ 28 141] ; [ 5 64],[ 23.43277311 145.56722689] ; [ 9.56722689 59.43277311],0
p2,1,0.06321,3.451089,[113  55] ; [37 31],[106.77966102  61.22033898] ; [43.22033898 24.77966102],0
n3,1,0.132181,2.266699,[40 17] ; [15 13],[36.88235294 20.11764706] ; [18.11764706  9.88235294],0
r1,1,0.140055,2.177355,[112  56] ; [39 30],[107.03797468  60.96202532] ; [43.96202532 25.03797468],0
a5,1,0.140192,2.175848,[108  61] ; [37 32],[102.96218487  66.03781513] ; [42.03781513 26.96218487],0
b3,1,0.141241,2.164386,[45 59] ; [13 30],[41.03401361 62.96598639] ; [16.96598639 26.03401361],0
b2,1,0.141241,2.164386,[45 59] ; [13 30],[41.03401361 62.96598639] ; [16.96598639 26.03401361],0
n4,1,0.161811,1.957217,[118  50] ; [42 27],[113.41772152  54.58227848] ; [46.58227848 22.41772152],0
b5,1,0.165269,1.925341,[107  62] ; [37 32],[102.25210084  66.74789916] ; [41.74789916 27.25210084],0
r2,1,0.197757,1.658863,[148  19] ; [56 12],[144.97021277  22.02978723] ; [59.02978723  8.97021277],0
p3,1,0.198135,1.656072,[ 53 115] ; [16 53],[ 48.91139241 119.08860759] ; [20.08860759 48.91139241],0
p7,1,0.211063,1.564118,[ 61 104] ; [19 48],[ 56.89655172 108.10344828] ; [23.10344828 43.89655172],0
d3,1,0.219779,1.505815,[100  68] ; [34 33],[95.79574468 72.20425532] ; [38.20425532 28.79574468],0
v3,1,0.243944,1.357658,[ 34 132] ; [ 9 56],[ 30.9004329 135.0995671] ; [12.0995671 52.9004329],0
s3,1,0.366603,0.815148,[88 81] ; [31 37],[84.85654008 84.14345992] ; [34.14345992 33.85654008],0
a3,1,0.370538,0.801858,[114  54] ; [42 26],[111.05084746  56.94915254] ; [44.94915254 23.05084746],0
p5,1,0.3996,0.709531,[  9 156] ; [ 2 67],[  7.75641026 157.24358974] ; [ 3.24358974 65.75641026],0
b4,1,0.409537,0.680145,[98 71] ; [44 25],[100.83193277  68.16806723] ; [41.16806723 27.83193277],0
a7,1,0.422287,0.64394,[102  66] ; [38 31],[99.24050633 68.75949367] ; [40.75949367 28.24050633],0
a8,1,0.456645,0.554106,[ 16 141] ; [ 9 57],[ 17.60089686 139.39910314] ; [ 7.39910314 58.60089686],0
n1,1,0.521397,0.411129,[23 34] ; [10 20],[21.62068966 35.37931034] ; [11.37931034 18.62068966],0
s1,1,0.590441,0.289656,[  9 157] ; [ 5 64],[  9.8893617 156.1106383] ; [ 4.1106383 64.8893617],0
d2,1,0.600907,0.27363,[75 92] ; [28 40],[73.19574468 93.80425532] ; [29.80425532 38.19574468],0
d4,1,0.636297,0.223618,[122  47] ; [47 21],[120.51054852  48.48945148] ; [48.48945148 19.51054852],0
a2,1,0.670062,0.181529,[ 36 133] ; [13 56],[ 34.79411765 134.20588235] ; [14.20588235 54.79411765],0
a4,1,0.670632,0.180863,[70 97] ; [31 38],[71.47033898 95.52966102] ; [29.52966102 39.47033898],0
v1,1,0.752098,0.099777,[ 52 113] ; [20 48],[ 50.98712446 114.01287554] ; [21.01287554 46.98712446],0
u2,1,0.75286,0.099143,[28 26] ; [15 12],[28.66666667 25.33333333] ; [14.33333333 12.66666667],0
u3,1,0.874674,0.024877,[29 25] ; [15 12],[29.33333333 24.66666667] ; [14.66666667 12.33333333],0
a6,1,0.890525,0.018945,[106  63] ; [42 26],[105.53586498  63.46413502] ; [42.46413502 25.53586498],0
s4,1,0.901242,0.015399,[ 30 136] ; [12 57],[ 29.66808511 136.33191489] ; [12.33191489 56.66808511],0
p1,1,0.92892,0.007957,[ 13 156] ; [ 5 63],[ 12.83544304 156.16455696] ; [ 5.16455696 62.83544304],0
