Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,43.33378,[32 63] ; [227  93],[59.28915663 35.71084337] ; [199.71084337 120.28915663],1
d2,1,0.0,38.93511,[20 75] ; [184 136],[46.69879518 48.30120482] ; [157.30120482 162.69879518],1
a3,1,0.0,31.835202,[45 48] ; [250  69],[66.58980583 26.41019417] ; [228.41019417  90.58980583],1
a4,1,1e-06,24.628552,[20 74] ; [160 159],[40.968523 53.031477] ; [139.031477 179.968523],1
r1,1,5e-06,20.853922,[63 32] ; [276  42],[77.97820823 17.02179177] ; [261.02179177  56.97820823],1
d4,1,6e-06,20.475445,[66 29] ; [283  36],[80.08454106 14.91545894] ; [268.91545894  50.08454106],1
d3,1,2.8e-05,17.562139,[51 44] ; [243  77],[67.30120482 27.69879518] ; [226.69879518  93.30120482],1
a6,1,6.9e-05,15.829236,[46 49] ; [225  94],[62.18599034 32.81400966] ; [208.81400966 110.18599034],1
d5,1,7.8e-05,15.617523,[63 32] ; [270  49],[76.41304348 18.58695652] ; [256.58695652  62.41304348],1
u1,1,9.6e-05,15.214948,[ 4 91] ; [ 69 251],[16.71084337 78.28915663] ; [ 56.28915663 263.71084337],1
v1,1,0.000652,11.620504,[42 52] ; [202 112],[56.21568627 37.78431373] ; [187.78431373 126.21568627],1
p10,1,0.00561,7.671338,[74 18] ; [289  29],[81.45365854 10.54634146] ; [281.54634146  36.45365854],0
r4,1,0.00566,7.655404,[82 13] ; [303  17],[88.13253012  6.86746988] ; [296.86746988  23.13253012],0
b3,1,0.005938,7.568929,[11 41] ; [ 83 115],[19.552 32.448] ; [ 74.448 123.552],0
b2,1,0.005938,7.568929,[11 41] ; [ 83 115],[19.552 32.448] ; [ 74.448 123.552],0
v2,1,0.009715,6.686473,[43 49] ; [193 119],[53.74257426 38.25742574] ; [182.25742574 129.74257426],0
s5,1,0.016603,5.737897,[26 64] ; [131 174],[35.7721519 54.2278481] ; [121.2278481 183.7721519],0
p3,1,0.016909,5.705844,[51 44] ; [214 105],[60.80917874 34.19082126] ; [204.19082126 114.80917874],0
p4,1,0.028315,4.808773,[61 32] ; [246  74],[69.13075061 23.86924939] ; [237.86924939  82.13075061],0
u3,1,0.060435,3.525415,[21 29] ; [41 28],[26.05042017 23.94957983] ; [35.94957983 33.05042017],0
p11,1,0.062307,3.474898,[77 18] ; [283  37],[82.40963855 12.59036145] ; [277.59036145  42.40963855],0
s8,1,0.074721,3.176133,[40 55] ; [166 150],[47.61557178 47.38442822] ; [158.38442822 157.61557178],0
