Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,45.472585,[50 10] ; [ 4 30],[34.46808511 25.53191489] ; [19.53191489 14.46808511],1
s7,1,4e-06,21.429963,[52  7] ; [12 17],[42.90909091 16.09090909] ; [21.09090909  7.90909091],1
s6,1,6e-06,20.499617,[57  1] ; [19 11],[50.09090909  7.90909091] ; [25.90909091  4.09090909],1
s8,1,2.3e-05,17.886218,[46 13] ; [11 22],[36.55434783 22.44565217] ; [20.44565217 12.55434783],1
p6,1,0.004698,7.992215,[42 16] ; [14 19],[35.69230769 22.30769231] ; [20.30769231 12.69230769],0
r1,1,0.031732,4.612912,[53  7] ; [24 10],[49.14893617 10.85106383] ; [27.85106383  6.14893617],0
n1,1,0.04557,3.997403,[10  4] ; [1 4],[8.10526316 5.89473684] ; [2.89473684 2.10526316],0
r2,1,0.046364,3.968325,[57  2] ; [29  5],[54.55913978  4.44086022] ; [31.44086022  2.55913978],0
p4,1,0.081875,3.02729,[54  5] ; [26  7],[51.30434783  7.69565217] ; [28.69565217  4.30434783],0
a5,1,0.097452,2.74676,[42 18] ; [29  5],[45.31914894 14.68085106] ; [25.68085106  8.31914894],0
d1,1,0.098145,2.735433,[42 18] ; [18 16],[38.29787234 21.70212766] ; [21.70212766 12.29787234],0
n5,1,0.098581,2.728355,[59  1] ; [31  3],[57.44680851  2.55319149] ; [32.55319149  1.44680851],0
b4,1,0.101428,2.682943,[32 28] ; [24 10],[35.74468085 24.25531915] ; [20.25531915 13.74468085],0
u2,1,0.103504,2.650699,[5 8] ; [6 2],[6.80952381 6.19047619] ; [4.19047619 3.80952381],0
v4,1,0.108099,2.581788,[58  2] ; [30  4],[56.17021277  3.82978723] ; [31.82978723  2.17021277],0
p12,1,0.112292,2.52166,[18 42] ; [ 5 28],[14.83870968 45.16129032] ; [ 8.16129032 24.83870968],0
d3,1,0.114259,2.494297,[44 15] ; [20 14],[40.60215054 18.39784946] ; [23.39784946 10.60215054],0
s1,1,0.145195,2.122019,[ 7 53] ; [ 1 33],[ 5.10638298 54.89361702] ; [ 2.89361702 31.10638298],0
s4,1,0.15766,1.996528,[10 50] ; [ 2 30],[ 7.82608696 52.17391304] ; [ 4.17391304 27.82608696],0
b5,1,0.184443,1.761453,[25 35] ; [19 15],[28.08510638 31.91489362] ; [15.91489362 18.08510638],0
p1,1,0.18945,1.721892,[20 40] ; [ 7 27],[17.23404255 42.76595745] ; [ 9.76595745 24.23404255],0
n2,1,0.201336,1.632653,[11  3] ; [3 3],[9.8 4.2] ; [4.2 1.8],0
a6,1,0.214047,1.543841,[34 25] ; [24 10],[36.79569892 22.20430108] ; [21.20430108 12.79569892],0
p8,1,0.224837,1.473232,[50 10] ; [24  9],[47.74193548 12.25806452] ; [26.25806452  6.74193548],0
p10,1,0.267733,1.228326,[51  8] ; [31  2],[52.58695652  6.41304348] ; [29.41304348  3.58695652],0
a8,1,0.273201,1.200606,[11 45] ; [ 3 26],[ 9.22352941 46.77647059] ; [ 4.77647059 24.22352941],0
b3,1,0.306556,1.045455,[20 26] ; [13 10],[22. 24.] ; [11. 12.],0
b2,1,0.306556,1.045455,[20 26] ; [13 10],[22. 24.] ; [11. 12.],0
p11,1,0.307338,1.042081,[48 12] ; [30  4],[49.78723404 10.21276596] ; [28.21276596  5.78723404],0
d5,1,0.320037,0.988794,[50  9] ; [26  8],[48.21505376 10.78494624] ; [27.78494624  6.21505376],0
v2,1,0.367445,0.812288,[30 29] ; [20 13],[32.06521739 26.93478261] ; [17.93478261 15.06521739],0
p3,1,0.376315,0.782706,[48 11] ; [25  9],[46.31182796 12.68817204] ; [26.68817204  7.31182796],0
d2,1,0.3832,0.76041,[35 24] ; [17 17],[32.98924731 26.01075269] ; [19.01075269 14.98924731],0
