Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,100.198594,[171 233] ; [224  53],[234.3318649 169.6681351] ; [160.6681351 116.3318649],1
v1,1,0.0,38.391536,[182 224] ; [192  87],[221.67007299 184.32992701] ; [152.32992701 126.67007299],1
s8,1,9e-06,19.696632,[157 257] ; [153 125],[185.46242775 228.53757225] ; [124.53757225 153.46242775],1
s7,1,7.6e-05,15.648496,[175 225] ; [158 108],[200. 200.] ; [133. 133.],1
p12,1,0.00045,12.312548,[ 20 389] ; [ 34 244],[ 32.14847162 376.85152838] ; [ 21.85152838 256.14847162],1
a1,1,0.000599,11.778579,[ 13 402] ; [ 26 256],[ 23.22094692 391.77905308] ; [ 15.77905308 266.22094692],1
p5,1,0.00065,11.625617,[ 32 380] ; [ 45 235],[ 45.84393064 366.15606936] ; [ 31.15606936 248.84393064],1
n5,1,0.001046,10.744401,[286 125] ; [226  54],[304.53256151 106.46743849] ; [207.46743849  72.53256151],0
p3,1,0.001499,10.079613,[188 226] ; [161 118],[208.49350649 205.50649351] ; [140.50649351 138.49350649],0
n4,1,0.00185,9.69315,[303 111] ; [234  47],[319.88201439  94.11798561] ; [217.11798561  63.88201439],0
n6,1,0.004399,8.111233,[335  77] ; [250  30],[348.29479769  63.70520231] ; [236.70520231  43.29479769],0
p7,1,0.010624,6.527182,[239 163] ; [188  84],[254.67952522 147.32047478] ; [172.32047478  99.67952522],0
r3,1,0.017673,5.628274,[391  22] ; [276   5],[396.93227666  16.06772334] ; [270.06772334  10.93227666],0
s2,1,0.019579,5.449035,[204 209] ; [163 116],[219.03323699 193.96676301] ; [147.96676301 131.03323699],0
a3,1,0.019662,5.441656,[299 115] ; [224  56],[311.99135447 102.00864553] ; [211.00864553  68.99135447],0
p8,1,0.028761,4.78189,[203 207] ; [159 115],[216.98830409 193.01169591] ; [145.01169591 128.98830409],0
p10,1,0.02887,4.775367,[322  90] ; [235  42],[333.0682148  78.9317852] ; [223.9317852  53.0682148],0
d1,1,0.029215,4.754882,[277 138] ; [210  72],[289.96413199 125.03586801] ; [197.03586801  84.96413199],0
v4,1,0.037812,4.313472,[393  22] ; [274   6],[398.28057554  16.71942446] ; [268.71942446  11.28057554],0
u1,1,0.049433,3.860605,[ 76 339] ; [ 69 213],[ 86.33428981 328.66571019] ; [ 58.66571019 223.33428981],0
u4,1,0.066518,3.36692,[  5 410] ; [  9 273],[  8.33572453 406.66427547] ; [  5.66427547 276.33572453],0
s4,1,0.071357,3.25153,[ 79 330] ; [ 39 239],[ 70.2503639 338.7496361] ; [ 47.7496361 230.2503639],0
p4,1,0.077675,3.112885,[231 181] ; [174 103],[242.17706821 169.82293179] ; [162.82293179 114.17706821],0
d2,1,0.083255,3.000187,[212 201] ; [163 118],[223.16282421 189.83717579] ; [151.83717579 129.16282421],0
p1,1,0.086866,2.931515,[ 24 388] ; [ 26 255],[ 29.72582973 382.27417027] ; [ 20.27417027 260.72582973],0
p9,1,0.12361,2.370969,[337  73] ; [239  37],[344.25655977  65.74344023] ; [231.74344023  44.25655977],0
n1,1,0.146374,2.109638,[44 59] ; [17 38],[39.76582278 63.23417722] ; [21.23417722 33.76582278],0
p11,1,0.152391,2.048149,[315 100] ; [227  55],[322.71162123  92.28837877] ; [219.28837877  62.71162123],0
a2,1,0.154293,2.029287,[102 313] ; [ 83 199],[110.15064562 304.84935438] ; [ 74.84935438 207.15064562],0
a5,1,0.168101,1.8998,[311 104] ; [224  58],[318.54375897  96.45624103] ; [216.45624103  65.54375897],0
d5,1,0.173896,1.849029,[358  57] ; [253  29],[363.79483501  51.20516499] ; [247.20516499  34.79483501],0
r4,1,0.195775,1.673618,[379  36] ; [265  17],[383.44332855  31.55667145] ; [260.55667145  21.44332855],0
