Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,41.529137,[15 55] ; [178  99],[38.93371758 31.06628242] ; [154.06628242 122.93371758],1
a3,1,0.0,36.854108,[40 29] ; [247  31],[57.06916427 11.93083573] ; [229.93083573  48.06916427],1
a4,1,0.0,29.191937,[15 55] ; [160 118],[35.20114943 34.79885057] ; [139.79885057 138.20114943],1
d1,1,0.0,28.546419,[26 44] ; [199  80],[45.12893983 24.87106017] ; [179.87106017  99.12893983],1
u1,1,2.2e-05,18.045675,[ 4 66] ; [ 85 194],[17.85100287 52.14899713] ; [ 71.14899713 207.85100287],1
a6,1,0.000114,14.886778,[32 38] ; [194  82],[45.72254335 24.27745665] ; [180.27745665  95.72254335],1
d4,1,0.000819,11.198289,[50 20] ; [242  34],[59.07514451 10.92485549] ; [232.92485549  43.07514451],1
d5,1,0.000967,10.888938,[48 22] ; [236  40],[57.4566474 12.5433526] ; [226.5433526  49.4566474],1
d3,1,0.002207,9.368767,[39 31] ; [206  71],[49.42363112 20.57636888] ; [195.57636888  81.42363112],0
n6,1,0.006534,7.396801,[60 10] ; [263  14],[65.15850144  4.84149856] ; [257.84149856  19.15850144],0
v2,1,0.015705,5.835576,[33 36] ; [174  99],[41.76315789 27.23684211] ; [165.23684211 107.76315789],0
n4,1,0.017989,5.59726,[59 11] ; [259  19],[63.96551724  6.03448276] ; [254.03448276  23.96551724],0
p1,1,0.02164,5.27452,[13 57] ; [ 25 253],[ 7.64367816 62.35632184] ; [ 30.35632184 247.64367816],0
u3,1,0.039277,4.248848,[16 14] ; [25  7],[19.83870968 10.16129032] ; [21.16129032 10.83870968],0
r1,1,0.046914,3.94848,[54 16] ; [241  37],[59.33908046 10.66091954] ; [235.66091954  42.33908046],0
s5,1,0.07033,3.275291,[24 43] ; [129 139],[30.6 36.4] ; [122.4 145.6],0
p11,1,0.074484,3.181324,[52 18] ; [233  46],[57.16332378 12.83667622] ; [227.83667622  51.16332378],0
