Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.000608,11.750944,[14 19] ; [15  1],[19.53061224 13.46938776] ; [9.46938776 6.53061224],1
a5,1,0.003179,8.701612,[10 23] ; [12  4],[14.81632653 18.18367347] ; [7.18367347 8.81632653],0
s7,1,0.004678,8.0,[ 4 28] ; [8 8],[ 8. 24.] ; [ 4. 12.],0
r4,1,0.038696,4.274165,[22 11] ; [15  1],[24.91836735  8.08163265] ; [12.08163265  3.91836735],0
d3,1,0.047509,3.927273,[ 7 25] ; [8 8],[10. 22.] ; [ 5. 11.],0
v3,1,0.050892,3.811835,[ 4 27] ; [ 6 10],[ 6.59574468 24.40425532] ; [ 3.40425532 12.59574468],0
n4,1,0.071383,3.250918,[ 8 25] ; [8 8],[10.7755102 22.2244898] ; [ 5.2244898 10.7755102],0
p10,1,0.124607,2.358442,[14 17] ; [11  5],[16.4893617 14.5106383] ; [8.5106383 7.4893617],0
p1,1,0.148209,2.090592,[ 3 29] ; [ 4 12],[ 4.66666667 27.33333333] ; [ 2.33333333 13.66666667],0
b5,1,0.168185,1.899043,[18 15] ; [12  4],[20.20408163 12.79591837] ; [9.79591837 6.20408163],0
n6,1,0.179852,1.798849,[23 10] ; [8 8],[20.87755102 12.12244898] ; [10.12244898  5.87755102],0
p4,1,0.187132,1.740057,[12 21] ; [9 7],[14.14285714 18.85714286] ; [6.85714286 9.14285714],0
s6,1,0.189068,1.724864,[11 22] ; [8 7],[13.0625 19.9375] ; [5.9375 9.0625],0
s1,1,0.194763,1.681214,[ 1 32] ; [ 2 14],[ 2.02040816 30.97959184] ; [ 0.97959184 15.02040816],0
a2,1,0.194763,1.681214,[ 1 32] ; [ 2 14],[ 2.02040816 30.97959184] ; [ 0.97959184 15.02040816],0
d2,1,0.252703,1.308296,[ 4 29] ; [ 4 12],[ 5.3877551 27.6122449] ; [ 2.6122449 13.3877551],0
a3,1,0.265948,1.23753,[13 20] ; [9 7],[14.81632653 18.18367347] ; [7.18367347 8.81632653],0
v2,1,0.279016,1.171875,[ 9 23] ; [7 9],[10.66666667 21.33333333] ; [ 5.33333333 10.66666667],0
p9,1,0.300623,1.071429,[17 15] ; [11  5],[18.66666667 13.33333333] ; [9.33333333 6.66666667],0
u2,1,0.304807,1.053044,[ 7 13] ; [4 3],[ 8.14814815 11.85185185] ; [2.85185185 4.14814815],0
p11,1,0.320882,0.98535,[20 13] ; [12  4],[21.55102041 11.44897959] ; [10.44897959  5.55102041],0
p8,1,0.363141,0.827002,[14 19] ; [9 7],[15.48979592 17.51020408] ; [7.51020408 8.48979592],0
r2,1,0.372719,0.794581,[28  5] ; [15  1],[28.95918367  4.04081633] ; [14.04081633  1.95918367],0
s4,1,0.403775,0.697054,[ 5 28] ; [ 4 12],[ 6.06122449 26.93877551] ; [ 2.93877551 13.06122449],0
s3,1,0.407626,0.685714,[12 20] ; [8 8],[13.33333333 18.66666667] ; [6.66666667 9.33333333],0
v4,1,0.417235,0.658091,[30  2] ; [13  2],[29.27659574  2.72340426] ; [13.72340426  1.27659574],0
s5,1,0.451797,0.56614,[ 5 28] ; [ 1 13],[ 4.21276596 28.78723404] ; [ 1.78723404 12.21276596],0
p2,1,0.4795,0.5,[25  7] ; [11  5],[24.  8.] ; [12.  4.],0
s2,1,0.508883,0.436364,[12 21] ; [ 4 11],[11. 22.] ; [ 5. 10.],0
r3,1,0.524324,0.405381,[29  4] ; [15  1],[29.63265306  3.36734694] ; [14.36734694  1.63265306],0
a4,1,0.53405,0.386679,[ 4 29] ; [ 3 13],[ 4.71428571 28.28571429] ; [ 2.28571429 13.71428571],0
n1,1,0.536268,0.3825,[3 9] ; [2 3],[3.52941176 8.47058824] ; [1.47058824 3.52941176],0
p3,1,0.552821,0.352288,[11 22] ; [ 4 12],[10.10204082 22.89795918] ; [ 4.89795918 11.10204082],0
u3,1,0.579997,0.30624,[ 9 11] ; [4 3],[ 9.62962963 10.37037037] ; [3.37037037 3.62962963],0
p12,1,0.593235,0.28532,[ 1 32] ; [ 1 15],[ 1.34693878 31.65306122] ; [ 0.65306122 15.34693878],0
b1,1,0.597746,0.278409,[15 18] ; [ 6 10],[14.14285714 18.85714286] ; [6.85714286 9.14285714],0
s8,1,0.602348,0.271469,[ 8 25] ; [ 5 11],[ 8.75510204 24.24489796] ; [ 4.24489796 11.75510204],0
b2,1,0.630209,0.231777,[ 3 14] ; [3 9],[ 3.51724138 13.48275862] ; [2.48275862 9.51724138],0
b3,1,0.630209,0.231777,[ 3 14] ; [3 9],[ 3.51724138 13.48275862] ; [2.48275862 9.51724138],0
p7,1,0.682046,0.167832,[18 14] ; [8 8],[17.33333333 14.66666667] ; [8.66666667 7.33333333],0
a6,1,0.755468,0.096993,[17 16] ; [9 7],[17.51020408 15.48979592] ; [8.48979592 7.51020408],0
b4,1,0.755468,0.096993,[17 16] ; [9 7],[17.51020408 15.48979592] ; [8.48979592 7.51020408],0
p6,1,0.7657,0.088807,[ 7 26] ; [ 4 12],[ 7.40816327 25.59183673] ; [ 3.59183673 12.40816327],0
a8,1,0.795284,0.067317,[ 3 27] ; [ 2 14],[ 3.26086957 26.73913043] ; [ 1.73913043 14.26086957],0
d5,1,0.831013,0.045541,[11 21] ; [ 6 10],[11.33333333 20.66666667] ; [ 5.66666667 10.33333333],0
n3,1,0.931175,0.007459,[9 2] ; [4 1],[8.9375 2.0625] ; [4.0625 0.9375],0
a7,1,1.0,0.0,[18 14] ; [9 7],[18. 14.] ; [9. 7.],0
