Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,187.121289,[  6 110] ; [441 167],[71.61878453 44.38121547] ; [375.38121547 232.61878453],1
d5,1,0.0,121.428499,[54 62] ; [542  66],[95.49171271 20.50828729] ; [500.50828729 107.49171271],1
d3,1,0.0,93.214281,[40 76] ; [478 130],[82.99447514 33.00552486] ; [435.00552486 172.99447514],1
d2,1,0.0,36.684626,[29 87] ; [338 269],[58.8824343 57.1175657] ; [308.1175657 298.8824343],1
a4,1,0.0,27.412456,[28 86] ; [311 296],[53.60055479 60.39944521] ; [285.39944521 321.60055479],1
u1,1,1e-06,24.252972,[  4 112] ; [143 465],[23.55248619 92.44751381] ; [123.44751381 484.55248619],1
a2,1,8e-06,20.046597,[ 11 105] ; [179 429],[30.44198895 85.55801105] ; [159.55801105 448.44198895],1
a3,1,2.4e-05,17.880271,[66 49] ; [463 143],[84.37586685 30.62413315] ; [444.62413315 161.37586685],1
a5,1,0.000165,14.195211,[73 43] ; [481 127],[88.76243094 27.23756906] ; [465.23756906 142.76243094],1
p1,1,0.002727,8.98192,[18 97] ; [ 43 559],[  9.78382148 105.21617852] ; [ 51.21617852 550.78382148],0
r3,1,0.003744,8.403903,[107   9] ; [589  15],[112.13333333   3.86666667] ; [583.86666667  20.13333333],0
s2,1,0.005948,7.565976,[45 67] ; [327 275],[58.35294118 53.64705882] ; [313.64705882 288.35294118],0
b2,1,0.008781,6.866783,[18 55] ; [150 216],[27.93621868 45.06378132] ; [140.06378132 225.93621868],0
b3,1,0.008781,6.866783,[18 55] ; [150 216],[27.93621868 45.06378132] ; [140.06378132 225.93621868],0
p9,1,0.012826,6.192959,[85 28] ; [506  91],[94.06056338 18.93943662] ; [496.93943662 100.06056338],0
a7,1,0.014781,5.942442,[76 40] ; [463 144],[86.47856155 29.52143845] ; [452.52143845 154.47856155],0
u2,1,0.027149,4.881325,[22 28] ; [88 54],[28.64583333 21.35416667] ; [81.35416667 60.64583333],0
s8,1,0.039044,4.258953,[42 72] ; [285 317],[52.06424581 61.93575419] ; [274.93575419 327.06424581],0
p2,1,0.049637,3.853677,[88 27] ; [506  96],[95.27196653 19.72803347] ; [498.72803347 103.27196653],0
p10,1,0.065514,3.391987,[84 29] ; [490 109],[91.09831461 21.90168539] ; [482.90168539 116.09831461],0
n2,1,0.071277,3.25336,[29  5] ; [88 38],[24.8625  9.1375] ; [92.1375 33.8625],0
v2,1,0.073791,3.196608,[56 53] ; [353 230],[64.4234104 44.5765896] ; [344.5765896 238.4234104],0
s1,1,0.087763,2.914929,[  7 105] ; [ 18 580],[  3.94366197 108.05633803] ; [ 21.05633803 576.94366197],0
a6,1,0.088838,2.895297,[74 42] ; [435 172],[81.66528354 34.33471646] ; [427.33471646 179.66528354],0
s5,1,0.094797,2.790962,[31 79] ; [213 371],[38.67435159 71.32564841] ; [205.32564841 378.67435159],0
n3,1,0.111043,2.539312,[27  5] ; [88 37],[23.43949045  8.56050955] ; [91.56050955 33.43949045],0
s3,1,0.120699,2.408223,[57 54] ; [355 244],[64.41126761 46.58873239] ; [347.58873239 251.41126761],0
s7,1,0.121177,2.402041,[47 61] ; [299 280],[54.3930131 53.6069869] ; [291.6069869 287.3930131],0
a1,1,0.13759,2.204706,[  2 114] ; [ 29 579],[  4.96685083 111.03314917] ; [ 26.03314917 581.96685083],0
p4,1,0.151627,2.055809,[62 53] ; [367 234],[68.90363128 46.09636872] ; [360.09636872 240.90363128],0
p7,1,0.165582,1.922498,[65 47] ; [381 206],[71.4620887 40.5379113] ; [374.5379113 212.4620887],0
u3,1,0.166052,1.918232,[27 23] ; [93 50],[31.0880829 18.9119171] ; [88.9119171 54.0880829],0
b4,1,0.185057,1.75654,[61 55] ; [360 248],[67.45303867 48.54696133] ; [353.54696133 254.45303867],0
a8,1,0.245435,1.349102,[11 94] ; [ 81 467],[14.79326187 90.20673813] ; [ 77.20673813 470.79326187],0
n6,1,0.340459,0.908702,[94 22] ; [510  93],[97.44645341 18.55354659] ; [506.55354659  96.44645341],0
b5,1,0.345793,0.888837,[64 52] ; [364 244],[68.57458564 47.42541436] ; [359.42541436 248.57458564],0
p6,1,0.379615,0.771949,[37 76] ; [221 375],[41.11988717 71.88011283] ; [216.88011283 379.11988717],0
v1,1,0.382658,0.762146,[59 54] ; [336 257],[63.2223796 49.7776204] ; [331.7776204 261.2223796],0
p3,1,0.386825,0.748899,[53 61] ; [308 297],[57.23783032 56.76216968] ; [303.76216968 301.23783032],0
s4,1,0.397443,0.716048,[22 92] ; [ 96 501],[18.91983122 95.08016878] ; [ 99.08016878 497.91983122],0
p8,1,0.413369,0.66909,[55 56] ; [321 276],[58.94915254 52.05084746] ; [317.05084746 279.94915254],0
s6,1,0.446181,0.580335,[74 38] ; [414 180],[77.41643059 34.58356941] ; [410.58356941 183.41643059],0
n1,1,0.604151,0.26878,[15 19] ; [49 76],[13.68553459 20.31446541] ; [50.31446541 74.68553459],0
p12,1,0.634056,0.2266,[  8 106] ; [ 50 549],[  9.27349229 104.72650771] ; [ 48.72650771 550.27349229],0
p5,1,0.730981,0.118212,[ 14 100] ; [ 67 533],[ 12.93277311 101.06722689] ; [ 68.06722689 531.93277311],0
r4,1,0.779127,0.078656,[112   4] ; [590  18],[112.47513812   3.52486188] ; [589.52486188  18.47513812],0
